"","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","context","PCA","PEC"
"158",158,"5f3059fc3b12674b7a637b97","rough","RS",0.870833333333333,1.01875,310,310,165,59.8709677419355,63.5493951612903,1,"rough",2.31066566547152,-2.31066566547152
"159",159," 612ba6c594a6d54154a88ae7","smooth","RS",0.88125,1.0125,306,306,172,64.6290322580645,62.570564516129,2,"smooth",2.26360143012224,-2.26360143012224
"160",160," 612ba6c594a6d54154a88ae7","rough","RS",0.995833333333333,1.19375,286,286,192,60.5120967741936,62.570564516129,1,"rough",1.93323705924402,-1.93323705924402
"161",161,"60e4b1dcd0eedab1e11019d1","smooth","RS",3.60625,2.56041666666667,270,270,170,57.2540322580645,51.8689516129032,2,"smooth",-0.0406093779430893,0.0406093779430893
"162",162,"60e4b1dcd0eedab1e11019d1","rough","RS",4.43541666666667,3.29166666666667,147,147,311,46.4838709677419,51.8689516129032,1,"rough",-1.96791628195682,1.96791628195682
"163",163,"60fcd2ade28cc412d542108c","smooth","RS",1.53333333333333,1.88958333333333,14,14,456,55.6713709677419,54.7691532258064,2,"smooth",-0.984358193136122,0.984358193136122
"164",164,"60fcd2ade28cc412d542108c","rough","RS",2.53541666666667,2.59166666666667,52,52,388,53.866935483871,54.7691532258064,1,"rough",-1.4152775589601,1.4152775589601
"165",165,"5fd6303361f8c14cb485a447","smooth","RS",1.53125,1.82083333333333,193,193,283,66.7358870967742,61.7389112903226,2,"smooth",0.537019463071404,-0.537019463071404
"166",166,"5fd6303361f8c14cb485a447","rough","RS",2.3625,2.42291666666667,186,186,286,56.741935483871,61.7389112903226,1,"rough",-0.244410282368811,0.244410282368811
"167",167,"60b7959cedd10f9211decf60","smooth","RS",0.96875,1.22083333333333,293,293,187,70.2560483870968,64.7590725806452,2,"smooth",1.97895322441361,-1.97895322441361
"168",168,"60b7959cedd10f9211decf60","rough","RS",2.32916666666667,2.20833333333333,176,176,299,59.2620967741936,64.7590725806452,1,"rough",-0.194308338547801,0.194308338547801
"169",169,"60bf28df4926a8b6391df575","smooth","SR",2.76458333333333,2.73958333333333,21,21,448,59.9778225806452,60.5161290322581,1,"smooth",-1.99103279547691,1.99103279547691
"170",170,"60bf28df4926a8b6391df575","rough","SR",2.64791666666667,2.42916666666667,277,277,195,61.054435483871,60.5161290322581,2,"rough",0.389328426163818,-0.389328426163818
"171",171,"5ec5a64c306f255ec98d5cc1","smooth","SR",1.78958333333333,1.925,216,216,259,65.1068548387097,61.8477822580645,1,"smooth",0.555620158712328,-0.555620158712328
"172",172,"5ec5a64c306f255ec98d5cc1","rough","SR",1.25208333333333,1.475,276,276,204,58.5887096774194,61.8477822580645,2,"rough",1.55398241038468,-1.55398241038468
"173",173,"5d64f820c94fbf0001addee8","smooth","SR",1.60625,1.71041666666667,249,249,230,66.0887096774194,61.8921370967742,1,"smooth",1.02930981349153,-1.02930981349153
"174",174,"5d64f820c94fbf0001addee8","rough","SR",1.83125,1.70833333333333,266,266,213,57.695564516129,61.8921370967742,2,"rough",1.07343838376871,-1.07343838376871
"175",175,"5eff6065cc8d32014292657f","smooth","SR",2.93125,2.37083333333333,16,16,447,57.2661290322581,52.2449596774194,1,"smooth",-1.85491050270798,1.85491050270798
"176",176,"5eff6065cc8d32014292657f","rough","SR",3.26458333333333,2.475,3,3,460,47.2237903225806,52.2449596774194,2,"rough",-2.17623956162841,2.17623956162841
