"","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","context","PCA","PEC"
"18",18,"63e51c38b573cd46809e1d72","rough","RS",2.34375,2.28958333333333,204,204,271,58.2036290322581,60.9385080645161,1,"rough",-0.0155673118919646,0.0155673118919646
"19",19,"614e2446523bb49af662fb62","smooth","RS",0.652083333333333,0.822916666666667,360,360,120,64.8588709677419,61.2409274193548,2,"smooth",2.92712221480874,-2.92712221480874
"20",20,"614e2446523bb49af662fb62","rough","RS",0.79375,1.01041666666667,356,356,122,57.6229838709677,61.2409274193548,1,"rough",2.72373244035041,-2.72373244035041
"21",21,"5a799309f49c9a0001f31396","smooth","SR",1.55,2.31666666666667,216,216,262,67.6149193548387,61.5171370967742,1,"smooth",0.408477924689205,-0.408477924689205
"22",22,"5a799309f49c9a0001f31396","rough","SR",1.73541666666667,2.27083333333333,230,230,240,55.4193548387097,61.5171370967742,2,"rough",0.505717929991399,-0.505717929991399
"23",23,"63161177a364d42cdf76b1a6","smooth","SR",4.225,1.99791666666667,64,64,328,41.7479838709677,41.1350806451613,1,"smooth",-1.49691650068586,1.49691650068586
"24",24,"63161177a364d42cdf76b1a6","rough","SR",5.63333333333333,1.84166666666667,25,25,369,40.5221774193548,41.1350806451613,2,"rough",-2.36245064811077,2.36245064811077
"25",25,"5ed403a89542210ab77530b7","smooth","RS",0.758333333333333,0.98125,330,330,148,66.6935483870968,61.5423387096774,2,"smooth",2.53901249902087,-2.53901249902087
"26",26,"5ed403a89542210ab77530b7","rough","RS",2.20833333333333,1.51041666666667,274,274,197,56.3911290322581,61.5423387096774,1,"rough",1.128675848816,-1.128675848816
"27",27,"611cf0fcb571ffef2625d948","smooth","SR",1.73125,2.06875,66,66,392,57.4596774193548,50.8225806451613,1,"smooth",-0.694955126002576,0.694955126002576
"28",28,"611cf0fcb571ffef2625d948","rough","SR",2.16041666666667,1.54791666666667,28,28,421,44.1854838709677,50.8225806451613,2,"rough",-0.846407638917574,0.846407638917574
"29",29,"608930a9d426b23a7b53c710","smooth","RS",0.929166666666667,0.9625,349,349,131,64.4052419354839,62.2439516129032,2,"smooth",2.62579695314249,-2.62579695314249
"30",30,"608930a9d426b23a7b53c710","rough","RS",1.05833333333333,1.09791666666667,305,305,167,60.0826612903226,62.2439516129032,1,"rough",2.14937183984792,-2.14937183984792
"31",31,"62b8cd151b5fd0f9be7d1f11","smooth","RS",1.26875,1.37083333333333,73,73,403,56.9778225806452,55.6995967741936,2,"smooth",-0.0775715626164987,0.0775715626164987
"32",32,"62b8cd151b5fd0f9be7d1f11","rough","RS",2.61458333333333,1.55,168,168,309,54.4213709677419,55.6995967741936,1,"rough",0.00814626598422896,-0.00814626598422896
"33",33,"5f95851e2fb47e3ec706b95f","smooth","RS",2.26041666666667,2.43125,207,207,271,68.320564516129,62.7913306451613,2,"smooth",-0.0531620049491569,0.0531620049491569
"34",34,"5f95851e2fb47e3ec706b95f","rough","RS",2.29375,1.85,249,249,222,57.2620967741936,62.7913306451613,1,"rough",0.671890588576152,-0.671890588576152
"35",35,"5edd10be09cfd09f34a7f00c","smooth","SR",1.54583333333333,1.78541666666667,286,286,193,65.9233870967742,64.3104838709677,1,"smooth",1.32080692711681,-1.32080692711681
"36",36,"5edd10be09cfd09f34a7f00c","rough","SR",2.12083333333333,2.28958333333333,301,301,178,62.6975806451613,64.3104838709677,2,"rough",0.881308177028582,-0.881308177028582
"37",37,"60ff47c59f3aff4127e3f234","smooth","RS",3.525,3.23541666666667,17,17,458,59.2721774193548,55.3245967741935,2,"smooth",-2.6927275769268,2.6927275769268
"38",38,"60ff47c59f3aff4127e3f234","rough","RS",3.46666666666667,3.40416666666667,106,106,374,51.3770161290323,55.3245967741935,1,"rough",-2.04417088409328,2.04417088409328
"39",39,"60d1a4da9e47f5d3b3e85a70","smooth","RS",2.0375,2.11875,7,7,472,60.3286290322581,54.7872983870968,2,"smooth",-1.44610006384472,1.44610006384472
"40",40,"60d1a4da9e47f5d3b3e85a70","rough","RS",3.12916666666667,2.33958333333333,4,4,465,49.2459677419355,54.7872983870968,1,"rough",-2.0497673948237,2.0497673948237
"41",41,"5f01c00db92981305cc52a86","smooth","RS",1.58958333333333,1.825,223,223,255,63.8548387096774,59.6028225806452,2,"smooth",0.752078825804838,-0.752078825804838
"42",42,"5f01c00db92981305cc52a86","rough","RS",1.76875,1.98333333333333,221,221,236,55.3508064516129,59.6028225806452,1,"rough",0.647090948161134,-0.647090948161134
"43",43,"608d86abc2dbca8aef197914","smooth","RS",2.8875,3.15416666666667,1,1,478,60.0100806451613,53.4586693548387,2,"smooth",-2.5108792526031,2.5108792526031
"44",44,"608d86abc2dbca8aef197914","rough","RS",4.3625,4.50625,3,3,472,46.9072580645161,53.4586693548387,1,"rough",-3.96393807287804,3.96393807287804
"45",45,"5ed8cf4782a6eb04ddf9962d","smooth","SR",0.972916666666667,1.24166666666667,328,328,152,65.6915322580645,61.3719758064516,1,"smooth",2.25827651342565,-2.25827651342565
"46",46,"5ed8cf4782a6eb04ddf9962d","rough","SR",1.4375,1.82291666666667,324,324,155,57.0524193548387,61.3719758064516,2,"rough",1.66505196146774,-1.66505196146774
"47",47,"60aad516e34718d318bfb44d","smooth","RS",2.47291666666667,2.81458333333333,3,3,475,61.0181451612903,53.3881048387097,2,"smooth",-2.09684005513405,2.09684005513405
"48",48,"60aad516e34718d318bfb44d","rough","RS",3.97916666666667,3.40625,8,8,466,45.758064516129,53.3881048387097,1,"rough",-3.07090716518705,3.07090716518705
"49",49,"608209b96e955ba5201eff25","smooth","RS",0.804166666666667,0.989583333333333,366,366,111,61.383064516129,60.0735887096774,2,"smooth",2.82014209222337,-2.82014209222337
"50",50,"608209b96e955ba5201eff25","rough","RS",0.56875,0.527083333333333,349,349,116,58.7641129032258,60.0735887096774,1,"rough",3.11710023530491,-3.11710023530491
"51",51,"5eb035358c62bb09069a842f","smooth","RS",1.89166666666667,1.95,4,4,474,60.9677419354839,55.6078629032258,2,"smooth",-1.29850610084861,1.29850610084861
"52",52,"5eb035358c62bb09069a842f","rough","RS",2.26875,1.70625,3,3,472,50.2479838709677,55.6078629032258,1,"rough",-1.31181416163671,1.31181416163671
"53",53,"63ea5007fd3a4fed03b929d1","smooth","RS",1.925,2.19791666666667,7,7,469,61.2862903225806,53.4909274193548,2,"smooth",-1.43213374678188,1.43213374678188
"54",54,"63ea5007fd3a4fed03b929d1","rough","RS",2.94166666666667,2.30833333333333,9,9,462,45.695564516129,53.4909274193548,1,"rough",-1.91371597103846,1.91371597103846
"55",55,"63469143e387d7c210f0e832","smooth","SR",1.39791666666667,1.57291666666667,253,253,226,66.5161290322581,64.6209677419355,1,"smooth",1.24001714349761,-1.24001714349761
"56",56,"63469143e387d7c210f0e832","rough","SR",1.43125,1.47916666666667,281,281,198,62.7258064516129,64.6209677419355,2,"rough",1.51805844314296,-1.51805844314296
"57",57,"5fa85a35ded6106d217ce895","smooth","RS",1.375,2.05,212,212,268,67.3266129032258,63.0524193548387,2,"smooth",0.608166900257598,-0.608166900257598
"58",58,"5fa85a35ded6106d217ce895","rough","RS",1.87083333333333,1.74166666666667,252,252,228,58.7782258064516,63.0524193548387,1,"rough",0.913532075129987,-0.913532075129987
"59",59,"6130e97d4106299f8c6120fa","smooth","RS",0.645833333333333,0.879166666666667,292,292,185,72.7177419354839,63.7046370967742,2,"smooth",2.33681085223976,-2.33681085223976
"60",60,"6130e97d4106299f8c6120fa","rough","RS",2.42708333333333,1.81875,121,121,344,54.6915322580645,63.7046370967742,1,"rough",-0.417905547817878,0.417905547817878
"61",61,"5de42a01a7cb2401ccc682c3","smooth","SR",1.74166666666667,2.11875,277,277,199,70.4072580645161,68.4546370967742,1,"smooth",0.965894326575777,-0.965894326575777
"62",62,"5de42a01a7cb2401ccc682c3","rough","SR",1.525,1.75208333333333,316,316,162,66.5020161290323,68.4546370967742,2,"rough",1.60677848478592,-1.60677848478592
"63",63,"5f02f29a4532c8191dd75812","smooth","RS",1.75625,1.85625,233,233,245,65.5564516129032,60.3901209677419,2,"smooth",0.742821229073232,-0.742821229073232
"64",64,"5f02f29a4532c8191dd75812","rough","RS",2.875,2.94375,157,157,306,55.2237903225806,60.3901209677419,1,"rough",-0.997933000448391,0.997933000448391
"65",65,"60fc39cce64c39328a7c8904","smooth","SR",1.32708333333333,1.54375,319,319,161,65.6532258064516,62.6572580645161,1,"smooth",1.83956824135206,-1.83956824135206
"66",66,"60fc39cce64c39328a7c8904","rough","SR",1.40416666666667,1.55625,334,334,145,59.6612903225806,62.6572580645161,2,"rough",1.92786149354904,-1.92786149354904
"67",67,"5beb0d9d7569230001f88b7c","smooth","RS",1.46458333333333,1.81666666666667,260,260,219,67.9012096774194,64.7752016129032,2,"smooth",1.11928877325366,-1.11928877325366
"68",68,"5beb0d9d7569230001f88b7c","rough","RS",1.54583333333333,1.51666666666667,279,279,201,61.6491935483871,64.7752016129032,1,"rough",1.4230696329946,-1.4230696329946
"69",69,"63d7cd776c3b50b48eabd288","smooth","SR",0.9875,1.46041666666667,234,234,246,65.9697580645161,62.1068548387097,1,"smooth",1.32769659608046,-1.32769659608046
"70",70,"63d7cd776c3b50b48eabd288","rough","SR",2.68541666666667,2.56875,219,219,260,58.2439516129032,62.1068548387097,2,"rough",-0.229947458633562,0.229947458633562
"71",71,"5bc1f0157870b900012dcb8a","smooth","SR",1.26666666666667,1.61666666666667,237,237,240,64.2741935483871,62.2066532258064,1,"smooth",1.14547281717573,-1.14547281717573
"72",72,"5bc1f0157870b900012dcb8a","rough","SR",1.44583333333333,1.6125,270,270,202,60.1391129032258,62.2066532258064,2,"rough",1.36677369645614,-1.36677369645614
"73",73,"5d373c58d8bf24001dc16884","smooth","RS",3.08958333333333,2.78125,3,3,475,56.7822580645161,53.3860887096774,2,"smooth",-2.3502666672443,2.3502666672443
"74",74,"5d373c58d8bf24001dc16884","rough","RS",3.42291666666667,2.96666666666667,8,8,467,49.9899193548387,53.3860887096774,1,"rough",-2.55769056263547,2.55769056263547
"75",75,"607728dc0b4f8590b94ae57c","smooth","RS",1.60416666666667,1.97916666666667,267,267,213,65.070564516129,61.116935483871,2,"smooth",1.01191353027458,-1.01191353027458
"76",76,"607728dc0b4f8590b94ae57c","rough","RS",1.72083333333333,2.0625,215,215,255,57.1633064516129,61.116935483871,1,"rough",0.514331389352998,-0.514331389352998
"77",77,"606c0d767169248ed2471e9e","smooth","RS",1.56458333333333,1.81875,95,95,381,61.0423387096774,56.2026209677419,2,"smooth",-0.299670125929046,0.299670125929046
"78",78,"606c0d767169248ed2471e9e","rough","RS",1.82708333333333,1.91458333333333,97,97,368,51.3629032258064,56.2026209677419,1,"rough",-0.411912544075047,0.411912544075047
"79",79,"6109bab29c25d05ba4c64323","smooth","SR",4.15416666666667,3.24791666666667,60,60,411,54.9778225806452,52.7631048387097,1,"smooth",-2.60180121842133,2.60180121842133
"80",80,"6109bab29c25d05ba4c64323","rough","SR",3.60625,2.37708333333333,68,68,402,50.5483870967742,52.7631048387097,2,"rough",-1.75140534036675,1.75140534036675
"81",81,"63dbb1fbc4fa306bdd9e07ba","smooth","RS",2.77083333333333,3.475,2,2,478,60.5625,55.2358870967742,2,"smooth",-2.65220310270496,2.65220310270496
"82",82,"63dbb1fbc4fa306bdd9e07ba","rough","RS",3.50625,3.37916666666667,4,4,474,49.9092741935484,55.2358870967742,1,"rough",-2.89468603486056,2.89468603486056
"83",83,"6138f909bbdac66c2081b50f","smooth","RS",2.08541666666667,1.7625,3,3,476,56.2681451612903,51.3991935483871,2,"smooth",-1.28188130251407,1.28188130251407
"84",84,"6138f909bbdac66c2081b50f","rough","RS",2.72083333333333,1.87291666666667,11,11,456,46.5302419354839,51.3991935483871,1,"rough",-1.51411958037558,1.51411958037558
"85",85,"612cc44439ccefbbd5d4b278","smooth","RS",1.35416666666667,0.327083333333333,406,406,16,39.8407258064516,42.2046370967742,2,"smooth",3.55177856469266,-3.55177856469266
"86",86,"612cc44439ccefbbd5d4b278","rough","RS",2.03125,0.279166666666667,347,347,17,44.5685483870968,42.2046370967742,1,"rough",3.03009928547764,-3.03009928547764
"87",87,"6234a7fc493d026318784c23","smooth","SR",1.62083333333333,1.57083333333333,23,23,436,59.2237903225806,52.7247983870968,1,"smooth",-0.705088454250203,0.705088454250203
"88",88,"6234a7fc493d026318784c23","rough","SR",2.46666666666667,1.56458333333333,6,6,445,46.2258064516129,52.7247983870968,2,"rough",-1.18594319030729,1.18594319030729
"89",89,"5eac8f1cb1ad422f73aa0e21","smooth","RS",1.65,2.17708333333333,227,227,240,63.5866935483871,60.0050403225806,2,"smooth",0.588802601016759,-0.588802601016759
"90",90,"5eac8f1cb1ad422f73aa0e21","rough","RS",2.06458333333333,1.99583333333333,204,204,259,56.4233870967742,60.0050403225806,1,"rough",0.339833376650336,-0.339833376650336
"91",91,"5d68c8aa40524c00189e8ac2","smooth","SR",1.17291666666667,1.30416666666667,344,344,136,64.0907258064516,64.6229838709677,1,"smooth",2.26539033564698,-2.26539033564698
"92",92,"5d68c8aa40524c00189e8ac2","rough","SR",1.2,1.37291666666667,379,379,101,65.1552419354839,64.6229838709677,2,"rough",2.50506400472151,-2.50506400472151
"93",93,"63beb4bb524b8fb855c67726","smooth","SR",2.41041666666667,2.9375,40,40,438,60.7318548387097,60.5997983870968,1,"smooth",-1.83388739650207,1.83388739650207
"94",94,"63beb4bb524b8fb855c67726","rough","SR",1.66666666666667,1.925,193,193,274,60.4677419354839,60.5997983870968,2,"rough",0.450848870120472,-0.450848870120472
"95",95,"61717173748006894b2b54ff","smooth","RS",0.8125,1.16666666666667,211,211,267,61.2600806451613,58.5322580645161,2,"smooth",1.40135937691552,-1.40135937691552
"96",96,"61717173748006894b2b54ff","rough","RS",0.910416666666667,0.96875,245,245,225,55.804435483871,58.5322580645161,1,"rough",1.79899496662341,-1.79899496662341
"97",97,"62a0f254a315c07e6d1e5cea","smooth","SR",2.57083333333333,2.61458333333333,68,68,389,61.2116935483871,56.2953629032258,1,"smooth",-1.38257726688421,1.38257726688421
"98",98,"62a0f254a315c07e6d1e5cea","rough","SR",4.24166666666667,3.70208333333333,59,59,415,51.3790322580645,56.2953629032258,2,"rough",-2.94107464076594,2.94107464076594
"99",99,"5cf656e90acc8f000147f643","smooth","SR",1.18958333333333,1.49791666666667,271,271,207,66.7459677419355,64.0675403225806,1,"smooth",1.53410783350343,-1.53410783350343
"100",100,"5cf656e90acc8f000147f643","rough","SR",0.839583333333333,0.854166666666667,359,359,119,61.3891129032258,64.0675403225806,2,"rough",2.82466932170813,-2.82466932170813
"101",101,"5ee283eefd60a43bd8b0b655","smooth","RS",3.20208333333333,3.2125,18,18,452,58.8084677419355,52.1733870967742,2,"smooth",-2.50565451953803,2.50565451953803
"102",102,"5ee283eefd60a43bd8b0b655","rough","RS",6.44583333333333,5.81458333333333,12,12,462,45.5383064516129,52.1733870967742,1,"rough",-5.61420030879069,5.61420030879069
"103",103,"6098000de6e5af4368f40718","smooth","SR",2.5,2.99583333333333,143,143,336,65.5766129032258,61.2328629032258,1,"smooth",-1.04862260488898,1.04862260488898
"104",104,"6098000de6e5af4368f40718","rough","SR",3,3.41875,192,192,288,56.8891129032258,61.2328629032258,2,"rough",-1.12347515763961,1.12347515763961
"105",105,"59dbbdce5de9b000017ebf19","smooth","SR",1.55833333333333,1.93333333333333,232,232,244,67.2137096774194,62.2872983870968,1,"smooth",0.783384376156154,-0.783384376156154
"106",106,"59dbbdce5de9b000017ebf19","rough","SR",1.93958333333333,1.77708333333333,235,235,241,57.3608870967742,62.2872983870968,2,"rough",0.735326961178917,-0.735326961178917
"107",107,"5f0a14c3d362030c483654a3","smooth","SR",1.5375,1.72083333333333,308,308,171,65.2661290322581,62.4526209677419,1,"smooth",1.54902084785929,-1.54902084785929
"108",108,"5f0a14c3d362030c483654a3","rough","SR",2.40625,2.49583333333333,291,291,188,59.6391129032258,62.4526209677419,2,"rough",0.543679246691066,-0.543679246691066
"109",109,"5f4412624052727181839e3a","smooth","SR",1.78541666666667,1.97708333333333,203,203,277,67.1391129032258,63.6663306451613,1,"smooth",0.39510589284025,-0.39510589284025
"110",110,"5f4412624052727181839e3a","rough","SR",2.29166666666667,2.24166666666667,252,252,225,60.1935483870968,63.6663306451613,2,"rough",0.431765734895517,-0.431765734895517
"111",111,"5dafea4de40355001651fa2f","smooth","SR",2.3875,2.70416666666667,11,11,461,62.3326612903226,55.6159274193548,1,"smooth",-1.89842657910145,1.89842657910145
"112",112,"5dafea4de40355001651fa2f","rough","SR",3.50833333333333,2.67291666666667,11,11,450,48.8991935483871,55.6159274193548,2,"rough",-2.33058633104897,2.33058633104897
"113",113,"63d40228c2fb877b0bfe84ec","smooth","SR",2.9625,2.94791666666667,54,54,420,61.6310483870968,60.789314516129,1,"smooth",-1.95102816085009,1.95102816085009
"114",114,"63d40228c2fb877b0bfe84ec","rough","SR",2.125,2.50416666666667,235,235,228,59.9475806451613,60.789314516129,2,"rough",0.260747462338282,-0.260747462338282
"115",115,"62a3b97d41ae082b602e815b","smooth","SR",1.85833333333333,2.11041666666667,118,118,362,64.6532258064516,59.9052419354839,1,"smooth",-0.433256108017637,0.433256108017637
"116",116,"62a3b97d41ae082b602e815b","rough","SR",1.9,1.77708333333333,255,255,225,55.1572580645161,59.9052419354839,2,"rough",0.903992858162585,-0.903992858162585
"117",117,"6176966806de000024ed0ddf","smooth","SR",1.7,2.35625,157,157,318,62.7016129032258,59.7883064516129,1,"smooth",-0.165393629817134,0.165393629817134
"118",118,"6176966806de000024ed0ddf","rough","SR",2.33958333333333,2.08333333333333,186,186,293,56.875,59.7883064516129,2,"rough",-0.0549711362372471,0.0549711362372471
"119",119,"60f8350b9832155ee6bdba31","smooth","RS",2.55833333333333,2.4375,17,17,457,55.9233870967742,52.6915322580645,2,"smooth",-1.76836272521651,1.76836272521651
"120",120,"60f8350b9832155ee6bdba31","rough","RS",4.52291666666667,2.9875,13,13,448,49.4596774193548,52.6915322580645,1,"rough",-2.95794788054233,2.95794788054233
"121",121,"5c3377fb04f29e0001104681","smooth","SR",1.3875,1.57083333333333,324,324,156,68.5887096774194,65.7449596774194,1,"smooth",1.83807203100849,-1.83807203100849
"122",122,"5c3377fb04f29e0001104681","rough","SR",1.77291666666667,1.93541666666667,316,316,160,62.9012096774194,65.7449596774194,2,"rough",1.39235288873018,-1.39235288873018
"123",123,"5be84b9a40b06b0001370c9f","smooth","RS",1.27916666666667,1.47916666666667,251,251,228,67.9072580645161,61.4475806451613,2,"smooth",1.33362588308552,-1.33362588308552
"124",124,"5be84b9a40b06b0001370c9f","rough","RS",2.04583333333333,1.98333333333333,243,243,234,54.9879032258064,61.4475806451613,1,"rough",0.62425095078888,-0.62425095078888
"125",125,"5de0e675a1a3fb13a6e351fc","smooth","RS",1.63541666666667,1.52083333333333,71,71,377,54.4737903225806,51.8991935483871,2,"smooth",-0.231130594911301,0.231130594911301
"126",126,"5de0e675a1a3fb13a6e351fc","rough","RS",2.27083333333333,1.8,96,96,348,49.3245967741935,51.8991935483871,1,"rough",-0.458180234500162,0.458180234500162
"127",127,"6119524b5877c4cb0bffad42","smooth","RS",0.8625,0.827083333333333,317,317,163,68.0483870967742,65.3215725806452,2,"smooth",2.46990693960414,-2.46990693960414
"128",128,"6119524b5877c4cb0bffad42","rough","RS",0.81875,0.8125,340,340,140,62.5947580645161,65.3215725806452,1,"rough",2.69150162525133,-2.69150162525133
"129",129,"5dc5edbde0089e58cec9a739","smooth","RS",1.22291666666667,1.67708333333333,165,165,315,67.304435483871,63.366935483871,2,"smooth",0.510293171205749,-0.510293171205749
"130",130,"5dc5edbde0089e58cec9a739","rough","RS",0.985416666666667,1.19166666666667,265,265,211,59.429435483871,63.366935483871,1,"rough",1.77120819170914,-1.77120819170914
"131",131,"61337e0581b2070f40e3511d","smooth","SR",2.32708333333333,2.33541666666667,6,6,466,58.6834677419355,53.8457661290323,1,"smooth",-1.68679727282432,1.68679727282432
"132",132,"61337e0581b2070f40e3511d","rough","SR",3.41875,2.51875,4,4,472,49.008064516129,53.8457661290323,2,"rough",-2.31818635249159,2.31818635249159
"133",133,"62c9e5f7ad5a36ab331103bb","smooth","RS",3.14583333333333,2.475,26,26,429,57.9899193548387,53.6582661290323,2,"smooth",-1.89647860817098,1.89647860817098
"134",134,"62c9e5f7ad5a36ab331103bb","rough","RS",3.73958333333333,2.90416666666667,14,14,440,49.3266129032258,53.6582661290323,1,"rough",-2.52074205336556,2.52074205336556
"135",135,"606b68f4fcfb7ae96b16d03f","smooth","RS",0.722916666666667,0.816666666666667,383,383,96,58.5665322580645,57.5907258064516,2,"smooth",3.09692051390009,-3.09692051390009
"136",136,"606b68f4fcfb7ae96b16d03f","rough","RS",1.09791666666667,1.225,300,300,170,56.6149193548387,57.5907258064516,1,"rough",2.02008620450534,-2.02008620450534
"137",137,"63e6216da8150c9650c579c4","smooth","RS",4.72291666666667,1.87708333333333,68,68,339,38.4112903225806,38.133064516129,2,"smooth",-1.67359272878208,1.67359272878208
"138",138,"63e6216da8150c9650c579c4","rough","RS",5.88541666666667,1.8,15,15,384,37.8548387096774,38.133064516129,1,"rough",-2.55393548520244,2.55393548520244
"139",139,"63eac36a81a068cd4b39e6bd","smooth","SR",3.34583333333333,3.43333333333333,2,2,472,62.4213709677419,55.6239919354839,1,"smooth",-2.85663100771126,2.85663100771126
"140",140,"63eac36a81a068cd4b39e6bd","rough","SR",3.6375,3.20208333333333,1,1,479,48.8266129032258,55.6239919354839,2,"rough",-2.87773156990199,2.87773156990199
"141",141,"5f1b2fe23bcef80c38d2a362","smooth","SR",2.21666666666667,2.21041666666667,242,242,236,65.1229838709677,60.46875,1,"smooth",0.396076909931348,-0.396076909931348
"142",142,"5f1b2fe23bcef80c38d2a362","rough","SR",3.59166666666667,2.97291666666667,162,162,301,55.8145161290323,60.46875,2,"rough",-1.29222108994319,1.29222108994319
"143",143,"5f9aba6600cdf11f1c9b915c","smooth","RS",1.01458333333333,1.27916666666667,289,289,185,66.9858870967742,64.5090725806452,2,"smooth",1.9144837438338,-1.9144837438338
"144",144,"5f9aba6600cdf11f1c9b915c","rough","RS",1.63958333333333,1.79166666666667,305,305,172,62.0322580645161,64.5090725806452,1,"rough",1.4433666483656,-1.4433666483656
"145",145,"602fb33786b077cdbad2d5bc","smooth","SR",1.58541666666667,1.96666666666667,190,190,287,61.0524193548387,61.0836693548387,1,"smooth",0.393840935197078,-0.393840935197078
"146",146,"602fb33786b077cdbad2d5bc","rough","SR",1.02708333333333,1.125,314,314,163,61.1149193548387,61.0836693548387,2,"rough",2.20105568048297,-2.20105568048297
"147",147,"614e82d5717d691f24efffc0","smooth","SR",1.90833333333333,1.96875,74,74,363,56.3447580645161,54.1975806451613,1,"smooth",-0.556140125207045,0.556140125207045
"148",148,"614e82d5717d691f24efffc0","rough","SR",2.80416666666667,2.36041666666667,78,78,373,52.0504032258064,54.1975806451613,2,"rough",-1.22054572233216,1.22054572233216
"149",149,"5e8f683148e806249e122e4a","smooth","SR",2.93541666666667,2.80833333333333,38,38,442,60.6935483870968,58.6844758064516,1,"smooth",-2.01290953214913,2.01290953214913
"150",150,"5e8f683148e806249e122e4a","rough","SR",1.875,2.10416666666667,249,249,229,56.6754032258064,58.6844758064516,2,"rough",0.671991193838351,-0.671991193838351
"151",151,"6112d465a301be397e25e449","smooth","RS",2.51666666666667,2.78541666666667,77,77,393,62.3407258064516,55.0292338709677,2,"smooth",-1.44294321646865,1.44294321646865
"152",152,"6112d465a301be397e25e449","rough","RS",4.12291666666667,3.50625,20,20,451,47.7177419354839,55.0292338709677,1,"rough",-3.08278619040304,3.08278619040304
"153",153,"611e119ecbd642351478930d","smooth","RS",2.3125,2.15625,240,240,218,59.3588709677419,58.1431451612903,2,"smooth",0.45457130047717,-0.45457130047717
"154",154,"611e119ecbd642351478930d","rough","RS",1.7,1.52083333333333,301,301,148,56.9274193548387,58.1431451612903,1,"rough",1.66786909311579,-1.66786909311579
"155",155,"60f0606a61eb5a43c4179887","smooth","RS",1.08125,1.20208333333333,434,434,46,58.804435483871,55.7671370967742,2,"smooth",3.12485988308711,-3.12485988308711
"156",156,"60f0606a61eb5a43c4179887","rough","RS",2.10416666666667,1.73125,212,212,254,52.7298387096774,55.7671370967742,1,"rough",0.539489828902327,-0.539489828902327
"157",157,"5f3059fc3b12674b7a637b97","smooth","RS",0.972916666666667,1.05833333333333,307,307,173,67.2278225806452,63.5493951612903,2,"smooth",2.19463857149079,-2.19463857149079
