"","X.1","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","context","PCA","PEC","E","Novclicksp","HVclicksp","l","b","t","dlogl","dlogb","dlogt","NLL","dnov","dhv","dd","ddprev","logl","logb","logt"
"11",11,11,"60c5170e807210e847d41d6f","smooth","RS",1.24166666666667,1.61458333333333,254,254,226,68.7278225806452,64.5241935483871,2,"smooth",1.28797058619421,-1.28797058619421,2,0.470833333333333,0.529166666666667,15.6393391314906,0.00673794699908547,0.0575751375099209,1.20906360058749,-1.39944332396856,0.196132302883897,1356.85370958393,21,-20,-0.0145833333333301,0.14375,1.19421839721418,-2.17147240951626,-1.23976501611269
"12",12,12,"60c5170e807210e847d41d6f","rough","RS",1.25625,1.47083333333333,274,274,205,60.320564516129,64.5241935483871,1,"rough",1.54212236651619,-1.54212236651619,2,0.427083333333333,0.570833333333333,0.966395272200838,0.169032772331107,0.0366524222366793,1.20906360058749,-1.39944332396856,0.196132302883897,1111.56474356993,21,-20,-0.0145833333333301,0.14375,-0.0148452033733057,-0.772029085547703,-1.43589731899659
"13",13,13,"62fbe4c86d484357b6adbc36","smooth","RS",2.33958333333333,2.03541666666667,5,5,469,56.0141129032258,50.5110887096774,2,"smooth",-1.52469734647692,1.52469734647692,2,0.977083333333333,0.0104166666666667,0.586402963859515,0.538546700281632,0.0839182876490995,-0.0152825123001465,0.00715411707801206,-0.00888233611687639,1265.77221528982,4,1,-2.28125,-0.44375,-0.231803843304549,-0.26877663072213,-1.07614338649389
"14",14,14,"62fbe4c86d484357b6adbc36","rough","RS",4.62083333333333,2.47916666666667,4,4,465,45.008064516129,50.5110887096774,1,"rough",-2.7982226273139,2.7982226273139,2,0.96875,0.00833333333333333,0.607405428530877,0.529747910273033,0.0856522842543544,-0.0152825123001465,0.00715411707801206,-0.00888233611687639,1490.02158399892,4,1,-2.28125,-0.44375,-0.216521331004402,-0.275930747800142,-1.06726105037701
"15",15,15,"5ece3f660e92801e30440344","smooth","SR",2.87708333333333,3.16041666666667,35,35,436,54.3528225806452,53.2701612903226,1,"smooth",-2.19068861928421,2.19068861928421,2,0.908333333333333,0.0729166666666667,0.613126956858429,0.376081685625776,0.0793172196514196,0.028375631583452,0.155465816961112,0.163842621610372,1879.18650740868,87,-66,0.37291666666666,0.70625,-0.212449589177772,-0.424717815275631,-1.1006325177548
"16",16,16,"5ece3f660e92801e30440344","rough","SR",2.50416666666667,2.45416666666667,101,101,349,52.1875,53.2701612903226,2,"rough",-0.947523179443074,0.947523179443074,2,0.727083333333333,0.210416666666667,0.574347558471441,0.262915607379486,0.0543907266108414,0.028375631583452,0.155465816961112,0.163842621610372,1718.27413545374,87,-66,0.37291666666666,0.70625,-0.240825220761224,-0.580183632236743,-1.26447513936517
"17",17,17,"63e51c38b573cd46809e1d72","smooth","RS",1.7375,1.84166666666667,211,211,263,63.6733870967742,60.9385080645161,2,"smooth",0.592237213841896,-0.592237213841896,2,0.547916666666667,0.439583333333333,0.704163997924362,0.248880772620903,0.0489148021112709,0.0223168726273125,0.0331636741880592,0.008336609510466,1282.21300932933,-8,7,-0.60625,-0.44791666666666,-0.152326183046694,-0.604008653681441,-1.31055969910774
"18",18,18,"63e51c38b573cd46809e1d72","rough","RS",2.34375,2.28958333333333,204,204,271,58.2036290322581,60.9385080645161,1,"rough",-0.0155673118919646,0.0155673118919646,2,0.564583333333333,0.425,0.668893451680237,0.230583205397109,0.0479848002620567,0.0223168726273125,0.0331636741880592,0.008336609510466,1368.48937976957,-8,7,-0.60625,-0.44791666666666,-0.174643055674006,-0.6371723278695,-1.3188963086182
"19",19,19,"614e2446523bb49af662fb62","smooth","RS",0.652083333333333,0.822916666666667,360,360,120,64.8588709677419,61.2409274193548,2,"smooth",2.92712221480874,-2.92712221480874,2,0.25,0.75,0.54657509949054,0.143308750094859,0.0313025779507578,0.0272911774471766,0.0987230856190617,0.0485488300675216,1002.18412789224,-2,4,-0.141666666666667,-0.187500000000003,-0.262350157495505,-0.843727291794576,-1.5044198942847
"20",20,20,"614e2446523bb49af662fb62","rough","RS",0.79375,1.01041666666667,356,356,122,57.6229838709677,61.2409274193548,1,"rough",2.72373244035041,-2.72373244035041,2,0.254166666666667,0.741666666666667,0.513285109004167,0.114169374735396,0.0279918289508536,0.0272911774471766,0.0987230856190617,0.0485488300675216,1011.41891921653,-2,4,-0.141666666666667,-0.187500000000003,-0.289641334942682,-0.942450377413637,-1.55296872435222
"21",21,21,"5a799309f49c9a0001f31396","smooth","SR",1.55,2.31666666666667,216,216,262,67.6149193548387,61.5171370967742,1,"smooth",0.408477924689205,-0.408477924689205,2,0.545833333333333,0.45,17.2480641820747,0.158365818625834,0.0718870617828464,1.46587039495627,0.0494596297139926,0.270292510765617,1800.42047122888,22,-14,-0.18541666666667,0.0458333333333401,1.23674035957048,-0.800338549918895,-1.1433492668068
"22",22,22,"5a799309f49c9a0001f31396","rough","SR",1.73541666666667,2.27083333333333,230,230,240,55.4193548387097,61.5171370967742,2,"rough",0.505717929991399,-0.505717929991399,2,0.5,0.479166666666667,0.59002439006917,0.141319411546869,0.038579644588507,1.46587039495627,0.0494596297139926,0.270292510765617,1388.30996425529,22,-14,-0.18541666666667,0.0458333333333401,-0.229130035385791,-0.849798179632888,-1.41364177757241
"23",23,23,"63161177a364d42cdf76b1a6","smooth","SR",4.225,1.99791666666667,64,64,328,41.7479838709677,41.1350806451613,1,"smooth",-1.49691650068586,1.49691650068586,2,0.683333333333333,0.133333333333333,31.0349959821802,3.59906704692758,0.101314608813334,1.55040364447723,0.298275674387807,-0.490014332485239,2549.57245092135,-41,39,-1.40833333333333,0.15625,1.49185169349725,0.55618993718902,-0.994327928089087
"24",24,24,"63161177a364d42cdf76b1a6","rough","SR",5.63333333333333,1.84166666666667,25,25,369,40.5221774193548,41.1350806451613,2,"rough",-2.36245064811077,2.36245064811077,2,0.76875,0.0520833333333333,0.873872452359011,1.81098253823265,0.313102405624838,1.55040364447723,0.298275674387807,-0.490014332485239,2030.0798175661,-41,39,-1.40833333333333,0.15625,-0.0585519509799848,0.257914262801213,-0.504313595603847
"25",25,25,"5ed403a89542210ab77530b7","smooth","RS",0.758333333333333,0.98125,330,330,148,66.6935483870968,61.5423387096774,2,"smooth",2.53901249902087,-2.53901249902087,2,0.308333333333333,0.6875,22.1661819635758,0.00673794699908547,0.0537028621733329,1.40941876249708,-1.28943396483454,0.211758896099186,1357.44604725619,-49,56,-1.45,-0.52916666666667,1.34569089406408,-2.17147240951626,-1.27000256731795
"26",26,26,"5ed403a89542210ab77530b7","rough","RS",2.20833333333333,1.51041666666667,274,274,197,56.3911290322581,61.5423387096774,1,"rough",1.128675848816,-1.128675848816,2,0.410416666666667,0.570833333333333,0.863519464833383,0.131208374540273,0.0329790800295752,1.40941876249708,-1.28943396483454,0.211758896099186,1302.83237722892,-49,56,-1.45,-0.52916666666667,-0.0637278684329988,-0.882038444681716,-1.48176146341714
"27",27,27,"611cf0fcb571ffef2625d948","smooth","SR",1.73125,2.06875,66,66,392,57.4596774193548,50.8225806451613,1,"smooth",-0.694955126002576,0.694955126002576,2,0.816666666666667,0.1375,0.627352890232793,0.362443917294502,0.0689303568433658,0.0941338528617307,-0.0911605653400315,-0.0215587723397557,1601.3691056388,-29,38,-0.42916666666667,0.52083333333333,-0.202488096859353,-0.440759184386294,-1.16158947321474
"28",28,28,"611cf0fcb571ffef2625d948","rough","SR",2.16041666666667,1.54791666666667,28,28,421,44.1854838709677,50.8225806451613,2,"rough",-0.846407638917574,0.846407638917574,2,0.877083333333333,0.0583333333333333,0.5051007929195,0.447096614122274,0.072438475050942,0.0941338528617307,-0.0911605653400315,-0.0215587723397557,1569.4799419605,-29,38,-0.42916666666667,0.52083333333333,-0.296621949721083,-0.349598619046262,-1.14003070087499
"29",29,29,"608930a9d426b23a7b53c710","smooth","RS",0.929166666666667,0.9625,349,349,131,64.4052419354839,62.2439516129032,2,"smooth",2.62579695314249,-2.62579695314249,2,0.272916666666667,0.727083333333333,0.0076195270595224,0.201529333442363,0.0394468425232903,-1.99953356993384,0.112541414446647,0.0196280483807814,1094.83281758624,-36,44,-0.129166666666663,-0.13541666666667,-2.11807198427903,-0.695661731532919,-1.40398775366093
"30",30,30,"608930a9d426b23a7b53c710","rough","RS",1.05833333333333,1.09791666666667,305,305,167,60.0826612903226,62.2439516129032,1,"rough",2.14937183984792,-2.14937183984792,2,0.347916666666667,0.635416666666667,0.7611348119045,0.155523798191056,0.0377037196879655,-1.99953356993384,0.112541414446647,0.0196280483807814,1216.17330919217,-36,44,-0.129166666666663,-0.13541666666667,-0.118538414345186,-0.808203145979567,-1.42361580204171
"31",31,31,"62b8cd151b5fd0f9be7d1f11","smooth","RS",1.26875,1.37083333333333,73,73,403,56.9778225806452,55.6995967741936,2,"smooth",-0.0775715626164987,0.0775715626164987,2,0.839583333333333,0.152083333333333,0.539038828958909,0.371384420749996,0.0566090460444066,-0.0655717374074891,0.111371761970515,0.110647504916518,1240.53421312717,94,-95,-1.34583333333333,-0.17916666666667,-0.268379949849962,-0.430176318485901,-1.24711416363053
"32",32,32,"62b8cd151b5fd0f9be7d1f11","rough","RS",2.61458333333333,1.55,168,168,309,54.4213709677419,55.6995967741936,1,"rough",0.00814626598422896,-0.00814626598422896,2,0.64375,0.35,0.626890642957552,0.287376942288065,0.0438771420017473,-0.0655717374074891,0.111371761970515,0.110647504916518,1145.62192150661,94,-95,-1.34583333333333,-0.17916666666667,-0.202808212442473,-0.541548080456416,-1.35776166854704
"33",33,33,"5f95851e2fb47e3ec706b95f","smooth","RS",2.26041666666667,2.43125,207,207,271,68.320564516129,62.7913306451613,2,"smooth",-0.0531620049491569,0.0531620049491569,2,0.564583333333333,0.43125,0.623652174029764,0.251766044556627,0.0601659943641213,-0.0140218793807149,0.192005108019251,0.206704330478454,1417.14323016317,49,-42,-0.0333333333333301,0.58125,-0.205057559382186,-0.599002843156182,-1.22064890131317
"34",34,34,"5f95851e2fb47e3ec706b95f","rough","RS",2.29375,1.85,249,249,222,57.2620967741936,62.7913306451613,1,"rough",0.671890588576152,-0.671890588576152,2,0.4625,0.51875,0.644116345164616,0.161805041368741,0.0373806430534638,-0.0140218793807149,0.192005108019251,0.206704330478454,1207.81309238374,49,-42,-0.0333333333333301,0.58125,-0.191035680001471,-0.791007951175433,-1.42735323179162
"35",35,35,"5edd10be09cfd09f34a7f00c","smooth","SR",1.54583333333333,1.78541666666667,286,286,193,65.9233870967742,64.3104838709677,1,"smooth",1.32080692711681,-1.32080692711681,2,0.402083333333333,0.595833333333333,0.547250494382913,0.231817210414011,0.0473234791988301,-0.502355650381581,0.900687112039919,0.0897929254800256,1183.00959989801,15,-15,-0.575,-0.50416666666666,-0.261813837420745,-0.634854324583056,-1.32492333375442
"36",36,36,"5edd10be09cfd09f34a7f00c","rough","SR",2.12083333333333,2.28958333333333,301,301,178,62.6975806451613,64.3104838709677,2,"rough",0.881308177028582,-0.881308177028582,2,0.370833333333333,0.627083333333333,1.73997021065277,0.0291379211266763,0.0384843132284615,-0.502355650381581,0.900687112039919,0.0897929254800256,1041.50750672238,15,-15,-0.575,-0.50416666666666,0.240541812960836,-1.53554143662298,-1.41471625923444
"37",37,37,"60ff47c59f3aff4127e3f234","smooth","RS",3.525,3.23541666666667,17,17,458,59.2721774193548,55.3245967741935,2,"smooth",-2.6927275769268,2.6927275769268,2,0.954166666666667,0.0354166666666667,13.3848332855561,1.4541832522025,0.0658775263732162,1.31694301830615,0.835096237400367,0.0744747476167589,1868.61656959254,84,-89,0.05833333333333,-0.16875,1.12661296621298,0.162619138576362,-1.1812627164639
"38",38,38,"60ff47c59f3aff4127e3f234","rough","RS",3.46666666666667,3.40416666666667,106,106,374,51.3770161290323,55.3245967741935,1,"rough",-2.04417088409328,2.04417088409328,2,0.779166666666667,0.220833333333333,0.645163735638594,0.212580243987701,0.055496109182542,1.31694301830615,0.835096237400367,0.0744747476167589,1903.72320690122,84,-89,0.05833333333333,-0.16875,-0.190330052093171,-0.672477098824005,-1.25573746408066
"39",39,39,"60d1a4da9e47f5d3b3e85a70","smooth","RS",2.0375,2.11875,7,7,472,60.3286290322581,54.7872983870968,2,"smooth",-1.44610006384472,1.44610006384472,2,0.983333333333333,0.0145833333333333,0.71339055071207,0.49011839669639,0.0842516278779032,-0.0174658738025721,0.0345222376836805,0.0249255115899851,1530.83342756789,7,3,-1.09166666666667,-0.22083333333333,-0.146672647451806,-0.309698995847337,-1.07442169910279
"40",40,40,"60d1a4da9e47f5d3b3e85a70","rough","RS",3.12916666666667,2.33958333333333,4,4,465,49.2459677419355,54.7872983870968,1,"rough",-2.0497673948237,2.0497673948237,2,0.96875,0.00833333333333333,0.742665460342661,0.452666928539416,0.0795523089589397,-0.0174658738025721,0.0345222376836805,0.0249255115899851,1695.60618840604,7,3,-1.09166666666667,-0.22083333333333,-0.129206773649234,-0.344221233531018,-1.09934721069277
"41",41,41,"5f01c00db92981305cc52a86","smooth","RS",1.58958333333333,1.825,223,223,255,63.8548387096774,59.6028225806452,2,"smooth",0.752078825804838,-0.752078825804838,2,0.53125,0.464583333333333,13.7495699008806,0.0527051501493599,0.0635376356726472,1.31687773712505,-0.505806898714606,0.189965176223053,1513.01023933034,19,2,-0.17916666666667,-0.15833333333333,1.13828911325023,-1.27814694508794,-1.19696894993423
"42",42,42,"5f01c00db92981305cc52a86","rough","RS",1.76875,1.98333333333333,221,221,236,55.3508064516129,59.6028225806452,1,"rough",0.647090948161134,-0.647090948161134,2,0.491666666666667,0.460416666666667,0.662844071247418,0.168911785859115,0.0410266327516556,1.31687773712505,-0.505806898714606,0.189965176223053,1422.66980682417,19,2,-0.17916666666667,-0.15833333333333,-0.178588623874816,-0.772340046373334,-1.38693412615728
"43",43,43,"608d86abc2dbca8aef197914","smooth","RS",2.8875,3.15416666666667,1,1,478,60.0100806451613,53.4586693548387,2,"smooth",-2.5108792526031,2.5108792526031,2,0.995833333333333,0.00208333333333333,0.915704789311589,0.508276017956785,0.102459733779192,0.0616964532173568,0.115997911307596,0.0860835851220082,1910.00331809311,6,-2,-1.475,-1.35208333333333,-0.0382445143638826,-0.293900381178157,-0.989446776884214
"44",44,44,"608d86abc2dbca8aef197914","rough","RS",4.3625,4.50625,3,3,472,46.9072580645161,53.4586693548387,1,"rough",-3.96393807287804,3.96393807287804,2,0.983333333333333,0.00625,0.79443621284966,0.389136266226422,0.084036825397472,0.0616964532173568,0.115997911307596,0.0860835851220082,2060.50949587061,6,-2,-1.475,-1.35208333333333,-0.0999409675812394,-0.409898292485753,-1.07553036200622
"45",45,45,"5ed8cf4782a6eb04ddf9962d","smooth","SR",0.972916666666667,1.24166666666667,328,328,152,65.6915322580645,61.3719758064516,1,"smooth",2.25827651342565,-2.25827651342565,2,0.316666666666667,0.683333333333333,16.9562691957438,0.00673794699908547,0.0580338593815346,0.237219939421152,-1.77324634410485,0.0800125460577201,1323.01080070501,-3,4,-0.464583333333333,-0.58125,1.22933030275924,-2.17147240951626,-1.23631854692004
"46",46,46,"5ed8cf4782a6eb04ddf9962d","rough","SR",1.4375,1.82291666666667,324,324,155,57.0524193548387,61.3719758064516,2,"rough",1.66505196146774,-1.66505196146774,2,0.322916666666667,0.675,9.81997457468618,0.39973661875665,0.0482690672962284,0.237219939421152,-1.77324634410485,0.0800125460577201,1641.0885419296,-3,4,-0.464583333333333,-0.58125,0.992110363338091,-0.39822606541141,-1.31633109297776
"47",47,47,"60aad516e34718d318bfb44d","smooth","RS",2.47291666666667,2.81458333333333,3,3,475,61.0181451612903,53.3881048387097,2,"smooth",-2.09684005513405,2.09684005513405,2,0.989583333333333,0.00625,14.8815584526369,1.0616717578649,0.0729634934716295,1.29658191948536,0.426863375393225,0.00470603559381999,1976.80503657212,9,-5,-1.50625,-0.59166666666667,1.17264841453912,0.025990264595975,-1.13689438028368
"48",48,48,"60aad516e34718d318bfb44d","rough","RS",3.97916666666667,3.40625,8,8,466,45.758064516129,53.3881048387097,1,"rough",-3.07090716518705,3.07090716518705,2,0.970833333333333,0.0166666666666667,0.751737984200542,0.397307615144998,0.0721771258505026,1.29658191948536,0.426863375393225,0.00470603559381999,1825.75657099513,9,-5,-1.50625,-0.59166666666667,-0.123933504946242,-0.40087311079725,-1.1416004158775
"49",49,49,"608209b96e955ba5201eff25","smooth","RS",0.804166666666667,0.989583333333333,366,366,111,61.383064516129,60.0735887096774,2,"smooth",2.82014209222337,-2.82014209222337,2,0.23125,0.7625,0.562082113700607,0.12631363596779,0.0317776589203001,0.114084692581333,-0.0225426015005495,0.0526490466824954,805.100802243217,-5,17,0.235416666666667,0.4625,-0.250200234391674,-0.898549763412176,-1.49787810069206
"50",50,50,"608209b96e955ba5201eff25","rough","RS",0.56875,0.527083333333333,349,349,116,58.7641129032258,60.0735887096774,1,"rough",3.11710023530491,-3.11710023530491,2,0.241666666666667,0.727083333333333,0.432230165353373,0.133043247775367,0.0281496404865188,0.114084692581333,-0.0225426015005495,0.0526490466824954,947.512073822968,-5,17,0.235416666666667,0.4625,-0.364284926973007,-0.876007161911626,-1.55052714737456
"51",51,51,"5eb035358c62bb09069a842f","smooth","RS",1.89166666666667,1.95,4,4,474,60.9677419354839,55.6078629032258,2,"smooth",-1.29850610084861,1.29850610084861,2,0.9875,0.00833333333333333,0.645087177261982,0.496413225666237,0.0800362928387722,0.00476366413050261,0.0427875763815814,0.060609932287832,1289.16104660481,2,1,-0.37708333333333,0.24375,-0.190381590720601,-0.304156656348669,-1.09671303544001
"52",52,52,"5eb035358c62bb09069a842f","rough","RS",2.26875,1.70625,3,3,472,50.2479838709677,55.6078629032258,1,"rough",-1.31181416163671,1.31181416163671,2,0.983333333333333,0.00625,0.6380500472243,0.449837614330834,0.0696108652946975,0.00476366413050261,0.0427875763815814,0.060609932287832,1322.20308352181,2,1,-0.37708333333333,0.24375,-0.195145254851104,-0.346944232730251,-1.15732296772784
"53",53,53,"63ea5007fd3a4fed03b929d1","smooth","RS",1.925,2.19791666666667,7,7,469,61.2862903225806,53.4909274193548,2,"smooth",-1.43213374678188,1.43213374678188,2,0.977083333333333,0.0145833333333333,0.700329383958008,0.477799503710884,0.0847888965762929,0.0662167388230834,0.0482649288171109,0.0605754310478299,1508.23252716626,7,-2,-1.01666666666667,-0.11041666666666,-0.154697651428532,-0.320754305686468,-1.07166101650947
"54",54,54,"63ea5007fd3a4fed03b929d1","rough","RS",2.94166666666667,2.30833333333333,9,9,462,45.695564516129,53.4909274193548,1,"rough",-1.91371597103846,1.91371597103846,2,0.9625,0.01875,0.601292254773959,0.427543950203529,0.0737502594435342,0.0662167388230834,0.0482649288171109,0.0605754310478299,1649.83863429146,7,-2,-1.01666666666667,-0.11041666666666,-0.220914390251615,-0.369019234503579,-1.1322364475573
"55",55,55,"63469143e387d7c210f0e832","smooth","SR",1.39791666666667,1.57291666666667,253,253,226,66.5161290322581,64.6209677419355,1,"smooth",1.24001714349761,-1.24001714349761,2,0.470833333333333,0.527083333333333,0.810906541355002,0.209606703914941,0.0544142180704981,-0.0686151666087013,0.155053220136586,0.129398661385198,1322.91547769098,28,-28,-0.0333333333333299,0.09375,-0.0910291962360416,-0.678594831293721,-1.2642876072362
"56",56,56,"63469143e387d7c210f0e832","rough","SR",1.43125,1.47916666666667,281,281,198,62.7258064516129,64.6209677419355,2,"rough",1.51805844314296,-1.51805844314296,2,0.4125,0.585416666666667,0.949698977400999,0.146673598988103,0.0403937088999836,-0.0686151666087013,0.155053220136586,0.129398661385198,1125.24039982958,28,-28,-0.0333333333333299,0.09375,-0.0224140296273402,-0.833648051430307,-1.3936862686214
"57",57,57,"5fa85a35ded6106d217ce895","smooth","RS",1.375,2.05,212,212,268,67.3266129032258,63.0524193548387,2,"smooth",0.608166900257598,-0.608166900257598,2,0.558333333333333,0.441666666666667,9.80240174615799,0.268511005498026,0.0716475378501139,1.15478591261792,0.159225021166907,0.248396165346809,1641.55680659641,40,-40,-0.49583333333333,0.30833333333333,0.991332497866887,-0.571037909111128,-1.14479872943247
"58",58,58,"5fa85a35ded6106d217ce895","rough","RS",1.87083333333333,1.74166666666667,252,252,228,58.7782258064516,63.0524193548387,1,"rough",0.913532075129987,-0.913532075129987,2,0.475,0.525,0.686351496985726,0.186096013428893,0.0404394374218699,1.15478591261792,0.159225021166907,0.248396165346809,1201.54462589716,40,-40,-0.49583333333333,0.30833333333333,-0.163453414751036,-0.730262930278035,-1.39319489477928
"59",59,59,"6130e97d4106299f8c6120fa","smooth","RS",0.645833333333333,0.879166666666667,292,292,185,72.7177419354839,63.7046370967742,2,"smooth",2.33681085223976,-2.33681085223976,2,0.385416666666667,0.608333333333333,0.481228182499177,0.293540615495009,0.0532653640816698,-0.0622287299630414,-0.00151809913476331,-0.0103297446862671,1115.27076820492,-159,171,-1.78125,-0.939583333333333,-0.317648946699033,-0.532331799476001,-1.27355510012454
"60",60,60,"6130e97d4106299f8c6120fa","rough","RS",2.42708333333333,1.81875,121,121,344,54.6915322580645,63.7046370967742,1,"rough",-0.417905547817878,0.417905547817878,2,0.716666666666667,0.252083333333333,0.555366632905718,0.294568497570192,0.0545474740759352,-0.0622287299630414,-0.00151809913476331,-0.0103297446862671,1513.06280967282,-159,171,-1.78125,-0.939583333333333,-0.255420216735991,-0.530813700341238,-1.26322535543828
"61",61,61,"5de42a01a7cb2401ccc682c3","smooth","SR",1.74166666666667,2.11875,277,277,199,70.4072580645161,68.4546370967742,1,"smooth",0.965894326575777,-0.965894326575777,2,0.414583333333333,0.577083333333333,4.47589844912473,0.00673794699908547,0.0566509277403374,0.688469884041535,-1.41803652653384,0.134459271698925,1202.22603573583,37,-39,0.21666666666667,0.36666666666667,0.650880224530782,-2.17147240951626,-1.24679297354621
"62",62,62,"5de42a01a7cb2401ccc682c3","rough","SR",1.525,1.75208333333333,316,316,162,66.5020161290323,68.4546370967742,2,"rough",1.60677848478592,-1.60677848478592,2,0.3375,0.658333333333333,0.917086584554861,0.176426621249659,0.0415669113037735,0.688469884041535,-1.41803652653384,0.134459271698925,989.022673120251,37,-39,0.21666666666667,0.36666666666667,-0.0375896595107531,-0.753435882982417,-1.38125224524514
"63",63,63,"5f02f29a4532c8191dd75812","smooth","RS",1.75625,1.85625,233,233,245,65.5564516129032,60.3901209677419,2,"smooth",0.742821229073232,-0.742821229073232,2,0.510416666666667,0.485416666666667,0.753577785139679,0.230420592107342,0.0547006662718301,0.0385099844011748,0.0729397780729,0.0365250793480585,1322.19274345732,-61,76,-1.11875,-1.0875,-0.122871912674649,-0.637478711711633,-1.26200738378692
"64",64,64,"5f02f29a4532c8191dd75812","rough","RS",2.875,2.94375,157,157,306,55.2237903225806,60.3901209677419,1,"rough",-0.997933000448391,0.997933000448391,2,0.6375,0.327083333333333,0.689633107902342,0.194796661820577,0.0502883674328014,0.0385099844011748,0.0729397780729,0.0365250793480585,1716.59977271195,-61,76,-1.11875,-1.0875,-0.161381897075824,-0.710418489784533,-1.29853246313498
