"","X.1","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","context","PCA","PEC","E","Novclicksp","HVclicksp","l","b","t","dlogl","dlogb","dlogt","NLL","dnov","dhv","dd","ddprev","logl","logb","logt"
"28",28,28,"5e6eb0c2ea842f48219103a4","rough","RS",5.32916666666667,2.9,10,10,224,50.2903225806453,54.8427419354839,1,"rough",-2.086487105772,2.086487105772,1,0.933333333333333,0.0416666666666667,0.834484856652493,0.331598987945348,0.0614863608111637,0.865256878742815,0.408123516844295,0.0582639011884594,865.517991492446,-6,6,-2.25,-0.1375,-0.078581540029591,-0.479386803605544,-1.21122121075111
"29",29,29,"5fddb46833528a49580c72fe","smooth","SR",3.31666666666667,3.40416666666667,3,3,235,61.717741935484,60.1391129032259,1,"smooth",-1.75529138835375,1.75529138835375,1,0.979166666666667,0.0125,16.2058469470544,0.350087734660123,0.0732202955953668,1.44676031112743,0.156568967665195,0.162193378022247,956.321115643144,95,-95,1.71666666666667,1.6,1.20967173298134,-0.455823104495573,-1.13536852217427
"30",30,30,"5fddb46833528a49580c72fe","rough","SR",1.6,1.80416666666667,98,98,140,58.5604838709678,60.1391129032259,2,"rough",1.54195159997182,-1.54195159997182,1,0.583333333333333,0.408333333333333,0.579310528943396,0.244122566906178,0.0504008777375175,1.44676031112743,0.156568967665195,0.162193378022247,692.75705647104,95,-95,1.71666666666667,1.6,-0.237088578146096,-0.612392072160768,-1.29756190019652
"31",31,31,"5e1a5871fb00b62d79e4de6e","smooth","SR",1.74583333333333,1.74166666666667,18,18,210,56.4032258064516,52.2721774193548,1,"smooth",0.143742885469192,-0.143742885469192,1,0.875,0.075,0.622760242406505,0.395035851286184,0.0681981673456271,0.0771706891038134,-0.0320905602821507,-0.0299617134108086,695.054621277539,-13,12,-2.58333333333334,-1.64166666666666,-0.20567912098287,-0.403363488400849,-1.16622729575958
"32",32,32,"5e1a5871fb00b62d79e4de6e","rough","SR",4.32916666666667,3.38333333333333,6,6,223,48.141129032258,52.2721774193548,2,"rough",-1.99612960315543,1.99612960315543,1,0.929166666666667,0.025,0.521374984464711,0.425331033999095,0.0730692109637493,0.0771706891038134,-0.0320905602821507,-0.0299617134108086,796.648084616195,-13,12,-2.58333333333334,-1.64166666666666,-0.282849810086683,-0.371272928118698,-1.13626558234877
"33",33,33,"5de8e8c758776a000ba1def7","smooth","RS",1.80833333333333,2.0125,93,93,141,59.4233870967744,54.8830645161291,2,"smooth",1.29094404835153,-1.29094404835153,1,0.5875,0.3875,0.663202697638499,0.217016110271154,0.0466740917354494,0.0391494542078345,-0.156597505500543,-0.111986477590979,709.922458774422,-74,71,-1.22083333333334,-0.53333333333333,-0.178353715921095,-0.66350802494336,-1.33092412454376
"34",34,34,"5de8e8c758776a000ba1def7","rough","RS",3.02916666666667,2.54583333333333,22,22,215,50.3427419354838,54.8830645161291,1,"rough",-0.808861026181948,0.808861026181948,1,0.895833333333333,0.0916666666666667,0.606033776772449,0.311235753060359,0.0604035346436921,0.0391494542078345,-0.156597505500543,-0.111986477590979,862.545874662276,-74,71,-1.22083333333334,-0.53333333333333,-0.217503170128929,-0.506910519442818,-1.21893764695278
"35",35,35,"61073189bb137b703f6d7b59","smooth","SR",3.45,2.61666666666667,2,2,236,60.0241935483871,55.0423387096774,1,"smooth",-1.38736082965617,1.38736082965617,1,0.983333333333333,0.00833333333333333,2.59482180693607,0.546362767563923,0.0865512041993216,0.555029315289185,0.0600613425614436,0.0159602814575928,903.293262852605,-3,2,-1.13333333333333,0.0416666666666696,0.414107539093323,-0.262518903749069,-1.06272688534512
"36",36,36,"61073189bb137b703f6d7b59","rough","SR",4.58333333333333,2.575,0,0,239,50.0604838709676,55.0423387096774,2,"rough",-1.84784555037102,1.84784555037102,1,0.995833333333333,0,0.72289999843062,0.475794868364969,0.0834281922403457,0.555029315289185,0.0600613425614436,0.0159602814575928,844.363308760869,-3,2,-1.13333333333333,0.0416666666666696,-0.140921776195863,-0.322580246310512,-1.07868716680271
"37",37,37,"5bcae4e85c2b810001dc2466","smooth","RS",2.76666666666667,2.65833333333333,53,53,182,56.3145161290324,51.1310483870969,2,"smooth",-0.182108493792952,0.182108493792952,1,0.758333333333333,0.220833333333333,0.700299456277163,0.257664715441938,0.0483809685360401,0.00794583351425115,-0.155522837499425,-0.129964590471764,750.193478357499,-54,52,-0.50416666666666,-0.35,-0.154716210844525,-0.588945049582739,-1.31532544176894
"38",38,38,"5bcae4e85c2b810001dc2466","rough","RS",3.27083333333333,3.00833333333333,1,1,236,45.9475806451614,51.1310483870969,1,"rough",-1.54500320031692,1.54500320031692,1,0.983333333333333,0.00416666666666667,0.687603305257817,0.368619060515298,0.0652588097860097,0.00794583351425115,-0.155522837499425,-0.129964590471764,846.0476989696,-54,52,-0.50416666666666,-0.35,-0.162662044358777,-0.433422212083313,-1.18536085129718
"39",39,39,"5f3692bf1640190638ebb687","smooth","SR",2.33333333333333,2.55833333333333,9,9,231,55.9435483870967,52.2197580645161,1,"smooth",-0.813704200690601,0.813704200690601,1,0.9625,0.0375,0.706624779596114,0.486240501012382,0.0860739482987916,0.0220801019491942,-0.0176413048513877,-0.0131866520600745,775.436493657769,-1,3,-3.1625,-0.07083333333334,-0.150811136992934,-0.313148869775648,-1.06512827505166
"40",40,40,"5f3692bf1640190638ebb687","rough","SR",5.49583333333333,2.62916666666667,6,6,232,48.4959677419355,52.2197580645161,2,"rough",-2.11084653869755,2.11084653869755,1,0.966666666666667,0.025,0.671597020977951,0.506398528550897,0.0887275269815848,0.0220801019491942,-0.0176413048513877,-0.0131866520600745,871.068412422176,-1,3,-3.1625,-0.07083333333334,-0.172891238942128,-0.29550756492426,-1.05194162299158
"41",41,41,"5ebd3bbcecfc7d00085d0f9e","smooth","RS",0.9125,1.075,151,151,89,58.2016129032259,58.0887096774194,2,"smooth",3.1677006323348,-3.1677006323348,1,0.370833333333333,0.629166666666667,0.541602053208737,0.126498427451896,0.0254809511648897,-0.836242638456582,0.1604253916713,-0.248833713754622,445.870320524342,-5,12,0.0208333333333329,0.075,-0.266319697913136,-0.897914873327759,-1.5937843644861
