"","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","bonus","context","PCA","PEC","E","Novclicksp","HVclicksp","l","b","t","dlogl","dlogb","dlogt","NLL","dnov","dhv","dd","ddprev","logl","logb","logt"
"63",63,"6346e69ebd7bbf2cda8fa8e0","smooth","RS",1.12291666666667,1.30833333333333,147,147,327,63.05040322625,56.318548386875,2,2.1993663594375,"smooth",1.08578322647782,-1.08578322647782,3,0.68125,0.30625,10.1318257803583,0.00673794699908547,0.0515548092276697,1.16537444980333,-1.79753055321548,-0.137488151097123,1385.65923447634,-149,145,-2.99166666666666,-1.22916666666667,1.0056877133649,-2.17147240951626,-1.28773081585827
"64",64,"6346e69ebd7bbf2cda8fa8e0","rough","RS",4.11458333333333,2.5375,2,2,476,49.5866935475,56.318548386875,1,2.1993663594375,"rough",-1.96147609116379,1.96147609116379,3,0.991666666666667,0.00416666666666667,0.692330179694427,0.422725205272331,0.0707550325737011,1.16537444980333,-1.79753055321548,-0.137488151097123,1569.51067920637,-149,145,-2.99166666666666,-1.22916666666667,-0.159686736438431,-0.373941856300777,-1.15024266476115
"65",65,"6470b898db27d7dae24e98c4","smooth","RS",1.4625,1.98333333333333,221,221,253,64.14112903125,62.075604838125,2,2.44609735020536,"smooth",1.21803089133105,-1.21803089133105,3,0.527083333333333,0.460416666666667,1.04692082081216,0.147287663118685,0.0469638593799005,0.0617240924840886,-0.0232378785820202,0.00670705999226517,1351.44322341943,17,-15,-0.28541666666667,-0.2125,0.0199138369943287,-0.831833628336325,-1.32823622099121
"66",66,"6470b898db27d7dae24e98c4","rough","RS",1.74791666666667,2.19583333333333,236,236,236,60.010080645,62.075604838125,1,2.44609735020536,"rough",1.12911944163058,-1.12911944163058,3,0.491666666666667,0.491666666666667,0.908217246239915,0.155383267647364,0.0462441412471472,0.0617240924840886,-0.0232378785820202,0.00670705999226517,1531.33406798533,17,-15,-0.28541666666667,-0.2125,-0.0418102554897599,-0.808595749754305,-1.33494328098347
"67",67,"6525df8911e6faea5152a4f9","smooth","RS",2.20625,2.16458333333333,23,23,435,54.09475806375,51.5070564509375,2,1.99315956218304,"smooth",-0.762767857466713,0.762767857466713,3,0.90625,0.0479166666666667,24.0788655090292,1.83424045896936,0.0554383639243501,1.50577464867598,0.625403299985068,-0.134802175938403,1892.86497525513,-12,3,-0.55208333333333,-0.28541666666667,1.38163602100874,0.263456268715745,-1.25618959493866
"68",68,"6525df8911e6faea5152a4f9","rough","RS",2.75833333333333,2.45,20,20,447,48.919354838125,51.5070564509375,1,1.99315956218304,"rough",-1.19133260174356,1.19133260174356,3,0.93125,0.0416666666666667,0.751383012774478,0.434563222447158,0.0756158051768809,1.50577464867598,0.625403299985068,-0.134802175938403,1678.66010240283,-12,3,-0.55208333333333,-0.28541666666667,-0.124138627667232,-0.361947031269323,-1.12138741900026
"69",69,"6558f14bdab988d792fc37eb","smooth","SR",1.97708333333333,2.37916666666667,276,276,204,67.006048386875,62.5282258059375,1,2.46549539168304,"smooth",1.24542908696623,-1.24542908696623,3,0.425,0.575,3.41704207755983,0.00673794699908547,0.0524096063663028,-0.453396051302212,0,0.0782707886274234,1401.43649179633,-54,54,-0.59375,-0.91666666666666,0.533650326747118,-2.17147240951626,-1.2805891021479
"70",70,"6558f14bdab988d792fc37eb","rough","SR",2.57083333333333,3.29583333333333,222,222,258,58.050403225,62.5282258059375,2,2.46549539168304,"rough",0.0755727504614566,-0.0755727504614566,3,0.5375,0.4625,9.70613612961501,0.00673794699908547,0.0437663278428447,-0.453396051302212,0,0.0782707886274234,1656.23466760997,-54,54,-0.59375,-0.91666666666666,0.98704637804933,-2.17147240951626,-1.35885989077533
"71",71,"6580e5dfdc7fc94823610ef5","smooth","SR",1.11041666666667,1.28541666666667,227,227,224,56.427419355625,59.4979838715625,1,2.33562788020982,"smooth",1.87174917978217,-1.87174917978217,3,0.466666666666667,0.472916666666667,9.12978734587701,0.00673794699908547,0.0411361627948494,1.0937922290248,-1.28731033932159,0.0885082490274336,1529.75590968435,66,-81,0.362500000000003,0.32291666666667,0.960460661916803,-2.17147240951626,-1.38577622199339
"72",72,"6580e5dfdc7fc94823610ef5","rough","SR",0.747916666666667,0.9625,308,308,158,62.5685483875,59.4979838715625,2,2.33562788020982,"rough",2.80091201089989,-2.80091201089989,3,0.329166666666667,0.641666666666667,0.735645246237543,0.130568354167843,0.0335517771824917,1.0937922290248,-1.28731033932159,0.0885082490274336,1289.31722438638,66,-81,0.362500000000003,0.32291666666667,-0.133331567107992,-0.884162070194672,-1.47428447102083
"73",73,"65a16bb624b4c065822df15c","smooth","RS",2.15833333333333,2.50625,71,71,402,61.967741936875,56.4465725815625,2,2.20485311063839,"smooth",-0.585116639106758,0.585116639106758,3,0.8375,0.147916666666667,13.3384716178273,0.382965130475198,0.0621327248596514,1.23853428945185,0.100201120549847,-0.00589272854651934,1736.46613819016,15,7,-2.15416666666667,-0.94166666666667,1.12510606901298,-0.41684076736718,-1.20667959978201
"74",74,"65a16bb624b4c065822df15c","rough","RS",4.3125,3.44791666666667,64,64,387,50.92540322625,56.4465725815625,1,2.20485311063839,"rough",-1.88616282163051,1.88616282163051,3,0.80625,0.133333333333333,0.77014372207414,0.304059174495918,0.0629815187016223,1.23853428945185,0.100201120549847,-0.00589272854651934,1809.72845184319,15,7,-2.15416666666667,-0.94166666666667,-0.113428220438875,-0.517041887917027,-1.20078687123549
"75",75,"65eb81eb6d0f01e143c7463a","smooth","SR",2.8875,3.36875,140,140,336,62.532258064375,59.4475806459375,1,2.33346774196875,"smooth",-0.758033705640339,0.758033705640339,3,0.7,0.291666666666667,11.1130304684453,0.4765186172054,0.058195961165154,-0.00338272049896404,-0.329851128404894,0.0826024150014792,1681.25915052012,55,-54,-0.42916666666667,-0.46875,1.04583250504869,-0.321920127152354,-1.23510715460357
"76",76,"65eb81eb6d0f01e143c7463a","rough","SR",3.31666666666667,3.8375,194,194,281,56.3629032275,59.4475806459375,2,2.33346774196875,"rough",-0.715065461453653,0.715065461453653,3,0.585416666666667,0.404166666666667,11.1999278653709,1.01842957170561,0.0481161012834263,-0.00338272049896404,-0.329851128404894,0.0826024150014792,1715.88517996866,55,-54,-0.42916666666667,-0.46875,1.04921522554766,0.00793100125253981,-1.31770956960505
"77",77,"65f43b8e7508020158576632","smooth","SR",1.26875,1.55208333333333,176,176,304,65.957661290625,66.055443548125,1,2.61666186634821,"smooth",1.11841069093327,-1.11841069093327,3,0.633333333333333,0.366666666666667,10.2295223862801,0.198201530978027,0.0559257213179823,1.12882531595621,0.010607866871335,0.112342648899475,1309.11552956922,101,-100,0.0875000000000001,0.34583333333333,1.00985535708995,-0.702892995195137,-1.25238840575795
"78",78,"65f43b8e7508020158576632","rough","SR",1.18125,1.20625,276,276,203,66.153225805625,66.055443548125,2,2.61666186634821,"rough",2.18001405591865,-2.18001405591865,3,0.422916666666667,0.575,0.760378872251255,0.193419001928424,0.0431786386206265,1.12882531595621,0.010607866871335,0.112342648899475,992.982993614052,101,-100,0.0875000000000001,0.34583333333333,-0.118969958866261,-0.713500862066472,-1.36473105465742
"79",79,"660c0d70a8f60acced0c8cc8","smooth","SR",2.50833333333333,2.14583333333333,144,144,336,60.342741935625,61.508064516875,1,2.42177419358036,"smooth",0.0539360937320525,-0.0539360937320525,3,0.7,0.3,4.06859761207275,0.218816602687957,0.0488780353043845,0.765960233589072,0.240937003926991,0.143723510016576,1547.17574745191,189,-189,1.32291666666666,0.91875,0.609444739866112,-0.659919729037824,-1.31088625926331
"80",80,"660c0d70a8f60acced0c8cc8","rough","SR",1.18541666666667,1.22708333333333,333,333,147,62.673387098125,61.508064516875,2,2.42177419358036,"rough",2.64204214273923,-2.64204214273923,3,0.30625,0.69375,0.697404116116807,0.125644437691159,0.0351067179980841,0.765960233589072,0.240937003926991,0.143723510016576,1046.60521061414,189,-189,1.32291666666666,0.91875,-0.15651549372296,-0.900856732964815,-1.45460976927989
"81",81,"66156b2dc0794709cb34b38b","smooth","RS",1.56041666666667,1.8125,121,121,357,61.0766129025,57.146169354375,2,2.23483582947321,"smooth",0.413563166601534,-0.413563166601534,3,0.74375,0.252083333333333,10.417149997964,0.00673794699908547,0.0527597787284571,1.19401146044592,-1.47605063106841,0.154182959075743,1559.75158752139,42,-44,-0.34166666666666,-0.0687500000000001,1.01774891767202,-2.17147240951626,-1.27769703452847
"82",82,"66156b2dc0794709cb34b38b","rough","RS",1.90208333333333,1.88125,165,165,315,53.21572580625,57.146169354375,1,2.23483582947321,"rough",0.605814565196057,-0.605814565196057,3,0.65625,0.34375,0.666403788284913,0.201640711663482,0.036993038664962,1.19401146044592,-1.47605063106841,0.154182959075743,1426.50249241394,42,-44,-0.34166666666666,-0.0687500000000001,-0.176262542773902,-0.695421778447844,-1.43187999360421
"83",83,"6631082d9e525b8f749aca40","smooth","SR",2.61458333333333,2.31875,6,6,471,59.03024193625,54.396169355,1,2.11697868664286,"smooth",-1.22572751796713,1.22572751796713,3,0.98125,0.0125,16.2319237104483,1.3207351388456,0.0595269809353621,1.29815547872948,0.558356889353427,-0.0978478381560517,1781.91163200275,5,1,-3.13958333333334,-1.66666666666667,1.21036999285912,0.12081573262518,-1.22528614325644
"84",84,"6631082d9e525b8f749aca40","rough","SR",5.75416666666667,3.98541666666667,5,5,466,49.76209677375,54.396169355,2,2.11697868664286,"rough",-3.31028791472557,3.31028791472557,3,0.970833333333333,0.0104166666666667,0.816985811264449,0.365139522485899,0.0745695796375528,1.29815547872948,0.558356889353427,-0.0978478381560517,1904.187858186,5,1,-3.13958333333334,-1.66666666666667,-0.0877854858703554,-0.437541156728247,-1.12743830510039
"85",85,"6643743e7b75078647fe88ee","smooth","RS",2.27291666666667,2.2125,21,21,453,58.358870968125,53.7681451615625,2,2.09006336406696,"smooth",-0.898196362910659,0.898196362910659,3,0.94375,0.04375,22.0801530243012,2.14473385797899,0.0670995116631854,1.52109694531719,0.781712018706306,-0.0101733471192513,1801.90803005935,25,6,-2.35833333333333,-0.9,1.34400207890224,0.331373407857669,-1.17328064052781
"86",86,"6643743e7b75078647fe88ee","rough","RS",4.63125,3.1125,15,15,428,49.177419355,53.7681451615625,1,2.09006336406696,"rough",-2.21008418025978,2.21008418025978,3,0.891666666666667,0.03125,0.665127851139425,0.354536856044259,0.0686898719208237,1.52109694531719,0.781712018706306,-0.0101733471192513,1790.67536574742,25,6,-2.35833333333333,-0.9,-0.177094866414952,-0.450338610848637,-1.16310729340856
"87",87,"664ec6324953ad3e535af22a","smooth","SR",1.45208333333333,1.775,346,346,134,68.358870968125,62.2137096778125,1,2.45201612904911,"smooth",2.35742725876041,-2.35742725876041,3,0.279166666666667,0.720833333333333,1.14353612746904,0.00673794699908547,0.0397241358809191,-1.00764550470554,0,0.0333945908839375,858.055445835367,13,-12,-0.0999999999999999,-0.10625,0.0582498897233545,-2.17147240951626,-1.40094554122518
"88",88,"664ec6324953ad3e535af22a","rough","SR",1.55208333333333,1.88125,358,358,121,56.0685483875,62.2137096778125,2,2.45201612904911,"rough",2.36735005740395,-2.36735005740395,3,0.252083333333333,0.745833333333333,11.638456680222,0.00673794699908547,0.0367840774114113,-1.00764550470554,0,0.0333945908839375,1557.59873898752,13,-12,-0.0999999999999999,-0.10625,1.0658953944289,-2.17147240951626,-1.43434013210912
"89",89,"6658b14f04e819e67ebcf3ff","smooth","SR",1.88125,1.98541666666667,126,126,346,56.483870968125,57.1542338721875,1,2.23518145166518,"smooth",0.26471158210099,-0.26471158210099,3,0.720833333333333,0.2625,13.8016659572344,0.402453576874963,0.0494247479034239,1.28947198597345,0.179910381988243,-0.0280597872632606,1651.95372675633,32,-19,-0.77916666666667,-0.39375,1.13993151193497,-0.395284208388778,-1.30605553717729
"90",90,"6658b14f04e819e67ebcf3ff","rough","SR",2.66041666666667,2.37916666666667,145,145,314,57.82459677625,57.1542338721875,2,2.23518145166518,"rough",-0.0319101104506039,0.0319101104506039,3,0.654166666666667,0.302083333333333,0.708695256577386,0.265953315997202,0.0527235021016823,1.28947198597345,0.179910381988243,-0.0280597872632606,1408.59790993887,32,-19,-0.77916666666667,-0.39375,-0.149540474038484,-0.575194590377021,-1.27799574991403
"91",91,"66634577e93da6d9c6ce054a","smooth","SR",1.06458333333333,1.32291666666667,308,308,172,67.4112903225,62.9213709675,1,2.48234447003571,"smooth",2.4280968604988,-2.4280968604988,3,0.358333333333333,0.641666666666667,5.48312629413518,0.00673794699908547,0.0402578059473065,0.731723843071997,-1.32468112975531,0.118902229474233,1072.17457082742,-7,7,-0.19375,-0.41041666666666,0.739028249205444,-2.17147240951626,-1.39514989787615
"92",92,"66634577e93da6d9c6ce054a","rough","SR",1.25833333333333,1.73333333333333,301,301,179,58.4314516125,62.9213709675,2,2.48234447003571,"rough",2.07660860545749,-2.07660860545749,3,0.372916666666667,0.627083333333333,1.01696125264114,0.142301251709238,0.0306159593544036,0.731723843071997,-1.32468112975531,0.118902229474233,1082.81833801029,-7,7,-0.19375,-0.41041666666666,0.00730440613344711,-0.846791279760944,-1.51405212735038
"93",93,"6666a910c3598ec451c7ef2e","smooth","RS",1.20416666666667,1.18333333333333,205,205,193,58.413306451875,53.8286290328125,2,2.09265552997768,"smooth",1.92778193914013,-1.92778193914013,3,0.402083333333333,0.427083333333333,8.75201021297461,0.148465421768321,0.0429147007772504,-0.211064143732691,-0.0731302439474705,-0.0788211406000561,1515.40069517626,-43,28,-0.41458333333333,-0.46041666666667,0.942107815780481,-0.828374683611778,-1.36739391124676
"94",94,"6666a910c3598ec451c7ef2e","rough","RS",1.61875,1.64375,177,177,236,49.24395161375,53.8286290328125,1,2.09265552997768,"rough",1.22452235657376,-1.22452235657376,3,0.491666666666667,0.36875,14.2289207172319,0.175693445713066,0.0514549581550075,-0.211064143732691,-0.0731302439474705,-0.0788211406000561,2005.5814127478,-43,28,-0.41458333333333,-0.46041666666667,1.15317195951317,-0.755244439664307,-1.2885727706467
"95",95,"667186c00087fce269fdd97b","smooth","SR",2.81875,3.02708333333333,13,13,460,59.735887096875,55.3135080646875,1,2.15629320277232,"smooth",-1.6046741309255,1.6046741309255,3,0.958333333333333,0.0270833333333333,20.4334538217861,2.05820744435611,0.0622663723323996,1.46681410458153,0.641825675920799,-0.127372348231166,1765.24274702059,-11,11,-0.91041666666667,-0.17708333333334,1.31034178067881,0.313489144672709,-1.2057464357386
"96",96,"667186c00087fce269fdd97b","rough","SR",3.72916666666667,3.20416666666667,2,2,471,50.8911290325,55.3135080646875,2,2.15629320277232,"rough",-2.14418267715276,2.14418267715276,3,0.98125,0.00416666666666667,0.697473443055039,0.469530132536313,0.0834883566165934,1.46681410458153,0.641825675920799,-0.127372348231166,1653.40990300999,-11,11,-0.91041666666667,-0.17708333333334,-0.156472323902716,-0.32833653124809,-1.07837408750743
"97",97,"667af2cedc61d160277cc56a","smooth","SR",0.497916666666667,0.647916666666667,362,362,117,56.707661290625,56.0574596778125,1,2.18817684333482,"smooth",3.46358348404398,-3.46358348404398,3,0.24375,0.754166666666667,10.9066672913284,0.00673794699908547,0.0311489996215093,1.11204548192661,-0.483511911701097,0.399094586421612,1347.46563202913,59,-60,0.289583333333334,0.358333333333334,1.03769206515314,-2.17147240951626,-1.50655589654365
"98",98,"667af2cedc61d160277cc56a","rough","SR",0.208333333333333,0.289583333333333,422,422,58,55.407258065,56.0574596778125,2,2.18817684333482,"rough",4.26573243929006,-4.26573243929006,3,0.120833333333333,0.879166666666667,0.842648754551017,0.0205134875516012,0.0124265198253441,1.11204548192661,-0.483511911701097,0.399094586421612,583.922669577937,59,-60,0.289583333333334,0.358333333333334,-0.0743534167734752,-1.68796049781516,-1.90565048296526
"99",99,"667ccdeb27257413be6ecb67","smooth","SR",2.725,3.13333333333333,67,67,412,60.830645161875,56.41935483875,1,2.20368663594643,"smooth",-1.19617728267362,1.19617728267362,3,0.858333333333333,0.139583333333333,8.33346707786924,0.00673794699908547,0.0750607458114629,1.03484677835431,-1.64844074123378,0.0454607203578927,1919.65213144956,5,-3,-0.73125,-0.575,0.920825724038114,-2.17147240951626,-1.12458712470586
"100",100,"667ccdeb27257413be6ecb67","rough","SR",3.45625,3.70833333333333,70,70,407,52.008064515625,56.41935483875,2,2.20368663594643,"rough",-1.75100099903645,1.75100099903645,3,0.847916666666667,0.145833333333333,0.769093154243052,0.299894383128374,0.0676008497237943,1.03484677835431,-1.64844074123378,0.0454607203578927,1863.46783182941,5,-3,-0.73125,-0.575,-0.1140210543162,-0.523031668282475,-1.17004784506375
"101",101,"667fb21157a7c4c011c9ed08","smooth","SR",1.59583333333333,2.12083333333333,123,123,348,65.969758064375,59.6320564515625,1,2.34137384792411,"smooth",0.282695145669255,-0.282695145669255,3,0.725,0.25625,8.08994090373563,0.00673794699908547,0.0630065944963371,1.03515113482346,-1.33618439448818,0.180931344840064,1613.88787038746,142,-101,-0.04375,0.69375,0.907945349143143,-2.17147240951626,-1.20061399334818
"102",102,"667fb21157a7c4c011c9ed08","rough","SR",1.63958333333333,1.42708333333333,224,224,206,53.29435483875,59.6320564515625,2,2.34137384792411,"rough",1.65456562740426,-1.65456562740426,3,0.429166666666667,0.466666666666667,0.746095145631478,0.146120781056566,0.0415388684461432,1.03515113482346,-1.33618439448818,0.180931344840064,1695.36279745594,142,-101,-0.04375,0.69375,-0.127205785680313,-0.835288015028077,-1.38154533818824
"103",103,"6683fe583466d46e5858fc18","smooth","SR",2.24375,2.57083333333333,31,31,442,60.24798387,54.784274193125,1,2.13361175113393,"smooth",-0.988551772927094,0.988551772927094,3,0.920833333333333,0.0645833333333333,12.9461353355717,0.250465870321707,0.0632177762793596,1.27282692922848,-0.102657384520405,0.0569839105846566,1824.99081760301,6,-6,-1.20416666666667,-0.34583333333334,1.11214014270854,-0.601251444809856,-1.19916078477908
"104",104,"6683fe583466d46e5858fc18","rough","SR",3.44791666666667,2.91666666666667,37,37,436,49.32056451625,54.784274193125,2,2.13361175113393,"rough",-1.58863699088447,1.58863699088447,3,0.908333333333333,0.0770833333333333,0.690737784813646,0.317253147678041,0.0554440957209851,1.27282692922848,-0.102657384520405,0.0569839105846566,1539.86989857621,6,-6,-1.20416666666667,-0.34583333333334,-0.160686786519936,-0.498594060289451,-1.25614469536374
"105",105,"668796f32bb0599e8ff9bfef","smooth","SR",2.08541666666667,2.325,208,208,250,64.39919354875,58.9677419365625,1,2.31290322585268,"smooth",0.753413479985793,-0.753413479985793,3,0.520833333333333,0.433333333333333,1.53321883015657,0.00673794699908547,0.0542213306447663,-1.12281180329315,-0.0414313005181746,-0.00159399186066134,1492.92754444368,20,-29,-0.84166666666666,-0.74583333333333,0.185604144382781,-2.17147240951626,-1.26582982861115
"106",106,"668796f32bb0599e8ff9bfef","rough","SR",2.92708333333333,3.07083333333333,237,237,230,53.536290324375,58.9677419365625,2,2.31290322585268,"rough",0.237344768973604,-0.237344768973604,3,0.479166666666667,0.49375,20.3430444329132,0.00741240074443423,0.0544207049556135,-1.12281180329315,-0.0414313005181746,-0.00159399186066134,2127.54595841827,20,-29,-0.84166666666666,-0.74583333333333,1.30841594767593,-2.13004110899808,-1.26423583675049
"107",107,"6697c2986761c1e44fc8c3fb","smooth","RS",4.88958333333333,4.8,23,23,448,59.58064516125,54.67338709625,2,2.12885944698214,"smooth",-3.25528624725456,3.25528624725456,3,0.933333333333333,0.0479166666666667,10.3969334249113,1.17634093114634,0.0701593452598704,-0.13214831035658,-0.364149851396877,0.123375780699652,1880.63344999375,0,-1,-1.39166666666667,-0.787500000000001,1.01690526304621,0.0705332086935301,-1.15391447254042
"108",108,"6697c2986761c1e44fc8c3fb","rough","RS",6.28125,5.5875,24,24,448,49.76612903125,54.67338709625,1,2.12885944698214,"rough",-4.20840262192172,4.20840262192172,3,0.933333333333333,0.05,14.0946265523228,2.72071505694426,0.0528092192482674,-0.13214831035658,-0.364149851396877,0.123375780699652,2035.8895252357,0,-1,-1.39166666666667,-0.787500000000001,1.14905357340279,0.434683060090407,-1.27729025324007
"109",109,"669b686b8a49cfb9c8635137","smooth","RS",1.54583333333333,1.79583333333333,83,83,390,62.09072580625,56.1874999996875,2,2.19374999998661,"smooth",0.129841746016833,-0.129841746016833,3,0.8125,0.172916666666667,0.680089318296394,0.402670372911255,0.067093921024363,0.0309397014620824,-0.0679536121504356,-0.0721745340108659,1295.99570701828,-74,79,-2.23125,-0.41875,-0.167434046270368,-0.395050323098045,-1.17331682685294
"110",110,"669b686b8a49cfb9c8635137","rough","RS",3.77708333333333,2.21458333333333,4,4,464,50.284274193125,56.1874999996875,1,2.19374999998661,"rough",-1.6004885536322,1.6004885536322,3,0.966666666666667,0.00833333333333333,0.633324446541904,0.470872458399992,0.0792241716785703,0.0309397014620824,-0.0679536121504356,-0.0721745340108659,1522.58541711895,-74,79,-2.23125,-0.41875,-0.19837374773245,-0.327096710947609,-1.10114229284207
"111",111,"66a64aecaa9cd87822408591","smooth","RS",3.16875,3.4,55,55,370,54.10685483875,49.916330645625,2,1.92498559909821,"smooth",-1.38313811160848,1.38313811160848,3,0.770833333333333,0.114583333333333,13.0854383781614,0.00673794699908547,0.0878431742920842,1.29621379892899,-1.47200200715532,0.0349032874021249,2260.5231249962,8,-2,-0.35833333333333,-0.61666666666667,1.11678827661498,-2.17147240951626,-1.05629197898884
"112",112,"66a64aecaa9cd87822408591","rough","RS",3.52708333333333,4.01666666666667,57,57,362,45.7258064525,49.916330645625,1,1.92498559909821,"rough",-1.80691079328398,1.80691079328398,3,0.754166666666667,0.11875,0.661567980849732,0.199769690901043,0.0810596517543809,1.29621379892899,-1.47200200715532,0.0349032874021249,2401.03865209185,8,-2,-0.35833333333333,-0.61666666666667,-0.179425522314008,-0.699470402360939,-1.09119526639097
"113",113,"66a7cf3480e5c2088515ba0b","smooth","SR",2.13958333333333,2.3,3,3,470,59.36290322625,54.7167338709375,1,2.13071716589732,"smooth",-1.03985329141511,1.03985329141511,3,0.979166666666667,0.00625,0.720775138979233,0.448568361778965,0.0711022371700323,0.0290815252888797,0.0344385458615991,-0.00126818168910625,1213.94727579185,4,-2,-0.91875,-0.36458333333333,-0.142200201482846,-0.348171361135048,-1.14811673435723
"114",114,"66a7cf3480e5c2088515ba0b","rough","SR",3.05833333333333,2.66458333333333,5,5,466,50.070564515625,54.7167338709375,2,2.13071716589732,"rough",-1.56431866162322,1.56431866162322,3,0.970833333333333,0.0104166666666667,0.674090603351398,0.414371705632268,0.0713101659846661,0.0290815252888797,0.0344385458615991,-0.00126818168910625,1558.32855660528,4,-2,-0.91875,-0.36458333333333,-0.171281726771726,-0.382609906996647,-1.14684855266812
"115",115,"66b0103854c074757187d029","smooth","SR",2.20416666666667,2.80208333333333,13,13,460,56.16330645125,51.5604838703125,1,1.99544930872768,"smooth",-1.24697480865366,1.24697480865366,3,0.958333333333333,0.0270833333333333,10.4247080266234,0.0373798649234184,0.0645107294353618,1.19482528596077,-1.02219766896388,-0.0402014069166512,1945.57868022568,11,-1,-1.81041666666666,-0.17916666666667,1.01806390017318,-1.42736227232904,-1.19036804742603
"116",116,"66b0103854c074757187d029","rough","SR",4.01458333333333,2.98125,14,14,449,46.957661289375,51.5604838703125,2,1.99544930872768,"rough",-1.99386710107249,1.99386710107249,3,0.935416666666667,0.0291666666666667,0.66563877735058,0.393400943024091,0.0707674194896621,1.19482528596077,-1.02219766896388,-0.0402014069166512,1720.99551100462,11,-1,-1.81041666666666,-0.17916666666667,-0.176761385787595,-0.405164603365162,-1.15016664050938
"117",117,"66b093f0c1b703be1529d775","smooth","SR",1.89791666666667,2.08958333333333,133,133,346,64.683467741875,61.9243951615625,1,2.43961693549554,"smooth",0.232381260181464,-0.232381260181464,3,0.720833333333333,0.277083333333333,9.85389760316105,0.00673794699908547,0.0518832097785297,1.12513975781569,-1.57961995666438,0.05979583779903,1454.64704857371,46,-45,-1.67708333333333,-0.27708333333334,0.993608044988497,-2.17147240951626,-1.28497316392985
"118",118,"66b093f0c1b703be1529d775","rough","SR",3.575,2.36666666666667,178,178,300,59.16532258125,61.9243951615625,2,2.43961693549554,"rough",-0.182887151706384,0.182887151706384,3,0.625,0.370833333333333,0.738700320031187,0.25594552882031,0.0452096347396784,1.12513975781569,-1.57961995666438,0.05979583779903,1208.18288387373,46,-45,-1.67708333333333,-0.27708333333334,-0.131531712827195,-0.591852452851879,-1.34476900172888
"119",119,"66b4c86a3bea6fbe80580ae7","smooth","SR",2.76875,3.2625,9,9,469,63.79233871,57.033266129375,1,2.22999711983036,"smooth",-1.76469157796625,1.76469157796625,3,0.977083333333333,0.01875,15.2445490113185,0.533361036070053,0.0673136651545712,1.28620023929906,0.12284228158426,-0.0618948332159552,1755.92231985286,-1,5,-1.6625,-0.42708333333333,1.18311458089603,-0.272978714251418,-1.17189676194556
"120",120,"66b4c86a3bea6fbe80580ae7","rough","SR",4.43125,3.68958333333333,4,4,470,50.27419354875,57.033266129375,2,2.22999711983036,"rough",-2.66124739412017,2.66124739412017,3,0.979166666666667,0.00833333333333333,0.788704541535301,0.401956452033754,0.0776243669273202,1.28620023929906,0.12284228158426,-0.0618948332159552,1825.50415571127,-1,5,-1.6625,-0.42708333333333,-0.103085658403033,-0.395820995835678,-1.1100019287296
"121",121,"66c0621f7e3dd5e2c196609e","smooth","SR",1.52083333333333,1.37083333333333,70,70,356,56.614919354375,51.5997983878125,1,1.99713421662054,"smooth",0.453433348114277,-0.453433348114277,3,0.741666666666667,0.145833333333333,21.8347684967427,1.64907492373741,0.0566903074481006,1.60432924181508,0.895692131591798,0.117015026959551,1798.55516924845,51,-40,-0.0875000000000001,0.00625000000000009,1.33914859167205,0.217240387740653,-1.24649118769678
"122",122,"66c0621f7e3dd5e2c196609e","rough","SR",1.60833333333333,1.36458333333333,110,110,305,46.58467742125,51.5997983878125,2,1.99713421662054,"rough",0.805175719344499,-0.805175719344499,3,0.635416666666667,0.229166666666667,0.54302440681207,0.209675774625632,0.0433005871477066,1.60432924181508,0.895692131591798,0.117015026959551,1772.78262420616,51,-40,-0.0875000000000001,0.00625000000000009,-0.26518065014303,-0.678451743851144,-1.36350621465633
"123",123,"66c1ffd8e6418b231b23fd50","smooth","RS",1.02083333333333,1.15,249,249,231,68.06048387,60.4082661284375,2,2.37463997693304,"smooth",2.04101035249808,-2.04101035249808,3,0.48125,0.51875,0.584090730481491,0.239313483859723,0.0490283077830142,-0.0689656201264225,-0.0879411164456499,-0.0202779324558284,1138.5207999181,-129,132,-1.0375,-0.8375,-0.233519685958015,-0.621032830843749,-1.30955309621297
"124",124,"66c1ffd8e6418b231b23fd50","rough","RS",2.05833333333333,1.9875,117,117,360,52.756048386875,60.4082661284375,1,2.37463997693304,"rough",0.0982320271421131,-0.0982320271421131,3,0.75,0.24375,0.684614249351533,0.293027436396143,0.0513718062866573,-0.0689656201264225,-0.0879411164456499,-0.0202779324558284,1483.51299483952,-129,132,-1.0375,-0.8375,-0.164554065831593,-0.533091714398099,-1.28927516375714
"125",125,"66cc80d93247b5e14b3b7112","smooth","RS",1.91041666666667,2.08333333333333,180,180,295,62.939516129375,56.3578629040625,2,2.20105126731696,"smooth",0.642563535297489,-0.642563535297489,3,0.614583333333333,0.375,0.736239293701318,0.204992805566726,0.0499175944222688,-0.0578460303168169,-0.200707171420629,-0.077989566472896,1405.48858036613,-143,151,-1.80625,-1.09583333333334,-0.132981007614345,-0.688261380688146,-1.30174635189749
