"","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","bonus","context","PCA","PEC","E","Novclicksp","HVclicksp","l","b","t","dlogl","dlogb","dlogt","NLL","dnov","dhv","dd","ddprev","logl","logb","logt"
"126",126,"66cc80d93247b5e14b3b7112","rough","RS",3.71666666666667,3.17916666666667,29,29,438,49.77620967875,56.3578629040625,1,2.20105126731696,"rough",-1.87397672463488,1.87397672463488,3,0.9125,0.0604166666666667,0.841133679433588,0.325421161421197,0.0597369733271827,-0.0578460303168169,-0.200707171420629,-0.077989566472896,1728.29761648858,-143,151,-1.80625,-1.09583333333334,-0.0751349772975283,-0.487554209267518,-1.2237567854246
"127",127,"66cf23e7fcc02fb37eaa4acd","smooth","SR",2.2375,2.88333333333333,41,41,429,60.959677419375,55.80645161375,1,2.177419354875,"smooth",-1.05508888533979,1.05508888533979,3,0.89375,0.0854166666666667,11.3263529189714,0.00673794699908547,0.0645738978931797,1.17943807183482,-1.63810480454648,0.046775922899672,1818.16679106877,42,-15,-0.59166666666667,0.09375,1.05409008972684,-2.17147240951626,-1.18994299735743
"128",128,"66cf23e7fcc02fb37eaa4acd","rough","SR",2.82916666666667,2.78958333333333,56,56,387,50.653225808125,55.80645161375,2,2.177419354875,"rough",-0.995271221892614,0.995271221892614,3,0.80625,0.116666666666667,0.749293590944682,0.29284134645633,0.057980382987049,1.17943807183482,-1.63810480454648,0.046775922899672,1756.14446809572,42,-15,-0.59166666666667,0.09375,-0.125347982107975,-0.533367604969782,-1.23671892025711
"129",129,"66d85640baa4ca2525728869","smooth","RS",1.70625,2.14791666666667,1,1,477,61.205645160625,55.6713709678125,2,2.17163018433482,"smooth",-0.828976674338056,0.828976674338056,3,0.99375,0.00208333333333333,16.258784366117,0.895632650400632,0.0640411255815805,1.35687076335107,0.309226464001483,-0.0768987779326236,1753.61303533812,8,-6,-1.15833333333333,-0.68541666666666,1.2110880712197,-0.0478700825445945,-1.1935410435614
"130",130,"66d85640baa4ca2525728869","rough","RS",2.86458333333333,2.83333333333333,7,7,469,50.137096775,55.6713709678125,1,2.17163018433482,"rough",-1.58282048937609,1.58282048937609,3,0.977083333333333,0.0145833333333333,0.714853927960517,0.439443913279455,0.0764465224880971,1.35687076335107,0.309226464001483,-0.0768987779326236,1660.86176035361,8,-6,-1.15833333333333,-0.68541666666666,-0.14578269213137,-0.357096546546077,-1.11664226562877
"131",131,"66fab3328c195f37c19cd7ab","smooth","SR",7.83333333333333,2.77291666666667,2,2,468,38.713709678125,42.1330645165625,1,1.59141705070982,"smooth",-3.49543972001213,3.49543972001213,3,0.975,0.00416666666666667,0.257886519335814,1.10021576289618,0.196002316342145,-0.340479808384014,0.168540704499884,0.175989253643929,1650.59800680534,-2,1,1.5,-0.12291666666666,-0.588571359417262,0.0414778628367884,-0.707738796150323
"132",132,"66fab3328c195f37c19cd7ab","rough","SR",6.33333333333333,2.89583333333333,1,1,470,45.552419355,42.1330645165625,2,1.59141705070982,"rough",-2.99118687386912,2.99118687386912,3,0.979166666666667,0.00208333333333333,0.564817896364728,0.746340756375151,0.13069890534438,-0.340479808384014,0.168540704499884,0.175989253643929,1643.74038903417,-2,1,1.5,-0.12291666666666,-0.248091551033248,-0.127062841663095,-0.883728049794253
"133",133,"670e5e78ac271c5aab946119","smooth","RS",3.9375,3.46666666666667,41,41,402,56.169354838125,52.71471774125,2,2.044916474625,"smooth",-1.91015447962503,1.91015447962503,3,0.8375,0.0854166666666667,12.7747808798203,1.39479355218878,0.0636413757899244,1.23021857222993,0.683543784743593,-0.0145705737428241,1881.78170580436,5,0,-0.38333333333333,-0.225,1.10635345960902,0.144509931064633,-1.19626044040958
"134",134,"670e5e78ac271c5aab946119","rough","RS",4.32083333333333,3.69166666666667,41,41,397,49.260080644375,52.71471774125,1,2.044916474625,"rough",-2.15707659005968,2.15707659005968,3,0.827083333333333,0.0854166666666667,0.751856376580311,0.289045455982802,0.0658127644061288,1.23021857222993,0.683543784743593,-0.0145705737428241,2130.32220733163,5,0,-0.38333333333333,-0.225,-0.123865112620917,-0.53903385367896,-1.18168986666676
"135",135,"670fcfa6e3b8efba4885488a","smooth","SR",2.90208333333333,3.36666666666667,48,48,428,61.83266129,56.672379031875,1,2.2145305299375,"smooth",-1.53554251284586,1.53554251284586,3,0.891666666666667,0.1,14.026773422543,0.561628616408956,0.0731703316018226,1.25381066972624,0.223078627646531,-0.0423153528655311,1874.84263054323,-16,16,-1.96458333333334,-0.75416666666666,1.14695778179519,-0.250550771904109,-1.13566497677588
"136",136,"670fcfa6e3b8efba4885488a","rough","SR",4.86666666666667,4.12083333333333,32,32,444,51.51209677375,56.672379031875,2,2.2145305299375,"rough",-2.83190554624234,2.83190554624234,3,0.925,0.0666666666666667,0.781892616520533,0.336024234541265,0.0806585436234715,1.25381066972624,0.223078627646531,-0.0423153528655311,2061.52655456343,-16,16,-1.96458333333334,-0.75416666666666,-0.10685288793105,-0.47362939955064,-1.09334962391035
"137",137,"6715389486d13729d62cf5b4","smooth","RS",1.59583333333333,1.50208333333333,37,37,417,58.399193548125,54.65927419375,2,2.12825460830357,"smooth",-0.0403667674976484,0.0403667674976484,3,0.86875,0.0770833333333333,26.3265152526003,2.41334722064002,0.0475415357754949,1.48341280454856,0.733402422909364,-0.153373006286749,1533.63137068,-27,19,-1.06458333333334,-0.76041666666667,1.42039337689094,0.382619810578303,-1.32292679298963
"138",138,"6715389486d13729d62cf5b4","rough","RS",2.66041666666667,2.2625,18,18,444,50.919354839375,54.65927419375,1,2.12825460830357,"rough",-1.04972660719534,1.04972660719534,3,0.925,0.0375,0.864929226309127,0.445879379079405,0.067677796981968,1.48341280454856,0.733402422909364,-0.153373006286749,1505.8422723973,-27,19,-1.06458333333334,-0.76041666666667,-0.063019427657617,-0.350782612331061,-1.16955378670288
"139",139,"6718d688fb64120da0f96402","smooth","RS",1.70625,1.54583333333333,291,291,179,61.760080645,58.6018145159375,2,2.29722062211161,"smooth",1.96026761704647,-1.96026761704647,3,0.372916666666667,0.60625,1.24070383401745,0.0445306825956341,0.0331883909649091,-1.03340881425526,0.816298069374644,-0.199476835820434,1103.64091575671,-107,117,-2.14375,-1.69166666666667,0.0936681242848468,-1.35134064766588,-1.47901380248746
"140",140,"6718d688fb64120da0f96402","rough","RS",3.85,3.2375,174,174,286,55.443548386875,58.6018145159375,1,2.29722062211161,"rough",-0.70890872624734,0.70890872624734,3,0.595833333333333,0.3625,13.3991404227026,0.00679768886846548,0.0525367294522492,-1.03340881425526,0.816298069374644,-0.199476835820434,1832.91829667551,-107,117,-2.14375,-1.69166666666667,1.12707693854011,-2.16763871704052,-1.27953696666703
"141",141,"6718fcd3a0dcddd368c3ea65","smooth","SR",3.58958333333333,0.916666666666667,229,229,96,46.229838709375,45.747983870625,1,1.74634216588393,"smooth",1.65254524985503,-1.65254524985503,3,0.2,0.477083333333333,0.785382293997595,0.00673794699908547,0.0510587106604535,-1.43954840945379,0,-0.307615720799567,2194.51197736618,7,-37,0.56458333333333,0.0187499999999999,-0.104918893880242,-2.17147240951626,-1.29193015623996
"142",142,"6718fcd3a0dcddd368c3ea65","rough","SR",3.025,0.897916666666667,266,266,89,45.266129031875,45.747983870625,2,1.74634216588393,"rough",2.06609513197619,-2.06609513197619,3,0.185416666666667,0.554166666666667,21.608743560046,0.00673794699908547,0.103677750221729,-1.43954840945379,0,-0.307615720799567,2555.39321072046,7,-37,0.56458333333333,0.0187499999999999,1.33462951557355,-2.17147240951626,-0.984314435440393
"143",143,"671adf57d3d2028b0c9f052a","smooth","RS",0.94375,1.02083333333333,401,401,78,59.39314516125,57.91935483875,2,2.26797235023214,"smooth",3.42063653338953,-3.42063653338953,3,0.1625,0.835416666666667,1.00845989407874,0.00673794699908547,0.0194308835206625,0.221161978872768,-1.13353085820075,-0.142770749006933,833.840282060072,-69,74,-0.16875,-0.28958333333334,0.00365863122836889,-2.17147240951626,-1.71150745161717
"144",144,"671adf57d3d2028b0c9f052a","rough","RS",1.1125,1.31041666666667,327,327,147,56.44556451625,57.91935483875,1,2.26797235023214,"rough",2.60102313065878,-2.60102313065878,3,0.30625,0.68125,0.606033529059542,0.0916343806185944,0.0269937547236988,0.221161978872768,-1.13353085820075,-0.142770749006933,1194.76809861327,-69,74,-0.16875,-0.28958333333334,-0.217503347644399,-1.03794155131551,-1.56873670261024
"145",145,"671fb7f4e74935c3ed692844","smooth","RS",5.38125,3.38541666666667,6,6,458,43.44959677375,42.4868951615625,2,1.60658122120982,"smooth",-2.80975046720496,2.80975046720496,3,0.954166666666667,0.0125,13.5364615324744,2.15221666358491,0.133681159793666,1.47630027499353,0.65255081642493,0.11109935603094,2494.12937037068,5,-3,0.758333333333329,0.27708333333334,1.13150515343651,0.332885989607216,-0.873929795237614
"146",146,"671fb7f4e74935c3ed692844","rough","RS",4.62291666666667,3.10833333333333,9,9,453,41.524193549375,42.4868951615625,1,1.60658122120982,"rough",-2.33504842586937,2.33504842586937,3,0.94375,0.01875,0.452069157726432,0.478999624744952,0.103507268687744,1.47630027499353,0.65255081642493,0.11109935603094,2099.67105688171,5,-3,0.758333333333329,0.27708333333334,-0.344795121557017,-0.319664826817713,-0.985029151268554
"147",147,"67215aa0a8e88c6751efc410","smooth","SR",3.48125,3.58333333333333,14,14,463,59.71370967625,53.771169355,1,2.09019297235714,"smooth",-2.16495118943349,2.16495118943349,3,0.964583333333333,0.0291666666666667,15.5757994432075,1.16256368715892,0.0687489727440951,1.36481961035975,0.456080997634286,-0.0391356573340191,1847.89731036658,-5,9,-2.18125,-0.675,1.19245034649419,0.0654167535826981,-1.16273378673267
"148",148,"67215aa0a8e88c6751efc410","rough","SR",5.6625,4.25833333333333,5,5,468,47.82862903375,53.771169355,2,2.09019297235714,"rough",-3.42777413233093,3.42777413233093,3,0.975,0.0104166666666667,0.672404693355249,0.406757674698117,0.0752318723581232,1.36481961035975,0.456080997634286,-0.0391356573340191,1765.48083795593,-5,9,-2.18125,-0.675,-0.172369263865564,-0.390664244051588,-1.12359812939865
"149",149,"67228eb9f3f694a42b636b7f","smooth","RS",2.91875,2.87083333333333,2,2,475,58.93951612875,52.981854838125,2,2.05636520734821,"smooth",-1.66992919775322,1.66992919775322,3,0.989583333333333,0.00416666666666667,13.5728165025796,0.629223744529612,0.0648235825360426,1.2682801862369,0.205102287410759,-0.0168365301659512,1931.66697900077,5,1,-1.18958333333333,-0.12708333333334,1.13266997769712,-0.201194897104674,-1.18826697094898
"150",150,"67228eb9f3f694a42b636b7f","rough","RS",4.10833333333333,2.99791666666667,1,1,470,47.0241935475,52.981854838125,1,2.05636520734821,"rough",-2.18197913143777,2.18197913143777,3,0.979166666666667,0.00208333333333333,0.731795595861933,0.392376343270384,0.0673859816269904,1.2682801862369,0.205102287410759,-0.0168365301659512,1673.39357998967,5,1,-1.18958333333333,-0.12708333333334,-0.135610208539785,-0.406297184515433,-1.17143044078302
"151",151,"6723b5a6fd2f96dc69f5b0ee","smooth","SR",3.64375,2.93125,199,199,276,56.65524193625,58.25705645125,1,2.28244527648214,"smooth",-0.319697946518302,0.319697946518302,3,0.575,0.414583333333333,12.6236076638405,0.00673794699908547,0.0450822403035765,-0.0788563436280036,4.44089209850063e-16,-0.00440131863321347,1529.90163414786,89,-81,1.25416666666667,1.1125,1.10118348839411,-2.17147240951626,-1.34599451038756
"152",152,"6723b5a6fd2f96dc69f5b0ee","rough","SR",2.38958333333333,1.81875,280,280,187,59.85887096625,58.25705645125,2,2.28244527648214,"rough",1.47071199617202,-1.47071199617202,3,0.389583333333333,0.583333333333333,15.1370007352477,0.00673794699908547,0.0455414451961533,-0.0788563436280036,4.44089209850063e-16,-0.00440131863321347,1497.60900491437,89,-81,1.25416666666667,1.1125,1.18003983202211,-2.17147240951626,-1.34159319175434
"153",153,"6724e4d61efd0a67d71320de","smooth","RS",1.42291666666667,1.47916666666667,273,273,207,66.939516129375,66.7802419353125,2,2.64772465437054,"smooth",1.91219872387741,-1.91219872387741,3,0.43125,0.56875,5.90385316513029,0.00673794699908547,0.0517967670905787,0.484373976258103,0,0.102824827400141,1306.04373499105,64,-60,0.577083333333337,0.43333333333334,0.771135547601119,-2.17147240951626,-1.28569734601805
"154",154,"6724e4d61efd0a67d71320de","rough","RS",0.845833333333333,1.04583333333333,333,333,143,66.62096774125,66.7802419353125,1,2.64772465437054,"rough",2.88669642308637,-2.88669642308637,3,0.297916666666667,0.69375,1.93535915565895,0.00673794699908547,0.0408768881399858,0.484373976258103,0,0.102824827400141,923.611783390238,64,-60,0.577083333333337,0.43333333333334,0.286761571343015,-2.17147240951626,-1.38852217341819
"155",155,"67276dbe692855fb2502a266","smooth","RS",1.075,1.42708333333333,291,291,189,71.282258065,65.95766129,2,2.61247119814286,"smooth",2.22602334071481,-2.22602334071481,3,0.39375,0.60625,3.42414725102072,0.00673794699908547,0.0545767630047662,0.450322331638858,-1.21703238401445,0.191637931358244,1228.59804058723,20,-20,-0.2,-0.07083333333334,0.534552432678797,-2.17147240951626,-1.26299222628534
"156",156,"67276dbe692855fb2502a266","rough","RS",1.275,1.49791666666667,311,311,169,60.633064515,65.95766129,1,2.61247119814286,"rough",2.27891807610217,-2.27891807610217,3,0.352083333333333,0.647916666666667,1.21403190725125,0.111060589540402,0.0351050699188113,0.450322331638858,-1.21703238401445,0.191637931358244,985.049649392859,20,-20,-0.2,-0.07083333333334,0.0842301010399394,-0.954440025501811,-1.45463015764359
"157",157,"6728adfeb2bcf4ee73fa779a","smooth","RS",1.31458333333333,1.42916666666667,328,328,142,61.79838709625,58.7812500003125,2,2.30491071429911,"smooth",2.48492530600762,-2.48492530600762,3,0.295833333333333,0.683333333333333,1.01175041756215,0.00673794699908547,0.034881680984759,-1.60132553927067,-2.7130834145233,-0.175097910150841,1210.93806857047,-29,53,-1.0625,-0.81666666666666,0.00507339230244896,-2.17147240951626,-1.45740259412898
"158",158,"6728adfeb2bcf4ee73fa779a","rough","RS",2.37708333333333,2.24583333333333,275,275,171,55.764112904375,58.7812500003125,1,2.30491071429911,"rough",1.29563647627721,-1.29563647627721,3,0.35625,0.572916666666667,40.4016341433476,3.48025451056075,0.0522029824846481,-1.60132553927067,-2.7130834145233,-0.175097910150841,1708.62460883816,-29,53,-1.0625,-0.81666666666666,1.60639893157312,0.541611005007043,-1.28230468397814
"159",159,"6728de867396ee5fc1dd8f07","smooth","SR",0.747916666666667,1.03333333333333,283,283,197,69.3286290325,63.6643145165625,1,2.51418490785268,"smooth",2.49438763270277,-2.49438763270277,3,0.410416666666667,0.589583333333333,1.8309781979271,0.0880363694584413,0.0452745188867694,0.447585769149319,-0.131436837271621,0.23573216040732,1205.23311951952,41,-41,-0.658333333333333,-0.10416666666667,0.262683173042097,-1.05533787566749,-1.3441461560538
"160",160,"6728de867396ee5fc1dd8f07","rough","SR",1.40625,1.1375,324,324,156,58.000000000625,63.6643145165625,2,2.51418490785268,"rough",2.52821782073392,-2.52821782073392,3,0.325,0.675,0.653277053686723,0.1191513484312,0.026310050612649,0.447585769149319,-0.131436837271621,0.23573216040732,889.410179152641,41,-41,-0.658333333333333,-0.10416666666667,-0.184902596107221,-0.923901038395866,-1.57987831646112
"161",161,"672c6d81f10d775112a46f36","smooth","RS",1.55,2.14166666666667,90,90,389,62.326612904375,57.0312500009375,2,2.22991071432589,"smooth",-0.0214998318903313,0.0214998318903313,3,0.810416666666667,0.1875,11.2958026589431,0.324891905482277,0.0581571367908323,1.12755184515835,0.00765471957476382,0.0627618675168977,1668.59007272131,-8,11,-2.1,-0.20625,1.05291709651928,-0.488261108747885,-1.23539698293566
"162",162,"672c6d81f10d775112a46f36","rough","RS",3.65,2.34791666666667,79,79,397,51.7358870975,57.0312500009375,1,2.22991071432589,"rough",-1.02539644978976,1.02539644978976,3,0.827083333333333,0.164583333333333,0.842103071405787,0.319215647481636,0.0503316478716173,1.12755184515835,0.00765471957476382,0.0627618675168977,1420.85024887082,-8,11,-2.1,-0.20625,-0.0746347486390672,-0.495915828322649,-1.29815885045256
"163",163,"672df3eca2720df3da8f4fab","smooth","RS",1.48125,1.575,285,285,190,68.13508064375,62.84475806375,2,2.479061059875,"smooth",1.96064983823713,-1.96064983823713,3,0.395833333333333,0.59375,4.53732162793111,0.00673794699908547,0.050236908558941,-0.259967829117887,-1.82271127773658,-0.0352416516810983,1195.23732746588,-73,79,-0.77708333333333,-0.63541666666667,0.656799565310746,-2.17147240951626,-1.29897709373547
"164",164,"672df3eca2720df3da8f4fab","rough","RS",2.25833333333333,2.21041666666667,206,206,263,57.55443548375,62.84475806375,1,2.479061059875,"rough",0.683928237792496,-0.683928237792496,3,0.547916666666667,0.429166666666667,8.25595646965428,0.447959620674807,0.0544834447037762,-0.259967829117887,-1.82271127773658,-0.0352416516810983,1729.1452450767,-73,79,-0.77708333333333,-0.63541666666667,0.916767394428633,-0.348761131779682,-1.26373544205437
"165",165,"672f804d036e2d54048ab64b","smooth","SR",2.08333333333333,1.65208333333333,16,16,451,57.076612901875,49.7469758059375,1,1.91772753454018,"smooth",-0.540180140717313,0.540180140717313,3,0.939583333333333,0.0333333333333333,0.619148712692453,0.456697914339508,0.0667985406645239,0.0152834324439401,0.0655862144461526,0.098580788238553,1079.03665323046,-13,14,-1.71041666666667,-0.34166666666667,-0.208205025705592,-0.340370971736356,-1.17523302537277
"166",166,"672f804d036e2d54048ab64b","rough","SR",3.79375,1.99375,2,2,464,42.41733871,49.7469758059375,2,1.91772753454018,"rough",-1.49830709673336,1.49830709673336,3,0.966666666666667,0.00416666666666667,0.597738930042908,0.392683645210448,0.0532336428305946,0.0152834324439401,0.0655862144461526,0.098580788238553,1078.53551220185,-13,14,-1.71041666666667,-0.34166666666667,-0.223488458149532,-0.405957186182509,-1.27381381361132
"167",167,"672f9ecf9e2cd165b16e98e1","smooth","SR",0.941666666666667,1.43541666666667,246,246,228,66.249999999375,62.4657258059375,1,2.46281682025446,"smooth",1.92052704851391,-1.92052704851391,3,0.475,0.5125,2.19141992148593,0.00673794699908547,0.0513116942844127,-0.558617172535267,0,0.159170906118749,1340.91819192523,77,-79,0.291666666666667,0.489583333333337,0.34072560536087,-2.17147240951626,-1.28978364493879
"168",168,"672f9ecf9e2cd165b16e98e1","rough","SR",0.65,0.945833333333333,325,325,151,58.6814516125,62.4657258059375,2,2.46281682025446,"rough",2.94846207576896,-2.94846207576896,3,0.314583333333333,0.677083333333333,7.93127079096587,0.00673794699908547,0.0355668537354328,-0.558617172535267,0,0.159170906118749,1180.91450254371,77,-79,0.291666666666667,0.489583333333337,0.899342777896137,-2.17147240951626,-1.44895455105754
"169",169,"672fcaf82c52010e8586b90a","smooth","RS",2.75208333333333,2.34791666666667,9,9,460,61.447580644375,56.00907258,2,2.18610311057143,"smooth",-1.23564744275341,1.23564744275341,3,0.958333333333333,0.01875,19.3665758178733,1.41009819499356,0.0656217279685918,1.37450480870016,0.558362881035885,-0.0345099624923864,1658.383402745,10,-10,-0.79166666666667,-0.75625,1.28705284039586,0.14924935666883,-1.18295233784293
"170",170,"672fcaf82c52010e8586b90a","rough","RS",3.54375,3.10416666666667,19,19,450,50.570564515625,56.00907258,1,2.18610311057143,"rough",-1.85957555004674,1.85957555004674,3,0.9375,0.0395833333333333,0.81761345859349,0.389840069351392,0.071048943550781,1.37450480870016,0.558362881035885,-0.0345099624923864,1735.48764814733,10,-10,-0.79166666666667,-0.75625,-0.0874519683042992,-0.409113524367054,-1.14844237535055
"171",171,"673083a6d6c6992b85b1714e","smooth","SR",0.564583333333333,0.758333333333333,355,355,125,65.3709677425,62.0372983875,1,2.44445564517857,"smooth",3.31617908709036,-3.31617908709036,3,0.260416666666667,0.739583333333333,1.97267997119383,0.00673794699908547,0.0304631518695213,-0.637908110118451,0,-0.0424622058790907,960.562487237361,12,16,0.022916666666666,0.0229166666666659,0.29505663516709,-2.17147240951626,-1.51622516440363
"172",172,"673083a6d6c6992b85b1714e","rough","SR",0.541666666666667,0.735416666666667,339,339,113,58.7036290325,62.0372983875,2,2.44445564517857,"rough",3.32067701822692,-3.32067701822692,3,0.235416666666667,0.70625,8.5696827631011,0.00673794699908547,0.0335920912593373,-0.637908110118451,0,-0.0424622058790907,1312.90046988386,12,16,0.022916666666666,0.0229166666666659,0.932964745285542,-2.17147240951626,-1.47376295852453
"173",173,"67331807e4239fc386df765b","smooth","RS",2.07916666666667,1.75833333333333,3,3,475,51.701612901875,48.7298387084375,2,1.87413594464732,"smooth",-0.750405906912517,0.750405906912517,3,0.989583333333333,0.00625,0.655854755804922,0.496876772963797,0.07118521683783,0.0449337022033586,-0.00572374117596103,-0.0295048948698167,1120.70401009067,6,-1,-1.50416666666666,-0.29166666666667,-0.183192327905709,-0.303751304340043,-1.14761018771653
"174",174,"67331807e4239fc386df765b","rough","RS",3.58333333333333,2.05,4,4,469,45.758064515,48.7298387084375,1,1.87413594464732,"rough",-1.45914326692908,1.45914326692908,3,0.977083333333333,0.00833333333333333,0.591389990823455,0.503468654365073,0.0761894269612128,0.0449337022033586,-0.00572374117596103,-0.0295048948698167,1296.34939082877,6,-1,-1.50416666666666,-0.29166666666667,-0.228126030109068,-0.298027563164082,-1.11810529284672
"175",175,"6736077567267036bc1439da","smooth","SR",1.64166666666667,2.23541666666667,170,170,309,65.536290323125,62.7691532259375,1,2.47582085254018,"smooth",0.565384612001284,-0.565384612001284,3,0.64375,0.354166666666667,7.36742347418242,0.00673794699908547,0.0651755584671022,-0.197666102677795,0,0.0824913574336237,1603.27990107463,60,-55,-0.19166666666666,0.11041666666667,0.86731563350562,-2.17147240951626,-1.18591523882259
"176",176,"6736077567267036bc1439da","rough","SR",1.83333333333333,2.125,225,225,249,60.00201612875,62.7691532259375,2,2.47582085254018,"rough",1.03267666578774,-1.03267666578774,3,0.51875,0.46875,11.6139977131687,0.00673794699908547,0.0539005756913117,-0.197666102677795,0,0.0824913574336237,1666.68287598433,60,-55,-0.19166666666666,0.11041666666667,1.06498173618342,-2.17147240951626,-1.26840659625622
"177",177,"6737a08a9f1322d144ef479f","smooth","SR",2.05416666666667,2.35208333333333,31,31,436,62.58064516,55.1229838703125,1,2.14812788015625,"smooth",-0.773804187080044,0.773804187080044,3,0.908333333333333,0.0645833333333333,21.0615032050457,0.939555918817124,0.0628826971360679,1.47717601530506,0.365358466882843,-0.0575265025592167,1710.78040477886,-4,20,-1.18333333333333,-0.27916666666667,1.32348936449234,-0.0270773672281555,-1.20146883900761
"178",178,"6737a08a9f1322d144ef479f","rough","SR",3.2375,2.63125,11,11,440,47.665322580625,55.1229838703125,2,2.14812788015625,"rough",-1.48155480682547,1.48155480682547,3,0.916666666666667,0.0229166666666667,0.701961590280379,0.405101793459783,0.0717889602903971,1.47717601530506,0.365358466882843,-0.0575265025592167,1719.51181419949,-4,20,-1.18333333333333,-0.27916666666667,-0.153686650812718,-0.392435834110998,-1.14394233644839
"179",179,"6737f7afd0ce05cea7aea4d0","smooth","RS",2.19583333333333,1.93541666666667,28,28,424,46.167338709375,44.743951613125,2,1.70331221199107,"smooth",-0.570008774231114,0.570008774231114,3,0.883333333333333,0.0583333333333333,10.0322189428266,0.00673794699908547,0.0908610474119651,1.31066257405344,-1.90210412316067,-0.0550002992470378,2339.79382280846,-5,10,-0.67291666666667,-0.09375,1.00139700161901,-2.17147240951626,-1.04162226110917
"180",180,"6737f7afd0ce05cea7aea4d0","rough","RS",2.86875,2.02916666666667,18,18,429,43.320564516875,44.743951613125,1,1.70331221199107,"rough",-0.943750791565006,0.943750791565006,3,0.89375,0.0375,0.490607776215842,0.537813517482269,0.103128342595606,1.31066257405344,-1.90210412316067,-0.0550002992470378,1880.64585630626,-5,10,-0.67291666666667,-0.09375,-0.309265572434432,-0.269368286355591,-0.986621961862129
"181",181,"673853314a478ef828e956ca","smooth","SR",2.26041666666667,2.15833333333333,88,88,384,59.52217741875,58.06451612875,1,2.274193548375,"smooth",-0.29330751441809,0.29330751441809,3,0.8,0.183333333333333,16.9403199082912,1.11093733962637,0.0588508570268169,1.34014308755763,0.672611947511148,0.107906474167734,1692.74738962935,85,-84,0.03958333333334,0.16875,1.22892160747602,0.0456895640516357,-1.23024720827837
"182",182,"673853314a478ef828e956ca","rough","SR",2.22083333333333,1.98958333333333,172,172,299,56.60685483875,58.06451612875,2,2.274193548375,"rough",0.521431601959816,-0.521431601959816,3,0.622916666666667,0.358333333333333,0.774066940996484,0.236090013245557,0.045903554660265,1.34014308755763,0.672611947511148,0.107906474167734,1412.31900545655,85,-84,0.03958333333334,0.16875,-0.111221480081606,-0.626922383459512,-1.3381536824461
"183",183,"6738759e389ac9b1b64bc15d","smooth","SR",2.59791666666667,2.1625,22,22,431,55.866935484375,51.25,1,1.98214285714286,"smooth",-0.900981871801666,0.900981871801666,3,0.897916666666667,0.0458333333333333,24.7719368260224,2.96159358531361,0.055574244978498,1.61276100896828,0.830081854342042,-0.131439479547522,1606.95897840137,-23,16,-1.40416666666666,-0.51041666666667,1.39395996379091,0.471525460746377,-1.25512642883409
"184",184,"6738759e389ac9b1b64bc15d","rough","SR",4.00208333333333,2.67291666666667,6,6,454,46.633064515625,51.25,2,1.98214285714286,"rough",-1.88019791501371,1.88019791501371,3,0.945833333333333,0.0125,0.604225367913421,0.437969236711391,0.0752164878586623,1.61276100896828,0.830081854342042,-0.131439479547522,1577.30260211375,-23,16,-1.40416666666666,-0.51041666666667,-0.218801045177369,-0.358556393595665,-1.12368694928657
"185",185,"673dbdb45619a09770515a71","smooth","RS",2.09583333333333,1.84583333333333,29,29,434,59.816532259375,52.3195564525,2,2.02798099082143,"smooth",-0.521645244937568,0.521645244937568,3,0.904166666666667,0.0604166666666667,21.6610761395879,1.7636158367356,0.0581346980468994,1.51246340646141,0.660569126809189,-0.0483048819090348,1667.80903115511,7,6,-1.26041666666667,-0.29166666666667,1.3356800289225,0.246403990004594,-1.23556457892906
"186",186,"673dbdb45619a09770515a71","rough","RS",3.35625,2.1375,23,23,427,44.822580645625,52.3195564525,1,2.02798099082143,"rough",-1.16093621531812,1.16093621531812,3,0.889583333333333,0.0479166666666667,0.665605071668287,0.385331810643055,0.0649741045586428,1.51246340646141,0.660569126809189,-0.0483048819090348,1618.65916903068,7,6,-1.26041666666667,-0.29166666666667,-0.176783377538908,-0.414165136804595,-1.18725969702002
"187",187,"673dcafa74e1f8b7786087f4","smooth","SR",2.10416666666667,1.78958333333333,10,10,459,53.25201612875,50.6905241934375,1,1.95816532257589,"smooth",-0.67996253073492,0.67996253073492,3,0.95625,0.0208333333333333,27.9349199343792,3.39423238547216,0.0543579519891799,1.74216242929371,0.970778686477567,-0.0511488909917601,1786.86102228923,22,-15,-1.01458333333333,-0.0875000000000001,1.44614743094561,0.530741572888343,-1.26473691427496
"188",188,"673dcafa74e1f8b7786087f4","rough","SR",3.11875,1.87708333333333,25,25,437,48.129032258125,50.6905241934375,2,1.95816532257589,"rough",-0.964497507747382,0.964497507747382,3,0.910416666666667,0.0520833333333333,0.505807193663837,0.363047028462871,0.0611521846472914,1.74216242929371,0.970778686477567,-0.0511488909917601,1513.92756674278,22,-15,-1.01458333333333,-0.0875000000000001,-0.296014998348093,-0.440037113589224,-1.2135880232832
"189",189,"673f9b73a80a279f5cc62e89","smooth","RS",2.30833333333333,2.12083333333333,9,9,460,52.356854839375,49.41935483875,2,1.90368663594643,"smooth",-0.943127921956855,0.943127921956855,3,0.958333333333333,0.01875,25.2505073908383,3.12122716612167,0.0557419210685129,1.61925201005906,0.857297411584295,-0.121583150731768,1781.36560585058,3,8,-1.40416666666667,-0.22708333333334,1.40227010937853,0.494325378214468,-1.25381806800381
