subjectID,assigned_condition,block_nr,trial_nr,grid,selected_choice,reward
gvvdN3G6,1,5,0,19,89,30
gvvdN3G6,1,6,0,18,221,40
gvvdN3G6,1,7,0,4,120,55
gvvdN3G6,1,8,0,2,219,68
gvvdN3G6,1,9,0,3,73,25
gvvdN3G6,1,10,0,0,149,55
gvvdN3G6,1,11,0,16,149,40
gvvdN3G6,1,12,0,1,89,30
gvvdN3G6,1,13,0,17,179,50
gvvdN3G6,1,14,0,15,224,40
gvvdN3G6,1,15,0,13,221,35
gvvdN3G6,1,16,0,14,89,45
gvvdN3G6,1,17,0,9,224,50
gvvdN3G6,1,18,0,7,224,30
gvvdN3G6,1,19,0,8,177,15
xyDIs5Kd,3,0,0,0,149,45
xyDIs5Kd,3,1,0,17,179,30
xyDIs5Kd,3,2,0,16,149,28
xyDIs5Kd,3,3,0,1,89,70
xyDIs5Kd,3,4,0,15,224,55
xyDIs5Kd,3,5,0,14,89,32
xyDIs5Kd,3,6,0,13,221,68
xyDIs5Kd,3,7,0,9,224,49
xyDIs5Kd,3,8,0,8,177,33
xyDIs5Kd,3,9,0,7,224,49
xyDIs5Kd,3,10,0,10,224,27
xyDIs5Kd,3,11,0,12,179,38
xyDIs5Kd,3,12,0,11,149,28
xyDIs5Kd,3,13,0,5,218,80
xyDIs5Kd,3,14,0,6,179,68
xyDIs5Kd,3,15,0,2,219,89
xyDIs5Kd,3,16,0,3,73,31
xyDIs5Kd,3,17,0,18,221,27
xyDIs5Kd,3,18,0,19,89,46
xyDIs5Kd,3,19,0,4,120,43
XDGvWWK7,2,0,0,0,149,56
XDGvWWK7,2,1,0,17,179,43
XDGvWWK7,2,2,0,15,224,55
XDGvWWK7,2,3,0,16,149,43
XDGvWWK7,2,4,0,1,89,45
XDGvWWK7,2,5,0,19,89,62
XDGvWWK7,2,6,0,2,219,70
XDGvWWK7,2,7,0,4,120,70
XDGvWWK7,2,8,0,18,221,55
XDGvWWK7,2,9,0,3,73,47
XDGvWWK7,2,10,0,5,218,43
XDGvWWK7,2,11,0,11,149,63
XDGvWWK7,2,12,0,10,224,45
XDGvWWK7,2,13,0,6,179,45
XDGvWWK7,2,14,0,12,179,27
XDGvWWK7,2,15,0,9,224,58
XDGvWWK7,2,16,0,8,177,39
XDGvWWK7,2,17,0,7,224,28
XDGvWWK7,2,18,0,14,89,56
XDGvWWK7,2,19,0,13,221,48
D9MnKKI8,3,0,0,15,224,45
D9MnKKI8,3,1,0,16,149,50
D9MnKKI8,3,2,0,0,149,34
D9MnKKI8,3,3,0,1,89,46
D9MnKKI8,3,4,0,17,179,60
D9MnKKI8,3,5,0,7,224,75
D9MnKKI8,3,6,0,13,221,30
D9MnKKI8,3,7,0,8,177,20
D9MnKKI8,3,8,0,9,224,50
D9MnKKI8,3,9,0,14,89,80
D9MnKKI8,3,10,0,12,179,42
D9MnKKI8,3,11,0,10,224,10
D9MnKKI8,3,12,0,6,179,35
D9MnKKI8,3,13,0,11,149,25
D9MnKKI8,3,14,0,5,218,16
D9MnKKI8,3,15,0,18,221,10
D9MnKKI8,3,16,0,2,219,80
D9MnKKI8,3,17,0,4,120,50
D9MnKKI8,3,18,0,19,89,20
D9MnKKI8,3,19,0,3,73,15
Ew6O1wAT,3,0,0,8,177,25
Ew6O1wAT,3,1,0,14,89,40
Ew6O1wAT,3,2,0,9,224,70
Ew6O1wAT,3,3,0,7,224,30
Ew6O1wAT,3,4,0,13,221,40
Ew6O1wAT,3,5,0,6,179,40
Ew6O1wAT,3,6,0,12,179,70
Ew6O1wAT,3,7,0,10,224,77
Ew6O1wAT,3,8,0,11,149,60
Ew6O1wAT,3,9,0,5,218,57
Ew6O1wAT,3,10,0,4,120,70
Ew6O1wAT,3,11,0,18,221,49
Ew6O1wAT,3,12,0,3,73,23
Ew6O1wAT,3,13,0,2,219,80
Ew6O1wAT,3,14,0,19,89,55
Ew6O1wAT,3,15,0,16,149,44
Ew6O1wAT,3,16,0,1,89,67
Ew6O1wAT,3,17,0,17,179,50
Ew6O1wAT,3,18,0,15,224,77
Ew6O1wAT,3,19,0,0,149,64
kko9jTPZ,1,0,0,11,149,45
kko9jTPZ,1,1,0,6,179,55
kko9jTPZ,1,2,0,5,218,5
kko9jTPZ,1,3,0,10,224,60
kko9jTPZ,1,4,0,12,179,6
kko9jTPZ,1,5,0,19,89,55
kko9jTPZ,1,6,0,4,120,45
kko9jTPZ,1,7,0,3,73,15
kko9jTPZ,1,8,0,2,219,55
kko9jTPZ,1,9,0,18,221,55
kko9jTPZ,1,10,0,1,89,30
kko9jTPZ,1,11,0,17,179,40
kko9jTPZ,1,12,0,0,149,50
kko9jTPZ,1,13,0,15,224,45
kko9jTPZ,1,14,0,16,149,66
kko9jTPZ,1,15,0,9,224,66
kko9jTPZ,1,16,0,13,221,25
kko9jTPZ,1,17,0,7,224,5
kko9jTPZ,1,18,0,14,89,45
kko9jTPZ,1,19,0,8,177,7
9kWkXZLF,0,0,0,11,149,70
9kWkXZLF,0,1,0,6,179,20
9kWkXZLF,0,2,0,12,179,27
9kWkXZLF,0,3,0,10,224,69
9kWkXZLF,0,4,0,5,218,45
9kWkXZLF,0,5,0,7,224,7
9kWkXZLF,0,6,0,8,177,12
9kWkXZLF,0,7,0,14,89,55
9kWkXZLF,0,8,0,13,221,37
9kWkXZLF,0,9,0,9,224,16
9kWkXZLF,0,10,0,17,179,40
9kWkXZLF,0,11,0,16,149,31
9kWkXZLF,0,12,0,1,89,28
9kWkXZLF,0,13,0,15,224,29
9kWkXZLF,0,14,0,0,149,60
9kWkXZLF,0,15,0,2,219,79
9kWkXZLF,0,16,0,4,120,35
9kWkXZLF,0,17,0,19,89,43
9kWkXZLF,0,18,0,3,73,1
9kWkXZLF,0,19,0,18,221,25
j2XRoyIu,0,0,0,13,221,42
j2XRoyIu,0,1,0,14,89,43
j2XRoyIu,0,2,0,7,224,27
j2XRoyIu,0,3,0,9,224,44
j2XRoyIu,0,4,0,8,177,3
j2XRoyIu,0,5,0,11,149,45
j2XRoyIu,0,6,0,12,179,56
j2XRoyIu,0,7,0,6,179,45
j2XRoyIu,0,8,0,5,218,61
j2XRoyIu,0,9,0,10,224,61
j2XRoyIu,0,10,0,19,89,65
j2XRoyIu,0,11,0,4,120,54
j2XRoyIu,0,12,0,3,73,3
j2XRoyIu,0,13,0,2,219,81
j2XRoyIu,0,14,0,18,221,4
j2XRoyIu,0,15,0,17,179,71
j2XRoyIu,0,16,0,15,224,77
j2XRoyIu,0,17,0,0,149,64
j2XRoyIu,0,18,0,1,89,61
j2XRoyIu,0,19,0,16,149,88
hVuEOqnz,3,0,0,19,89,27
hVuEOqnz,3,1,0,4,120,40
hVuEOqnz,3,2,0,3,73,14
hVuEOqnz,3,3,0,2,219,90
hVuEOqnz,3,4,0,18,221,49
hVuEOqnz,3,5,0,12,179,50
hVuEOqnz,3,6,0,11,149,30
hVuEOqnz,3,7,0,5,218,50
hVuEOqnz,3,8,0,6,179,50
hVuEOqnz,3,9,0,10,224,50
hVuEOqnz,3,11,0,14,89,50
hVuEOqnz,3,12,0,9,224,80
hVuEOqnz,3,13,0,13,221,50
hVuEOqnz,3,14,0,7,224,50
hVuEOqnz,3,15,0,1,89,50
hVuEOqnz,3,16,0,15,224,50
hVuEOqnz,3,17,0,0,149,80
hVuEOqnz,3,18,0,17,179,50
hVuEOqnz,3,19,0,16,149,20
Fb9rTwTw,0,0,0,10,224,50
Fb9rTwTw,0,1,0,6,179,40
Fb9rTwTw,0,2,0,11,149,45
Fb9rTwTw,0,3,0,12,179,50
Fb9rTwTw,0,4,0,5,218,40
Fb9rTwTw,0,5,0,2,219,67
Fb9rTwTw,0,6,0,4,120,46
Fb9rTwTw,0,7,0,3,73,18
Fb9rTwTw,0,8,0,18,221,50
Fb9rTwTw,0,9,0,19,89,50
Fb9rTwTw,0,10,0,16,149,55
Fb9rTwTw,0,11,0,1,89,45
Fb9rTwTw,0,12,0,15,224,50
Fb9rTwTw,0,13,0,17,179,50
Fb9rTwTw,0,14,0,0,149,65
Fb9rTwTw,0,15,0,13,221,50
Fb9rTwTw,0,16,0,14,89,60
Fb9rTwTw,0,17,0,7,224,40
Fb9rTwTw,0,18,0,9,224,60
Fb9rTwTw,0,19,0,8,177,20
r0YPdwfd,3,0,0,6,179,50
r0YPdwfd,3,1,0,10,224,30
r0YPdwfd,3,2,0,5,218,50
r0YPdwfd,3,3,0,12,179,60
r0YPdwfd,3,4,0,11,149,30
r0YPdwfd,3,5,0,2,219,64
r0YPdwfd,3,6,0,19,89,30
r0YPdwfd,3,7,0,4,120,44
r0YPdwfd,3,8,0,18,221,30
r0YPdwfd,3,9,0,3,73,14
r0YPdwfd,3,10,0,16,149,40
r0YPdwfd,3,11,0,0,149,55
r0YPdwfd,3,12,0,15,224,30
r0YPdwfd,3,13,0,17,179,30
r0YPdwfd,3,14,0,1,89,25
r0YPdwfd,3,15,0,8,177,15
r0YPdwfd,3,16,0,9,224,40
r0YPdwfd,3,17,0,7,224,20
r0YPdwfd,3,18,0,14,89,30
r0YPdwfd,3,19,0,13,221,40
upD8a42C,2,0,0,13,221,34
upD8a42C,2,1,0,7,224,21
upD8a42C,2,2,0,9,224,42
upD8a42C,2,3,0,8,177,21
upD8a42C,2,4,0,14,89,56
upD8a42C,2,5,0,16,149,70
upD8a42C,2,6,0,0,149,48
upD8a42C,2,7,0,1,89,33
upD8a42C,2,8,0,17,179,65
upD8a42C,2,9,0,15,224,36
upD8a42C,2,10,0,4,120,58
upD8a42C,2,11,0,18,221,19
upD8a42C,2,12,0,19,89,83
upD8a42C,2,13,0,3,73,14
upD8a42C,2,14,0,2,219,73
upD8a42C,2,15,0,11,149,41
upD8a42C,2,16,0,6,179,37
upD8a42C,2,17,0,5,218,11
upD8a42C,2,18,0,10,224,28
upD8a42C,2,19,0,12,179,67
Ju1tvB2u,3,0,0,1,89,12
Ju1tvB2u,3,1,0,16,149,24
Ju1tvB2u,3,2,0,15,224,8
Ju1tvB2u,3,3,0,0,149,50
Ju1tvB2u,3,4,0,17,179,12
Ju1tvB2u,3,5,0,18,221,12
Ju1tvB2u,3,6,0,4,120,52
Ju1tvB2u,3,7,0,2,219,75
Ju1tvB2u,3,8,0,3,73,10
Ju1tvB2u,3,9,0,19,89,40
Ju1tvB2u,3,10,0,11,149,65
Ju1tvB2u,3,11,0,6,179,8
Ju1tvB2u,3,12,0,5,218,12
Ju1tvB2u,3,13,0,12,179,30
Ju1tvB2u,3,14,0,10,224,50
Ju1tvB2u,3,15,0,14,89,45
Ju1tvB2u,3,16,0,13,221,50
Ju1tvB2u,3,17,0,7,224,12
Ju1tvB2u,3,18,0,8,177,8
Ju1tvB2u,3,19,0,9,224,45
RksVc4sw,2,0,0,16,149,4
RksVc4sw,2,1,0,17,179,3
RksVc4sw,2,2,0,0,149,6
RksVc4sw,2,3,0,15,224,7
RksVc4sw,2,4,0,1,89,4
RksVc4sw,2,5,0,19,89,0
RksVc4sw,2,6,0,4,120,5
RksVc4sw,2,7,0,2,219,9
RksVc4sw,2,8,0,18,221,5
RksVc4sw,2,9,0,3,73,1
RksVc4sw,2,10,0,11,149,10
RksVc4sw,2,11,0,10,224,7
RksVc4sw,2,12,0,5,218,5
RksVc4sw,2,13,0,12,179,22
RksVc4sw,2,14,0,6,179,15
RksVc4sw,2,15,0,14,89,9
RksVc4sw,2,16,0,13,221,45
RksVc4sw,2,17,0,7,224,13
RksVc4sw,2,18,0,9,224,68
RksVc4sw,2,19,0,8,177,37
4CGNqBe4,1,0,0,17,179,50
4CGNqBe4,1,1,0,1,89,39
4CGNqBe4,1,2,0,0,149,33
4CGNqBe4,1,3,0,15,224,70
4CGNqBe4,1,4,0,16,149,70
4CGNqBe4,1,5,0,3,73,30
4CGNqBe4,1,6,0,4,120,70
4CGNqBe4,1,7,0,19,89,6
4CGNqBe4,1,8,0,18,221,50
4CGNqBe4,1,9,0,2,219,56
4CGNqBe4,1,10,0,5,218,40
4CGNqBe4,1,11,0,10,224,50
4CGNqBe4,1,12,0,11,149,70
4CGNqBe4,1,13,0,12,179,12
4CGNqBe4,1,14,0,6,179,6
4CGNqBe4,1,15,0,7,224,54
4CGNqBe4,1,16,0,14,89,79
4CGNqBe4,1,17,0,9,224,12
4CGNqBe4,1,18,0,8,177,39
4CGNqBe4,1,19,0,13,221,50
8YrMzUDN,3,0,0,4,120,50
8YrMzUDN,3,1,0,3,73,13
8YrMzUDN,3,2,0,19,89,40
8YrMzUDN,3,3,0,18,221,30
8YrMzUDN,3,4,0,2,219,65
8YrMzUDN,3,5,0,5,218,25
8YrMzUDN,3,6,0,6,179,6
8YrMzUDN,3,7,0,11,149,40
8YrMzUDN,3,8,0,12,179,40
8YrMzUDN,3,9,0,10,224,30
8YrMzUDN,3,10,0,14,89,50
8YrMzUDN,3,11,0,13,221,25
8YrMzUDN,3,12,0,8,177,12
8YrMzUDN,3,13,0,7,224,40
8YrMzUDN,3,14,0,9,224,48
8YrMzUDN,3,15,0,0,149,55
8YrMzUDN,3,16,0,1,89,25
8YrMzUDN,3,17,0,15,224,55
8YrMzUDN,3,18,0,17,179,45
8YrMzUDN,3,19,0,16,149,48
rzbdtmuF,1,0,0,0,149,50
rzbdtmuF,1,1,0,1,89,35
rzbdtmuF,1,2,0,17,179,50
rzbdtmuF,1,3,0,15,224,50
rzbdtmuF,1,4,0,16,149,48
rzbdtmuF,1,5,0,3,73,10
rzbdtmuF,1,6,0,18,221,60
rzbdtmuF,1,7,0,4,120,44
rzbdtmuF,1,8,0,2,219,68
rzbdtmuF,1,9,0,19,89,42
rzbdtmuF,1,10,0,10,224,50
rzbdtmuF,1,11,0,12,179,70
rzbdtmuF,1,12,0,6,179,33
rzbdtmuF,1,13,0,11,149,77
rzbdtmuF,1,14,0,5,218,50
rzbdtmuF,1,15,0,9,224,81
rzbdtmuF,1,16,0,14,89,70
rzbdtmuF,1,17,0,13,221,44
rzbdtmuF,1,18,0,8,177,9
rzbdtmuF,1,19,0,7,224,33
UpoaPxVO,2,0,0,5,218,2
UpoaPxVO,2,1,0,12,179,3
UpoaPxVO,2,2,0,11,149,3
UpoaPxVO,2,3,0,10,224,5
UpoaPxVO,2,4,0,6,179,0
UpoaPxVO,2,5,0,13,221,0
UpoaPxVO,2,6,0,8,177,3
UpoaPxVO,2,7,0,14,89,3
UpoaPxVO,2,8,0,7,224,0
UpoaPxVO,2,9,0,9,224,5
UpoaPxVO,2,10,0,16,149,1
UpoaPxVO,2,11,0,1,89,1
UpoaPxVO,2,12,0,0,149,2
UpoaPxVO,2,13,0,17,179,0
UpoaPxVO,2,14,0,15,224,1
UpoaPxVO,2,15,0,2,219,3
UpoaPxVO,2,16,0,19,89,0
UpoaPxVO,2,17,0,18,221,1
UpoaPxVO,2,18,0,3,73,0
UpoaPxVO,2,19,0,4,120,2
G1gPtpqw,1,0,0,4,120,52
G1gPtpqw,1,1,0,2,219,73
G1gPtpqw,1,2,0,3,73,10
G1gPtpqw,1,3,0,18,221,14
G1gPtpqw,1,4,0,19,89,52
G1gPtpqw,1,5,0,15,224,50
G1gPtpqw,1,6,0,0,149,60
G1gPtpqw,1,7,0,16,149,62
G1gPtpqw,1,8,0,17,179,40
G1gPtpqw,1,9,0,1,89,42
G1gPtpqw,1,10,0,13,221,26
G1gPtpqw,1,11,0,8,177,10
G1gPtpqw,1,12,0,7,224,14
G1gPtpqw,1,13,0,9,224,72
G1gPtpqw,1,14,0,14,89,44
G1gPtpqw,1,15,0,12,179,30
G1gPtpqw,1,16,0,10,224,25
G1gPtpqw,1,17,0,11,149,50
G1gPtpqw,1,18,0,5,218,24
G1gPtpqw,1,19,0,6,179,40
jJ87o7cz,1,0,0,11,149,60
jJ87o7cz,1,1,0,5,218,50
jJ87o7cz,1,2,0,10,224,40
jJ87o7cz,1,3,0,12,179,70
jJ87o7cz,1,4,0,6,179,38
jJ87o7cz,1,5,0,13,221,48
jJ87o7cz,1,6,0,9,224,69
jJ87o7cz,1,7,0,7,224,50
jJ87o7cz,1,8,0,14,89,60
jJ87o7cz,1,9,0,8,177,25
jJ87o7cz,1,10,0,1,89,50
jJ87o7cz,1,11,0,17,179,39
jJ87o7cz,1,12,0,16,149,56
jJ87o7cz,1,13,0,15,224,49
jJ87o7cz,1,14,0,0,149,71
jJ87o7cz,1,15,0,4,120,62
jJ87o7cz,1,16,0,3,73,19
jJ87o7cz,1,17,0,2,219,65
jJ87o7cz,1,18,0,18,221,32
jJ87o7cz,1,19,0,19,89,55
p3IFqVNU,0,0,0,16,149,40
p3IFqVNU,0,1,0,15,224,30
p3IFqVNU,0,2,0,1,89,40
p3IFqVNU,0,3,0,0,149,50
p3IFqVNU,0,4,0,17,179,20
p3IFqVNU,0,5,0,2,219,60
p3IFqVNU,0,6,0,18,221,25
p3IFqVNU,0,7,0,3,73,6
p3IFqVNU,0,8,0,19,89,45
p3IFqVNU,0,9,0,4,120,55
p3IFqVNU,0,10,0,6,179,25
p3IFqVNU,0,11,0,5,218,30
p3IFqVNU,0,12,0,11,149,40
p3IFqVNU,0,13,0,12,179,20
p3IFqVNU,0,14,0,10,224,30
p3IFqVNU,0,15,0,8,177,10
p3IFqVNU,0,16,0,7,224,10
p3IFqVNU,0,17,0,14,89,45
p3IFqVNU,0,18,0,9,224,40
p3IFqVNU,0,19,0,13,221,20
QHEr9xVf,0,0,0,10,224,10
QHEr9xVf,0,1,0,11,149,8
QHEr9xVf,0,2,0,6,179,7
QHEr9xVf,0,3,0,12,179,10
QHEr9xVf,0,4,0,5,218,14
QHEr9xVf,0,5,0,9,224,13
QHEr9xVf,0,6,0,8,177,2
QHEr9xVf,0,7,0,14,89,12
QHEr9xVf,0,8,0,7,224,5
QHEr9xVf,0,9,0,13,221,15
QHEr9xVf,0,10,0,16,149,10
QHEr9xVf,0,11,0,0,149,12
QHEr9xVf,0,12,0,15,224,15
QHEr9xVf,0,13,0,1,89,10
QHEr9xVf,0,14,0,17,179,10
QHEr9xVf,0,15,0,4,120,9
QHEr9xVf,0,16,0,19,89,8
QHEr9xVf,0,17,0,3,73,6
QHEr9xVf,0,18,0,18,221,8
QHEr9xVf,0,19,0,2,219,10
fxpB9QGa,1,0,0,14,89,56
fxpB9QGa,1,1,0,13,221,50
fxpB9QGa,1,2,0,8,177,15
fxpB9QGa,1,3,0,9,224,72
fxpB9QGa,1,4,0,7,224,82
fxpB9QGa,1,5,0,17,179,32
fxpB9QGa,1,6,0,0,149,72
fxpB9QGa,1,7,0,16,149,65
fxpB9QGa,1,8,0,1,89,32
fxpB9QGa,1,9,0,15,224,69
fxpB9QGa,1,10,0,4,120,78
fxpB9QGa,1,11,0,2,219,85
fxpB9QGa,1,12,0,18,221,32
fxpB9QGa,1,13,0,3,73,15
fxpB9QGa,1,14,0,19,89,45
fxpB9QGa,1,15,0,5,218,55
fxpB9QGa,1,16,0,10,224,70
fxpB9QGa,1,17,0,6,179,35
fxpB9QGa,1,18,0,11,149,66
fxpB9QGa,1,19,0,12,179,63
Escq2lHO,3,0,0,12,179,24
Escq2lHO,3,1,0,5,218,15
Escq2lHO,3,2,0,10,224,16
Escq2lHO,3,3,0,6,179,16
Escq2lHO,3,4,0,11,149,80
Escq2lHO,3,5,0,3,73,18
Escq2lHO,3,6,0,18,221,81
Escq2lHO,3,7,0,19,89,80
Escq2lHO,3,8,0,2,219,76
Escq2lHO,3,9,0,4,120,55
Escq2lHO,3,10,0,16,149,70
Escq2lHO,3,11,0,17,179,80
Escq2lHO,3,12,0,1,89,66
Escq2lHO,3,13,0,15,224,45
Escq2lHO,3,14,0,0,149,56
Escq2lHO,3,15,0,7,224,78
Escq2lHO,3,16,0,8,177,23
Escq2lHO,3,17,0,13,221,43
Escq2lHO,3,18,0,9,224,70
Escq2lHO,3,19,0,14,89,66
zE39uz5y,2,0,0,0,149,54
zE39uz5y,2,1,0,17,179,30
zE39uz5y,2,2,0,16,149,70
zE39uz5y,2,3,0,15,224,60
zE39uz5y,2,4,0,1,89,35
zE39uz5y,2,5,0,3,73,10
zE39uz5y,2,6,0,4,120,79
zE39uz5y,2,7,0,19,89,45
zE39uz5y,2,8,0,18,221,40
zE39uz5y,2,9,0,2,219,60
zE39uz5y,2,10,0,12,179,50
zE39uz5y,2,11,0,5,218,60
zE39uz5y,2,12,0,10,224,40
zE39uz5y,2,13,0,6,179,50
zE39uz5y,2,14,0,11,149,68
zE39uz5y,2,15,0,9,224,80
zE39uz5y,2,16,0,8,177,20
zE39uz5y,2,17,0,7,224,30
zE39uz5y,2,18,0,14,89,50
zE39uz5y,2,19,0,13,221,50
yrPD43ry,0,0,0,7,224,30
yrPD43ry,0,1,0,13,221,40
yrPD43ry,0,2,0,14,89,50
yrPD43ry,0,3,0,9,224,47
yrPD43ry,0,4,0,8,177,7
yrPD43ry,0,5,0,17,179,15
yrPD43ry,0,6,0,0,149,56
yrPD43ry,0,7,0,1,89,36
yrPD43ry,0,8,0,16,149,72
yrPD43ry,0,9,0,15,224,40
yrPD43ry,0,10,0,3,73,10
yrPD43ry,0,11,0,4,120,53
yrPD43ry,0,12,0,18,221,40
yrPD43ry,0,13,0,19,89,40
yrPD43ry,0,14,0,2,219,65
yrPD43ry,0,15,0,12,179,40
yrPD43ry,0,16,0,6,179,50
yrPD43ry,0,17,0,5,218,40
yrPD43ry,0,18,0,10,224,30
yrPD43ry,0,19,0,11,149,60
705wkeDA,0,0,0,16,149,15
705wkeDA,0,1,0,17,179,56
705wkeDA,0,2,0,1,89,30
705wkeDA,0,3,0,15,224,45
705wkeDA,0,4,0,0,149,56
705wkeDA,0,5,0,4,120,30
705wkeDA,0,6,0,18,221,80
705wkeDA,0,7,0,3,73,10
705wkeDA,0,8,0,2,219,74
705wkeDA,0,9,0,19,89,30
705wkeDA,0,10,0,12,179,23
705wkeDA,0,11,0,11,149,70
705wkeDA,0,12,0,5,218,80
705wkeDA,0,13,0,6,179,35
705wkeDA,0,14,0,10,224,15
705wkeDA,0,15,0,14,89,55
705wkeDA,0,16,0,7,224,30
705wkeDA,0,17,0,9,224,45
705wkeDA,0,18,0,8,177,25
705wkeDA,0,19,0,13,221,55
OOymyGn2,1,0,0,4,120,3
OOymyGn2,1,1,0,19,89,7
OOymyGn2,1,2,0,3,73,12
OOymyGn2,1,3,0,2,219,2
OOymyGn2,1,4,0,18,221,17
OOymyGn2,1,5,0,16,149,0
OOymyGn2,1,6,0,15,224,0
OOymyGn2,1,7,0,1,89,12
OOymyGn2,1,8,0,17,179,3
OOymyGn2,1,9,0,0,149,15
OOymyGn2,1,10,0,13,221,2
OOymyGn2,1,11,0,9,224,17
OOymyGn2,1,12,0,7,224,0
OOymyGn2,1,13,0,8,177,5
OOymyGn2,1,14,0,14,89,7
OOymyGn2,1,15,0,12,179,0
OOymyGn2,1,16,0,11,149,4
OOymyGn2,1,17,0,10,224,0
OOymyGn2,1,18,0,6,179,4
OOymyGn2,1,19,0,5,218,7
2Af8uEr0,2,0,0,8,177,11
2Af8uEr0,2,1,0,9,224,14
2Af8uEr0,2,2,0,13,221,14
2Af8uEr0,2,3,0,7,224,14
2Af8uEr0,2,4,0,14,89,5
2Af8uEr0,2,5,0,10,224,14
2Af8uEr0,2,6,0,6,179,11
2Af8uEr0,2,7,0,5,218,14
2Af8uEr0,2,8,0,12,179,11
2Af8uEr0,2,9,0,11,149,9
2Af8uEr0,2,10,0,3,73,4
2Af8uEr0,2,11,0,19,89,5
2Af8uEr0,2,12,0,2,219,14
2Af8uEr0,2,13,0,4,120,8
2Af8uEr0,2,14,0,18,221,14
2Af8uEr0,2,15,0,0,149,9
2Af8uEr0,2,16,0,16,149,9
2Af8uEr0,2,17,0,1,89,5
2Af8uEr0,2,18,0,15,224,14
2Af8uEr0,2,19,0,17,179,11
kYegPxzi,2,0,0,19,89,30
kYegPxzi,2,1,0,4,120,48
kYegPxzi,2,2,0,18,221,70
kYegPxzi,2,3,0,3,73,20
kYegPxzi,2,4,0,2,219,80
kYegPxzi,2,5,0,15,224,54
kYegPxzi,2,6,0,0,149,38
kYegPxzi,2,7,0,1,89,64
kYegPxzi,2,8,0,17,179,55
kYegPxzi,2,9,0,16,149,38
kYegPxzi,2,10,0,7,224,10
kYegPxzi,2,11,0,8,177,10
kYegPxzi,2,12,0,9,224,70
kYegPxzi,2,13,0,14,89,55
kYegPxzi,2,14,0,13,221,48
kYegPxzi,2,15,0,10,224,38
kYegPxzi,2,16,0,6,179,60
kYegPxzi,2,17,0,12,179,71
kYegPxzi,2,18,0,5,218,67
kYegPxzi,2,19,0,11,149,36
bnUiwcOc,1,0,0,2,219,50
bnUiwcOc,1,1,0,18,221,30
bnUiwcOc,1,2,0,3,73,20
bnUiwcOc,1,3,0,19,89,40
bnUiwcOc,1,4,0,4,120,30
bnUiwcOc,1,5,0,0,149,40
bnUiwcOc,1,6,0,15,224,30
bnUiwcOc,1,7,0,1,89,30
bnUiwcOc,1,8,0,16,149,60
bnUiwcOc,1,9,0,17,179,10
bnUiwcOc,1,10,0,9,224,80
bnUiwcOc,1,11,0,14,89,40
bnUiwcOc,1,12,0,8,177,20
bnUiwcOc,1,13,0,7,224,30
bnUiwcOc,1,14,0,13,221,50
bnUiwcOc,1,15,0,6,179,30
bnUiwcOc,1,16,0,5,218,40
bnUiwcOc,1,17,0,12,179,20
bnUiwcOc,1,18,0,10,224,30
bnUiwcOc,1,19,0,11,149,40
54g1OevZ,2,0,0,12,179,47
54g1OevZ,2,1,0,10,224,56
54g1OevZ,2,2,0,11,149,58
54g1OevZ,2,3,0,5,218,22
54g1OevZ,2,4,0,6,179,46
54g1OevZ,2,5,0,19,89,65
54g1OevZ,2,6,0,2,219,80
54g1OevZ,2,7,0,18,221,47
54g1OevZ,2,8,0,3,73,30
54g1OevZ,2,9,0,4,120,51
54g1OevZ,2,10,0,1,89,60
54g1OevZ,2,11,0,16,149,56
54g1OevZ,2,12,0,15,224,30
54g1OevZ,2,13,0,0,149,70
54g1OevZ,2,14,0,17,179,47
54g1OevZ,2,15,0,13,221,26
54g1OevZ,2,16,0,8,177,24
54g1OevZ,2,17,0,7,224,20
54g1OevZ,2,18,0,14,89,68
54g1OevZ,2,19,0,9,224,59
pKIXxVyK,2,0,0,3,73,60
pKIXxVyK,2,1,0,2,219,70
pKIXxVyK,2,2,0,18,221,50
pKIXxVyK,2,3,0,19,89,70
pKIXxVyK,2,4,0,4,120,50
pKIXxVyK,2,5,0,17,179,48
pKIXxVyK,2,6,0,0,149,60
pKIXxVyK,2,7,0,1,89,26
pKIXxVyK,2,8,0,15,224,70
pKIXxVyK,2,9,0,16,149,47
pKIXxVyK,2,10,0,7,224,12
pKIXxVyK,2,11,0,8,177,21
pKIXxVyK,2,12,0,14,89,53
pKIXxVyK,2,13,0,9,224,44
pKIXxVyK,2,14,0,13,221,59
pKIXxVyK,2,15,0,6,179,12
pKIXxVyK,2,16,0,5,218,28
pKIXxVyK,2,17,0,11,149,44
pKIXxVyK,2,18,0,10,224,50
pKIXxVyK,2,19,0,12,179,29
g2I15yhb,1,0,0,1,89,52
g2I15yhb,1,1,0,16,149,44
g2I15yhb,1,2,0,17,179,23
g2I15yhb,1,3,0,0,149,47
g2I15yhb,1,4,0,15,224,42
g2I15yhb,1,5,0,3,73,18
g2I15yhb,1,6,0,18,221,36
g2I15yhb,1,7,0,19,89,55
g2I15yhb,1,8,0,4,120,45
g2I15yhb,1,9,0,2,219,62
g2I15yhb,1,10,0,11,149,68
g2I15yhb,1,11,0,10,224,43
g2I15yhb,1,12,0,5,218,45
g2I15yhb,1,13,0,6,179,32
g2I15yhb,1,14,0,12,179,40
g2I15yhb,1,15,0,7,224,20
g2I15yhb,1,16,0,14,89,30
g2I15yhb,1,17,0,13,221,14
