subjectID,smoothness,order,av_distance,av_distance_prev,reclicks,HVclicks,Novclicks,performance,performance_av,sequence,bonus,context,PCA,PEC,E,Novclicksp,HVclicksp,l,b,t,dlogl,dlogb,dlogt,NLL,dnov,dhv,dd,ddprev,logl,logb,logt
6kvExd9i,smooth,SR,197.708.333.333.333,237.916.666.666.667,276,276,204,67.006.048.386.875,625.282.258.059.375,1,246.549.539.168.304,smooth,124.542.908.696.623,-124.542.908.696.623,3,0.425,0.575,341.704.207.755.983,0.006737947,0.052409606,-0.453396051,0,0.078270789,140.143.649.179.633,-54,54,-0.59375,-0.916666667,0.533650327,-217.147.240.951.626,-12.805.891.021.479
6kvExd9i,rough,SR,257.083.333.333.333,329.583.333.333.333,222,222,258,58.050.403.225,625.282.258.059.375,2,246.549.539.168.304,rough,0.07557275,-0.07557275,3,0.5375,0.4625,970.613.612.961.501,0.006737947,0.043766328,-0.453396051,0,0.078270789,165.623.466.760.997,-54,54,-0.59375,-0.916666667,0.987046378,-217.147.240.951.626,-135.885.989.077.533
MGwuFluO,smooth,SR,111.041.666.666.667,128.541.666.666.667,227,227,224,56.427.419.355.625,594.979.838.715.625,1,233.562.788.020.982,smooth,187.174.917.978.217,-187.174.917.978.217,3,0.466666667,0.472916667,912.978.734.587.701,0.006737947,0.041136163,10.937.922.290.248,-128.731.033.932.159,0.088508249,152.975.590.968.435,66,-81,0.3625,0.322916667,0.960460662,-217.147.240.951.626,-138.577.622.199.339
MGwuFluO,rough,SR,0.747916667,0.9625,308,308,158,625.685.483.875,594.979.838.715.625,2,233.562.788.020.982,rough,280.091.201.089.989,-280.091.201.089.989,3,0.329166667,0.641666667,0.735645246,0.130568354,0.033551777,10.937.922.290.248,-128.731.033.932.159,0.088508249,128.931.722.438.638,66,-81,0.3625,0.322916667,-0.133331567,-0.88416207,-147.428.447.102.083
54g1OevZ,smooth,RS,215.833.333.333.333,250.625,71,71,402,61.967.741.936.875,564.465.725.815.625,2,220.485.311.063.839,smooth,-0.585116639,0.585116639,3,0.8375,0.147916667,133.384.716.178.273,0.38296513,0.062132725,123.853.428.945.185,0.100201121,-0.005892729,173.646.613.819.016,15,7,-215.416.666.666.667,-0.941666667,112.510.606.901.298,-0.416840767,-120.667.959.978.201
54g1OevZ,rough,RS,43.125,344.791.666.666.667,64,64,387,5.092.540.322.625,564.465.725.815.625,1,220.485.311.063.839,rough,-188.616.282.163.051,188.616.282.163.051,3,0.80625,0.133333333,0.770143722,0.304059174,0.062981519,123.853.428.945.185,0.100201121,-0.005892729,180.972.845.184.319,15,7,-215.416.666.666.667,-0.941666667,-0.11342822,-0.517041888,-120.078.687.123.549
oy3GJkkz,smooth,SR,28.875,336.875,140,140,336,62.532.258.064.375,594.475.806.459.375,1,233.346.774.196.875,smooth,-0.758033706,0.758033706,3,0.7,0.291666667,111.130.304.684.453,0.476518617,0.058195961,-0.00338272,-0.329851128,0.082602415,168.125.915.052.012,55,-54,-0.429166667,-0.46875,104.583.250.504.869,-0.321920127,-123.510.715.460.357
oy3GJkkz,rough,SR,331.666.666.666.667,38.375,194,194,281,563.629.032.275,594.475.806.459.375,2,233.346.774.196.875,rough,-0.715065461,0.715065461,3,0.585416667,0.404166667,111.999.278.653.709,101.842.957.170.561,0.048116101,-0.00338272,-0.329851128,0.082602415,171.588.517.996.866,55,-54,-0.429166667,-0.46875,104.921.522.554.766,0.007931001,-131.770.956.960.505
vF58zivx,smooth,SR,126.875,155.208.333.333.333,176,176,304,65.957.661.290.625,66.055.443.548.125,1,261.666.186.634.821,smooth,111.841.069.093.327,-111.841.069.093.327,3,0.633333333,0.366666667,102.295.223.862.801,0.198201531,0.055925721,112.882.531.595.621,0.010607867,0.112342649,130.911.552.956.922,101,-100,0.0875,0.345833333,100.985.535.708.995,-0.702892995,-125.238.840.575.795
vF58zivx,rough,SR,118.125,120.625,276,276,203,66.153.225.805.625,66.055.443.548.125,2,261.666.186.634.821,rough,218.001.405.591.865,-218.001.405.591.865,3,0.422916667,0.575,0.760378872,0.193419002,0.043178639,112.882.531.595.621,0.010607867,0.112342649,992.982.993.614.052,101,-100,0.0875,0.345833333,-0.118969959,-0.713500862,-136.473.105.465.742
er8edGI8,smooth,SR,250.833.333.333.333,214.583.333.333.333,144,144,336,60.342.741.935.625,61.508.064.516.875,1,242.177.419.358.036,smooth,0.053936094,-0.053936094,3,0.7,0.3,406.859.761.207.275,0.218816603,0.048878035,0.765960234,0.240937004,0.14372351,154.717.574.745.191,189,-189,132.291.666.666.666,0.91875,0.60944474,-0.659919729,-131.088.625.926.331
er8edGI8,rough,SR,118.541.666.666.667,122.708.333.333.333,333,333,147,62.673.387.098.125,61.508.064.516.875,2,242.177.419.358.036,rough,264.204.214.273.923,-264.204.214.273.923,3,0.30625,0.69375,0.697404116,0.125644438,0.035106718,0.765960234,0.240937004,0.14372351,104.660.521.061.414,189,-189,132.291.666.666.666,0.91875,-0.156515494,-0.900856733,-145.460.976.927.989
AgVrL919,smooth,RS,156.041.666.666.667,18.125,121,121,357,610.766.129.025,57.146.169.354.375,2,223.483.582.947.321,smooth,0.413563167,-0.413563167,3,0.74375,0.252083333,10.417.149.997.964,0.006737947,0.052759779,119.401.146.044.592,-147.605.063.106.841,0.154182959,155.975.158.752.139,42,-44,-0.341666667,-0.06875,101.774.891.767.202,-217.147.240.951.626,-127.769.703.452.847
AgVrL919,rough,RS,190.208.333.333.333,188.125,165,165,315,5.321.572.580.625,57.146.169.354.375,1,223.483.582.947.321,rough,0.605814565,-0.605814565,3,0.65625,0.34375,0.666403788,0.201640712,0.036993039,119.401.146.044.592,-147.605.063.106.841,0.154182959,142.650.249.241.394,42,-44,-0.341666667,-0.06875,-0.176262543,-0.695421778,-143.187.999.360.421
Fb9rTwTw,smooth,SR,261.458.333.333.333,231.875,6,6,471,5.903.024.193.625,54.396.169.355,1,211.697.868.664.286,smooth,-122.572.751.796.713,122.572.751.796.713,3,0.98125,0.0125,162.319.237.104.483,13.207.351.388.456,0.059526981,129.815.547.872.948,0.558356889,-0.097847838,178.191.163.200.275,5,1,-313.958.333.333.334,-166.666.666.666.667,121.036.999.285.912,0.120815733,-122.528.614.325.644
Fb9rTwTw,rough,SR,575.416.666.666.667,398.541.666.666.667,5,5,466,4.976.209.677.375,54.396.169.355,2,211.697.868.664.286,rough,-331.028.791.472.557,331.028.791.472.557,3,0.970833333,0.010416667,0.816985811,0.365139522,0.07456958,129.815.547.872.948,0.558356889,-0.097847838,1.904.187.858.186,5,1,-313.958.333.333.334,-166.666.666.666.667,-0.087785486,-0.437541157,-112.743.830.510.039
8YrMzUDN,smooth,RS,227.291.666.666.667,22.125,21,21,453,58.358.870.968.125,537.681.451.615.625,2,209.006.336.406.696,smooth,-0.898196363,0.898196363,3,0.94375,0.04375,220.801.530.243.012,214.473.385.797.899,0.067099512,152.109.694.531.719,0.781712019,-0.010173347,180.190.803.005.935,25,6,-235.833.333.333.333,-0.9,134.400.207.890.224,0.331373408,-117.328.064.052.781
8YrMzUDN,rough,RS,463.125,31.125,15,15,428,49.177.419.355,537.681.451.615.625,1,209.006.336.406.696,rough,-221.008.418.025.978,221.008.418.025.978,3,0.891666667,0.03125,0.665127851,0.354536856,0.068689872,152.109.694.531.719,0.781712019,-0.010173347,179.067.536.574.742,25,6,-235.833.333.333.333,-0.9,-0.177094866,-0.450338611,-116.310.729.340.856
AbfmSWQ1,smooth,SR,145.208.333.333.333,1.775,346,346,134,68.358.870.968.125,622.137.096.778.125,1,245.201.612.904.911,smooth,235.742.725.876.041,-235.742.725.876.041,3,0.279166667,0.720833333,114.353.612.746.904,0.006737947,0.039724136,-100.764.550.470.554,0,0.033394591,858.055.445.835.367,13,-12,-0.1,-0.10625,0.05824989,-217.147.240.951.626,-140.094.554.122.518
AbfmSWQ1,rough,SR,155.208.333.333.333,188.125,358,358,121,560.685.483.875,622.137.096.778.125,2,245.201.612.904.911,rough,236.735.005.740.395,-236.735.005.740.395,3,0.252083333,0.745833333,11.638.456.680.222,0.006737947,0.036784077,-100.764.550.470.554,0,0.033394591,155.759.873.898.752,13,-12,-0.1,-0.10625,10.658.953.944.289,-217.147.240.951.626,-143.434.013.210.912
Q4VuNvby,smooth,SR,188.125,198.541.666.666.667,126,126,346,56.483.870.968.125,571.542.338.721.875,1,223.518.145.166.518,smooth,0.264711582,-0.264711582,3,0.720833333,0.2625,138.016.659.572.344,0.402453577,0.049424748,128.947.198.597.345,0.179910382,-0.028059787,165.195.372.675.633,32,-19,-0.779166667,-0.39375,113.993.151.193.497,-0.395284208,-130.605.553.717.729
Q4VuNvby,rough,SR,266.041.666.666.667,237.916.666.666.667,145,145,314,5.782.459.677.625,571.542.338.721.875,2,223.518.145.166.518,rough,-0.03191011,0.03191011,3,0.654166667,0.302083333,0.708695257,0.265953316,0.052723502,128.947.198.597.345,0.179910382,-0.028059787,140.859.790.993.887,32,-19,-0.779166667,-0.39375,-0.149540474,-0.57519459,-127.799.574.991.403
65niyo6P,smooth,SR,106.458.333.333.333,132.291.666.666.667,308,308,172,674.112.903.225,629.213.709.675,1,248.234.447.003.571,smooth,24.280.968.604.988,-24.280.968.604.988,3,0.358333333,0.641666667,548.312.629.413.518,0.006737947,0.040257806,0.731723843,-132.468.112.975.531,0.118902229,107.217.457.082.742,-7,7,-0.19375,-0.410416667,0.739028249,-217.147.240.951.626,-139.514.989.787.615
65niyo6P,rough,SR,125.833.333.333.333,173.333.333.333.333,301,301,179,584.314.516.125,629.213.709.675,2,248.234.447.003.571,rough,207.660.860.545.749,-207.660.860.545.749,3,0.372916667,0.627083333,101.696.125.264.114,0.142301252,0.030615959,0.731723843,-132.468.112.975.531,0.118902229,108.281.833.801.029,-7,7,-0.19375,-0.410416667,0.007304406,-0.84679128,-151.405.212.735.038
mbhPWWqA,smooth,RS,120.416.666.666.667,118.333.333.333.333,205,205,193,58.413.306.451.875,538.286.290.328.125,2,209.265.552.997.768,smooth,192.778.193.914.013,-192.778.193.914.013,3,0.402083333,0.427083333,875.201.021.297.461,0.148465422,0.042914701,-0.211064144,-0.073130244,-0.078821141,151.540.069.517.626,-43,28,-0.414583333,-0.460416667,0.942107816,-0.828374684,-136.739.391.124.676
mbhPWWqA,rough,RS,161.875,164.375,177,177,236,4.924.395.161.375,538.286.290.328.125,1,209.265.552.997.768,rough,122.452.235.657.376,-122.452.235.657.376,3,0.491666667,0.36875,142.289.207.172.319,0.175693446,0.051454958,-0.211064144,-0.073130244,-0.078821141,20.055.814.127.478,-43,28,-0.414583333,-0.460416667,115.317.195.951.317,-0.75524444,-12.885.727.706.467
AaIfX4PC,smooth,SR,281.875,302.708.333.333.333,13,13,460,59.735.887.096.875,553.135.080.646.875,1,215.629.320.277.232,smooth,-16.046.741.309.255,16.046.741.309.255,3,0.958333333,0.027083333,204.334.538.217.861,205.820.744.435.611,0.062266372,146.681.410.458.153,0.641825676,-0.127372348,176.524.274.702.059,-11,11,-0.910416667,-0.177083333,131.034.178.067.881,0.313489145,-12.057.464.357.386
AaIfX4PC,rough,SR,372.916.666.666.667,320.416.666.666.667,2,2,471,508.911.290.325,553.135.080.646.875,2,215.629.320.277.232,rough,-214.418.267.715.276,214.418.267.715.276,3,0.98125,0.004166667,0.697473443,0.469530133,0.083488357,146.681.410.458.153,0.641825676,-0.127372348,165.340.990.300.999,-11,11,-0.910416667,-0.177083333,-0.156472324,-0.328336531,-107.837.408.750.743
rZJBFV36,smooth,SR,0.497916667,0.647916667,362,362,117,56.707.661.290.625,560.574.596.778.125,1,218.817.684.333.482,smooth,346.358.348.404.398,-346.358.348.404.398,3,0.24375,0.754166667,109.066.672.913.284,0.006737947,0.031149,111.204.548.192.661,-0.483511912,0.399094586,134.746.563.202.913,59,-60,0.289583333,0.358333333,103.769.206.515.314,-217.147.240.951.626,-150.655.589.654.365
rZJBFV36,rough,SR,0.208333333,0.289583333,422,422,58,55.407.258.065,560.574.596.778.125,2,218.817.684.333.482,rough,426.573.243.929.006,-426.573.243.929.006,3,0.120833333,0.879166667,0.842648755,0.020513488,0.01242652,111.204.548.192.661,-0.483511912,0.399094586,583.922.669.577.937,59,-60,0.289583333,0.358333333,-0.074353417,-168.796.049.781.516,-190.565.048.296.526
g2I15yhb,smooth,SR,2.725,313.333.333.333.333,67,67,412,60.830.645.161.875,5.641.935.483.875,1,220.368.663.594.643,smooth,-119.617.728.267.362,119.617.728.267.362,3,0.858333333,0.139583333,833.346.707.786.924,0.006737947,0.075060746,103.484.677.835.431,-164.844.074.123.378,0.04546072,191.965.213.144.956,5,-3,-0.73125,-0.575,0.920825724,-217.147.240.951.626,-112.458.712.470.586
g2I15yhb,rough,SR,345.625,370.833.333.333.333,70,70,407,52.008.064.515.625,5.641.935.483.875,2,220.368.663.594.643,rough,-175.100.099.903.645,175.100.099.903.645,3,0.847916667,0.145833333,0.769093154,0.299894383,0.06760085,103.484.677.835.431,-164.844.074.123.378,0.04546072,186.346.783.182.941,5,-3,-0.73125,-0.575,-0.114021054,-0.523031668,-117.004.784.506.375
zOoyPFJS,smooth,SR,159.583.333.333.333,212.083.333.333.333,123,123,348,65.969.758.064.375,596.320.564.515.625,1,234.137.384.792.411,smooth,0.282695146,-0.282695146,3,0.725,0.25625,808.994.090.373.563,0.006737947,0.063006594,103.515.113.482.346,-133.618.439.448.818,0.180931345,161.388.787.038.746,142,-101,-0.04375,0.69375,0.907945349,-217.147.240.951.626,-120.061.399.334.818
zOoyPFJS,rough,SR,163.958.333.333.333,142.708.333.333.333,224,224,206,5.329.435.483.875,596.320.564.515.625,2,234.137.384.792.411,rough,165.456.562.740.426,-165.456.562.740.426,3,0.429166667,0.466666667,0.746095146,0.146120781,0.041538868,103.515.113.482.346,-133.618.439.448.818,0.180931345,169.536.279.745.594,142,-101,-0.04375,0.69375,-0.127205786,-0.835288015,-138.154.533.818.824
H7wpJP3z,smooth,SR,224.375,257.083.333.333.333,31,31,442,6.024.798.387,54.784.274.193.125,1,213.361.175.113.393,smooth,-0.988551773,0.988551773,3,0.920833333,0.064583333,129.461.353.355.717,0.25046587,0.063217776,127.282.692.922.848,-0.102657385,0.056983911,182.499.081.760.301,6,-6,-120.416.666.666.667,-0.345833333,111.214.014.270.854,-0.601251445,-119.916.078.477.908
H7wpJP3z,rough,SR,344.791.666.666.667,291.666.666.666.667,37,37,436,4.932.056.451.625,54.784.274.193.125,2,213.361.175.113.393,rough,-158.863.699.088.447,158.863.699.088.447,3,0.908333333,0.077083333,0.690737785,0.317253148,0.055444096,127.282.692.922.848,-0.102657385,0.056983911,153.986.989.857.621,6,-6,-120.416.666.666.667,-0.345833333,-0.160686787,-0.49859406,-125.614.469.536.374
kFvGqsFv,smooth,SR,208.541.666.666.667,2.325,208,208,250,6.439.919.354.875,589.677.419.365.625,1,231.290.322.585.268,smooth,0.75341348,-0.75341348,3,0.520833333,0.433333333,153.321.883.015.657,0.006737947,0.054221331,-112.281.180.329.315,-0.041431301,-0.001593992,149.292.754.444.368,20,-29,-0.841666667,-0.745833333,0.185604144,-217.147.240.951.626,-126.582.982.861.115
kFvGqsFv,rough,SR,292.708.333.333.333,307.083.333.333.333,237,237,230,53.536.290.324.375,589.677.419.365.625,2,231.290.322.585.268,rough,0.237344769,-0.237344769,3,0.479166667,0.49375,203.430.444.329.132,0.007412401,0.054420705,-112.281.180.329.315,-0.041431301,-0.001593992,212.754.595.841.827,20,-29,-0.841666667,-0.745833333,130.841.594.767.593,-213.004.110.899.808,-126.423.583.675.049
UpoaPxVO,smooth,RS,488.958.333.333.333,4.8,23,23,448,5.958.064.516.125,5.467.338.709.625,2,212.885.944.698.214,smooth,-325.528.624.725.456,325.528.624.725.456,3,0.933333333,0.047916667,103.969.334.249.113,117.634.093.114.634,0.070159345,-0.13214831,-0.364149851,0.123375781,188.063.344.999.375,0,-1,-139.166.666.666.667,-0.7875,101.690.526.304.621,0.070533209,-115.391.447.254.042
UpoaPxVO,rough,RS,628.125,55.875,24,24,448,4.976.612.903.125,5.467.338.709.625,1,212.885.944.698.214,rough,-420.840.262.192.172,420.840.262.192.172,3,0.933333333,0.05,140.946.265.523.228,272.071.505.694.426,0.052809219,-0.13214831,-0.364149851,0.123375781,20.358.895.252.357,0,-1,-139.166.666.666.667,-0.7875,114.905.357.340.279,0.43468306,-127.729.025.324.007
PqMau9qB,smooth,RS,154.583.333.333.333,179.583.333.333.333,83,83,390,6.209.072.580.625,561.874.999.996.875,2,219.374.999.998.661,smooth,0.129841746,-0.129841746,3,0.8125,0.172916667,0.680089318,0.402670373,0.067093921,0.030939701,-0.067953612,-0.072174534,129.599.570.701.828,-74,79,-223.125,-0.41875,-0.167434046,-0.395050323,-117.331.682.685.294
PqMau9qB,rough,RS,377.708.333.333.333,221.458.333.333.333,4,4,464,50.284.274.193.125,561.874.999.996.875,1,219.374.999.998.661,rough,-16.004.885.536.322,16.004.885.536.322,3,0.966666667,0.008333333,0.633324447,0.470872458,0.079224172,0.030939701,-0.067953612,-0.072174534,152.258.541.711.895,-74,79,-223.125,-0.41875,-0.198373748,-0.327096711,-110.114.229.284.207
upD8a42C,smooth,RS,316.875,3.4,55,55,370,5.410.685.483.875,49.916.330.645.625,2,192.498.559.909.821,smooth,-138.313.811.160.848,138.313.811.160.848,3,0.770833333,0.114583333,130.854.383.781.614,0.006737947,0.087843174,129.621.379.892.899,-147.200.200.715.532,0.034903287,22.605.231.249.962,8,-2,-0.358333333,-0.616666667,111.678.827.661.498,-217.147.240.951.626,-105.629.197.898.884
upD8a42C,rough,RS,352.708.333.333.333,401.666.666.666.667,57,57,362,457.258.064.525,49.916.330.645.625,1,192.498.559.909.821,rough,-180.691.079.328.398,180.691.079.328.398,3,0.754166667,0.11875,0.661567981,0.199769691,0.081059652,129.621.379.892.899,-147.200.200.715.532,0.034903287,240.103.865.209.185,8,-2,-0.358333333,-0.616666667,-0.179425522,-0.699470402,-109.119.526.639.097
kItuL1Hm,smooth,SR,213.958.333.333.333,2.3,3,3,470,5.936.290.322.625,547.167.338.709.375,1,213.071.716.589.732,smooth,-103.985.329.141.511,103.985.329.141.511,3,0.979166667,0.00625,0.720775139,0.448568362,0.071102237,0.029081525,0.034438546,-0.001268182,121.394.727.579.185,4,-2,-0.91875,-0.364583333,-0.142200201,-0.348171361,-114.811.673.435.723
kItuL1Hm,rough,SR,305.833.333.333.333,266.458.333.333.333,5,5,466,50.070.564.515.625,547.167.338.709.375,2,213.071.716.589.732,rough,-156.431.866.162.322,156.431.866.162.322,3,0.970833333,0.010416667,0.674090603,0.414371706,0.071310166,0.029081525,0.034438546,-0.001268182,155.832.855.660.528,4,-2,-0.91875,-0.364583333,-0.171281727,-0.382609907,-114.684.855.266.812
P9wMmcET,smooth,SR,220.416.666.666.667,280.208.333.333.333,13,13,460,5.616.330.645.125,515.604.838.703.125,1,199.544.930.872.768,smooth,-124.697.480.865.366,124.697.480.865.366,3,0.958333333,0.027083333,104.247.080.266.234,0.037379865,0.064510729,119.482.528.596.077,-102.219.766.896.388,-0.040201407,194.557.868.022.568,11,-1,-181.041.666.666.666,-0.179166667,101.806.390.017.318,-142.736.227.232.904,-119.036.804.742.603
P9wMmcET,rough,SR,401.458.333.333.333,298.125,14,14,449,46.957.661.289.375,515.604.838.703.125,2,199.544.930.872.768,rough,-199.386.710.107.249,199.386.710.107.249,3,0.935416667,0.029166667,0.665638777,0.393400943,0.070767419,119.482.528.596.077,-102.219.766.896.388,-0.040201407,172.099.551.100.462,11,-1,-181.041.666.666.666,-0.179166667,-0.176761386,-0.405164603,-115.016.664.050.938
33dpB69H,smooth,SR,189.791.666.666.667,208.958.333.333.333,133,133,346,64.683.467.741.875,619.243.951.615.625,1,243.961.693.549.554,smooth,0.23238126,-0.23238126,3,0.720833333,0.277083333,985.389.760.316.105,0.006737947,0.05188321,112.513.975.781.569,-157.961.995.666.438,0.059795838,145.464.704.857.371,46,-45,-167.708.333.333.333,-0.277083333,0.993608045,-217.147.240.951.626,-128.497.316.392.985
33dpB69H,rough,SR,3.575,236.666.666.666.667,178,178,300,5.916.532.258.125,619.243.951.615.625,2,243.961.693.549.554,rough,-0.182887152,0.182887152,3,0.625,0.370833333,0.73870032,0.255945529,0.045209635,112.513.975.781.569,-157.961.995.666.438,0.059795838,120.818.288.387.373,46,-45,-167.708.333.333.333,-0.277083333,-0.131531713,-0.591852453,-134.476.900.172.888
rzbdtmuF,smooth,SR,276.875,32.625,9,9,469,6.379.233.871,57.033.266.129.375,1,222.999.711.983.036,smooth,-176.469.157.796.625,176.469.157.796.625,3,0.977083333,0.01875,152.445.490.113.185,0.533361036,0.067313665,128.620.023.929.906,0.122842282,-0.061894833,175.592.231.985.286,-1,5,-16.625,-0.427083333,118.311.458.089.603,-0.272978714,-117.189.676.194.556
rzbdtmuF,rough,SR,443.125,368.958.333.333.333,4,4,470,5.027.419.354.875,57.033.266.129.375,2,222.999.711.983.036,rough,-266.124.739.412.017,266.124.739.412.017,3,0.979166667,0.008333333,0.788704542,0.401956452,0.077624367,128.620.023.929.906,0.122842282,-0.061894833,182.550.415.571.127,-1,5,-16.625,-0.427083333,-0.103085658,-0.395820996,-11.100.019.287.296
4CGNqBe4,smooth,SR,152.083.333.333.333,137.083.333.333.333,70,70,356,56.614.919.354.375,515.997.983.878.125,1,199.713.421.662.054,smooth,0.453433348,-0.453433348,3,0.741666667,0.145833333,218.347.684.967.427,164.907.492.373.741,0.056690307,160.432.924.181.508,0.895692132,0.117015027,179.855.516.924.845,51,-40,-0.0875,0.00625,133.914.859.167.205,0.217240388,-124.649.118.769.678
4CGNqBe4,rough,SR,160.833.333.333.333,136.458.333.333.333,110,110,305,4.658.467.742.125,515.997.983.878.125,2,199.713.421.662.054,rough,0.805175719,-0.805175719,3,0.635416667,0.229166667,0.543024407,0.209675775,0.043300587,160.432.924.181.508,0.895692132,0.117015027,177.278.262.420.616,51,-40,-0.0875,0.00625,-0.26518065,-0.678451744,-136.350.621.465.633
XDGvWWK7,smooth,RS,102.083.333.333.333,1.15,249,249,231,6.806.048.387,604.082.661.284.375,2,237.463.997.693.304,smooth,204.101.035.249.808,-204.101.035.249.808,3,0.48125,0.51875,0.58409073,0.239313484,0.049028308,-0.06896562,-0.087941116,-0.020277932,11.385.207.999.181,-129,132,-10.375,-0.8375,-0.233519686,-0.621032831,-130.955.309.621.297
XDGvWWK7,rough,RS,205.833.333.333.333,19.875,117,117,360,52.756.048.386.875,604.082.661.284.375,1,237.463.997.693.304,rough,0.098232027,-0.098232027,3,0.75,0.24375,0.684614249,0.293027436,0.051371806,-0.06896562,-0.087941116,-0.020277932,148.351.299.483.952,-129,132,-10.375,-0.8375,-0.164554066,-0.533091714,-128.927.516.375.714
pQ7iKpf5,smooth,RS,191.041.666.666.667,208.333.333.333.333,180,180,295,62.939.516.129.375,563.578.629.040.625,2,220.105.126.731.696,smooth,0.642563535,-0.642563535,3,0.614583333,0.375,0.736239294,0.204992806,0.049917594,-0.05784603,-0.200707171,-0.077989566,140.548.858.036.613,-143,151,-180.625,-109.583.333.333.334,-0.132981008,-0.688261381,-130.174.635.189.749
pQ7iKpf5,rough,RS,371.666.666.666.667,317.916.666.666.667,29,29,438,4.977.620.967.875,563.578.629.040.625,1,220.105.126.731.696,rough,-187.397.672.463.488,187.397.672.463.488,3,0.9125,0.060416667,0.841133679,0.325421161,0.059736973,-0.05784603,-0.200707171,-0.077989566,172.829.761.648.858,-143,151,-180.625,-109.583.333.333.334,-0.075134977,-0.487554209,-12.237.567.854.246
hsAvlSjb,smooth,SR,22.375,288.333.333.333.333,41,41,429,60.959.677.419.375,5.580.645.161.375,1,2.177.419.354.875,smooth,-105.508.888.533.979,105.508.888.533.979,3,0.89375,0.085416667,113.263.529.189.714,0.006737947,0.064573898,117.943.807.183.482,-163.810.480.454.648,0.046775923,181.816.679.106.877,42,-15,-0.591666667,0.09375,105.409.008.972.684,-217.147.240.951.626,-118.994.299.735.743
hsAvlSjb,rough,SR,282.916.666.666.667,278.958.333.333.333,56,56,387,50.653.225.808.125,5.580.645.161.375,2,2.177.419.354.875,rough,-0.995271222,0.995271222,3,0.80625,0.116666667,0.749293591,0.292841346,0.057980383,117.943.807.183.482,-163.810.480.454.648,0.046775923,175.614.446.809.572,42,-15,-0.591666667,0.09375,-0.125347982,-0.533367605,-123.671.892.025.711
kzlFEtU5,smooth,RS,170.625,214.791.666.666.667,1,1,477,61.205.645.160.625,556.713.709.678.125,2,217.163.018.433.482,smooth,-0.828976674,0.828976674,3,0.99375,0.002083333,16.258.784.366.117,0.89563265,0.064041126,135.687.076.335.107,0.309226464,-0.076898778,175.361.303.533.812,8,-6,-115.833.333.333.333,-0.685416667,12.110.880.712.197,-0.047870083,-11.935.410.435.614
kzlFEtU5,rough,RS,286.458.333.333.333,283.333.333.333.333,7,7,469,50.137.096.775,556.713.709.678.125,1,217.163.018.433.482,rough,-158.282.048.937.609,158.282.048.937.609,3,0.977083333,0.014583333,0.714853928,0.439443913,0.076446522,135.687.076.335.107,0.309226464,-0.076898778,166.086.176.035.361,8,-6,-115.833.333.333.333,-0.685416667,-0.145782692,-0.357096547,-111.664.226.562.877
QHEr9xVf,smooth,SR,783.333.333.333.333,277.291.666.666.667,2,2,468,38.713.709.678.125,421.330.645.165.625,1,159.141.705.070.982,smooth,-349.543.972.001.213,349.543.972.001.213,3,0.975,0.004166667,0.257886519,110.021.576.289.618,0.196002316,-0.340479808,0.168540704,0.175989254,165.059.800.680.534,-2,1,1.5,-0.122916667,-0.588571359,0.041477863,-0.707738796
QHEr9xVf,rough,SR,633.333.333.333.333,289.583.333.333.333,1,1,470,45.552.419.355,421.330.645.165.625,2,159.141.705.070.982,rough,-299.118.687.386.912,299.118.687.386.912,3,0.979166667,0.002083333,0.564817896,0.746340756,0.130698905,-0.340479808,0.168540704,0.175989254,164.374.038.903.417,-2,1,1.5,-0.122916667,-0.248091551,-0.127062842,-0.88372805
1NemdBTo,smooth,RS,39.375,346.666.666.666.667,41,41,402,56.169.354.838.125,5.271.471.774.125,2,2.044.916.474.625,smooth,-191.015.447.962.503,191.015.447.962.503,3,0.8375,0.085416667,127.747.808.798.203,139.479.355.218.878,0.063641376,123.021.857.222.993,0.683543785,-0.014570574,188.178.170.580.436,5,0,-0.383333333,-0.225,110.635.345.960.902,0.144509931,-119.626.044.040.958
1NemdBTo,rough,RS,432.083.333.333.333,369.166.666.666.667,41,41,397,49.260.080.644.375,5.271.471.774.125,1,2.044.916.474.625,rough,-215.707.659.005.968,215.707.659.005.968,3,0.827083333,0.085416667,0.751856377,0.289045456,0.065812764,123.021.857.222.993,0.683543785,-0.014570574,213.032.220.733.163,5,0,-0.383333333,-0.225,-0.123865113,-0.539033854,-118.168.986.666.676
705wkeDA,smooth,SR,290.208.333.333.333,336.666.666.666.667,48,48,428,6.183.266.129,56.672.379.031.875,1,22.145.305.299.375,smooth,-153.554.251.284.586,153.554.251.284.586,3,0.891666667,0.1,14.026.773.422.543,0.561628616,0.073170332,125.381.066.972.624,0.223078628,-0.042315353,187.484.263.054.323,-16,16,-196.458.333.333.334,-0.754166667,114.695.778.179.519,-0.250550772,-113.566.497.677.588
705wkeDA,rough,SR,486.666.666.666.667,412.083.333.333.333,32,32,444,5.151.209.677.375,56.672.379.031.875,2,22.145.305.299.375,rough,-283.190.554.624.234,283.190.554.624.234,3,0.925,0.066666667,0.781892617,0.336024235,0.080658544,125.381.066.972.624,0.223078628,-0.042315353,206.152.655.456.343,-16,16,-196.458.333.333.334,-0.754166667,-0.106852888,-0.4736294,-109.334.962.391.035
