"","prolificID","assigned_condition","block_nr","trial_nr","grid","selected_choice","reward"
"295","66156b2dc0794709cb34b38b",3,14,0,13,221,15
"296","66156b2dc0794709cb34b38b",3,15,0,12,179,25
"297","66156b2dc0794709cb34b38b",3,16,0,10,224,14
"298","66156b2dc0794709cb34b38b",3,17,0,5,218,4
"299","66156b2dc0794709cb34b38b",3,18,0,6,179,45
"300","66156b2dc0794709cb34b38b",3,19,0,11,149,25
"301","66cf23e7fcc02fb37eaa4acd",1,0,0,11,149,47
"302","66cf23e7fcc02fb37eaa4acd",1,1,0,5,218,15
"303","66cf23e7fcc02fb37eaa4acd",1,2,0,10,224,70
"304","66cf23e7fcc02fb37eaa4acd",1,3,0,6,179,10
"305","66cf23e7fcc02fb37eaa4acd",1,4,0,12,179,15
"306","66cf23e7fcc02fb37eaa4acd",1,5,0,9,224,70
"307","66cf23e7fcc02fb37eaa4acd",1,6,0,14,89,29
"308","66cf23e7fcc02fb37eaa4acd",1,7,0,7,224,40
"309","66cf23e7fcc02fb37eaa4acd",1,8,0,13,221,71
"310","66cf23e7fcc02fb37eaa4acd",1,9,0,8,177,39
"311","66cf23e7fcc02fb37eaa4acd",1,10,0,16,149,67
"312","66cf23e7fcc02fb37eaa4acd",1,11,0,17,179,19
"313","66cf23e7fcc02fb37eaa4acd",1,12,0,0,149,72
"314","66cf23e7fcc02fb37eaa4acd",1,13,0,15,224,81
"315","66cf23e7fcc02fb37eaa4acd",1,14,0,1,89,70
"316","66cf23e7fcc02fb37eaa4acd",1,15,0,18,221,56
"317","66cf23e7fcc02fb37eaa4acd",1,16,0,2,219,80
"318","66cf23e7fcc02fb37eaa4acd",1,17,0,4,120,71
"319","66cf23e7fcc02fb37eaa4acd",1,18,0,3,73,29
"320","66cf23e7fcc02fb37eaa4acd",1,19,0,19,89,30
"321","667186c00087fce269fdd97b",1,0,0,15,224,45
"322","667186c00087fce269fdd97b",1,1,0,17,179,50
"323","667186c00087fce269fdd97b",1,2,0,0,149,82
"324","667186c00087fce269fdd97b",1,3,0,1,89,36
"325","667186c00087fce269fdd97b",1,4,0,16,149,65
"326","667186c00087fce269fdd97b",1,5,0,13,221,35
"327","667186c00087fce269fdd97b",1,6,0,14,89,48
"328","667186c00087fce269fdd97b",1,7,0,8,177,16
"329","667186c00087fce269fdd97b",1,8,0,7,224,32
"330","667186c00087fce269fdd97b",1,9,0,9,224,70
"331","667186c00087fce269fdd97b",1,10,0,12,179,32
"332","667186c00087fce269fdd97b",1,11,0,6,179,16
"333","667186c00087fce269fdd97b",1,12,0,11,149,70
"334","667186c00087fce269fdd97b",1,13,0,10,224,65
"335","667186c00087fce269fdd97b",1,14,0,5,218,80
"336","667186c00087fce269fdd97b",1,15,0,4,120,50
"337","667186c00087fce269fdd97b",1,16,0,18,221,26
"338","667186c00087fce269fdd97b",1,17,0,3,73,10
"339","667186c00087fce269fdd97b",1,18,0,19,89,65
"340","667186c00087fce269fdd97b",1,19,0,2,219,75
"341","616657d3063dd77f0ad2b866",1,0,0,9,224,43
"342","616657d3063dd77f0ad2b866",1,1,0,7,224,10
"343","616657d3063dd77f0ad2b866",1,2,0,8,177,37
"344","616657d3063dd77f0ad2b866",1,3,0,14,89,56
"345","616657d3063dd77f0ad2b866",1,4,0,13,221,30
"346","616657d3063dd77f0ad2b866",1,5,0,10,224,60
"347","616657d3063dd77f0ad2b866",1,6,0,11,149,50
"348","616657d3063dd77f0ad2b866",1,7,0,12,179,70
"349","616657d3063dd77f0ad2b866",1,8,0,6,179,60
"350","616657d3063dd77f0ad2b866",1,9,0,5,218,20
"351","616657d3063dd77f0ad2b866",1,10,0,18,221,34
"352","616657d3063dd77f0ad2b866",1,11,0,2,219,72
"353","616657d3063dd77f0ad2b866",1,12,0,4,120,62
"354","616657d3063dd77f0ad2b866",1,13,0,19,89,43
"355","616657d3063dd77f0ad2b866",1,14,0,3,73,24
"356","616657d3063dd77f0ad2b866",1,15,0,15,224,33
"357","616657d3063dd77f0ad2b866",1,16,0,0,149,58
"358","616657d3063dd77f0ad2b866",1,17,0,1,89,60
"359","616657d3063dd77f0ad2b866",1,18,0,17,179,54
"360","616657d3063dd77f0ad2b866",1,19,0,16,149,54
"361","60e07fb75b201859ff688f91",0,0,0,10,224,56
"362","60e07fb75b201859ff688f91",0,1,0,5,218,34
"363","60e07fb75b201859ff688f91",0,2,0,6,179,48
"364","60e07fb75b201859ff688f91",0,3,0,12,179,68
"365","60e07fb75b201859ff688f91",0,4,0,11,149,65
"366","60e07fb75b201859ff688f91",0,5,0,19,89,48
"367","60e07fb75b201859ff688f91",0,6,0,3,73,23
"368","60e07fb75b201859ff688f91",0,7,0,4,120,59
"369","60e07fb75b201859ff688f91",0,8,0,2,219,69
"370","60e07fb75b201859ff688f91",0,9,0,18,221,44
"371","60e07fb75b201859ff688f91",0,10,0,16,149,22
"372","60e07fb75b201859ff688f91",0,11,0,17,179,56
"373","60e07fb75b201859ff688f91",0,12,0,0,149,65
"374","60e07fb75b201859ff688f91",0,13,0,1,89,56
"375","60e07fb75b201859ff688f91",0,14,0,15,224,52
"376","60e07fb75b201859ff688f91",0,15,0,8,177,46
"377","60e07fb75b201859ff688f91",0,16,0,7,224,33
"378","60e07fb75b201859ff688f91",0,17,0,14,89,47
"379","60e07fb75b201859ff688f91",0,18,0,13,221,65
"380","60e07fb75b201859ff688f91",0,19,0,9,224,23
"381","6683fe583466d46e5858fc18",0,0,0,14,89,48
"382","6683fe583466d46e5858fc18",0,1,0,7,224,24
"383","6683fe583466d46e5858fc18",0,2,0,8,177,14
"384","6683fe583466d46e5858fc18",0,3,0,9,224,68
"385","6683fe583466d46e5858fc18",0,4,0,13,221,46
"386","6683fe583466d46e5858fc18",0,5,0,10,224,52
"387","6683fe583466d46e5858fc18",0,6,0,11,149,68
"388","6683fe583466d46e5858fc18",0,7,0,6,179,36
"389","6683fe583466d46e5858fc18",0,8,0,5,218,60
"390","6683fe583466d46e5858fc18",0,9,0,12,179,64
"391","6683fe583466d46e5858fc18",0,10,0,4,120,63
"392","6683fe583466d46e5858fc18",0,11,0,18,221,49
"393","6683fe583466d46e5858fc18",0,12,0,3,73,55
"394","6683fe583466d46e5858fc18",0,13,0,19,89,60
"395","6683fe583466d46e5858fc18",0,14,0,2,219,72
"396","6683fe583466d46e5858fc18",0,15,0,1,89,68
"397","6683fe583466d46e5858fc18",0,16,0,17,179,59
"398","6683fe583466d46e5858fc18",0,17,0,15,224,70
"399","6683fe583466d46e5858fc18",0,18,0,0,149,53
"400","6683fe583466d46e5858fc18",0,19,0,16,149,47
"401","60a3a03bc01ba594c9cca88d",0,0,0,1,89,55
"402","60a3a03bc01ba594c9cca88d",0,1,0,15,224,70
"403","60a3a03bc01ba594c9cca88d",0,2,0,17,179,35
"404","60a3a03bc01ba594c9cca88d",0,3,0,0,149,30
"405","60a3a03bc01ba594c9cca88d",0,4,0,16,149,45
"406","60a3a03bc01ba594c9cca88d",0,5,0,18,221,70
"407","60a3a03bc01ba594c9cca88d",0,6,0,3,73,20
"408","60a3a03bc01ba594c9cca88d",0,7,0,4,120,55
"409","60a3a03bc01ba594c9cca88d",0,8,0,19,89,50
"410","60a3a03bc01ba594c9cca88d",0,9,0,2,219,80
"411","60a3a03bc01ba594c9cca88d",0,10,0,12,179,55
"412","60a3a03bc01ba594c9cca88d",0,11,0,10,224,72
"413","60a3a03bc01ba594c9cca88d",0,12,0,6,179,50
"414","60a3a03bc01ba594c9cca88d",0,13,0,11,149,40
"415","60a3a03bc01ba594c9cca88d",0,14,0,5,218,74
"416","60a3a03bc01ba594c9cca88d",0,15,0,13,221,55
"417","60a3a03bc01ba594c9cca88d",0,16,0,7,224,30
"418","60a3a03bc01ba594c9cca88d",0,17,0,14,89,50
"419","60a3a03bc01ba594c9cca88d",0,18,0,8,177,40
"420","60a3a03bc01ba594c9cca88d",0,19,0,9,224,35
"421","67149550efaf4aeb47c5d662",2,0,0,6,179,3
"422","67149550efaf4aeb47c5d662",2,1,0,5,218,25
"423","67149550efaf4aeb47c5d662",2,2,0,10,224,23
"424","67149550efaf4aeb47c5d662",2,3,0,11,149,12
"425","67149550efaf4aeb47c5d662",2,4,0,12,179,10
"426","67149550efaf4aeb47c5d662",2,5,0,7,224,35
"427","67149550efaf4aeb47c5d662",2,6,0,9,224,24
"428","67149550efaf4aeb47c5d662",2,7,0,14,89,23
"429","67149550efaf4aeb47c5d662",2,8,0,8,177,34
"430","67149550efaf4aeb47c5d662",2,9,0,13,221,12
"431","67149550efaf4aeb47c5d662",2,10,0,16,149,21
"432","67149550efaf4aeb47c5d662",2,11,0,0,149,23
"433","67149550efaf4aeb47c5d662",2,12,0,17,179,26
"434","67149550efaf4aeb47c5d662",2,13,0,15,224,13
"435","67149550efaf4aeb47c5d662",2,14,0,1,89,28
